taxonKey,scientificName,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,kingdom,kingdomKey,phylum,phylumKey,class,classKey,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory,Column1,_1,_2,_3
3034839,Sanicula odorata (Raf.) Pryer & Phillippe,3034839,Sanicula odorata (Raf.) Pryer & Phillippe,44,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Apiales,1351,Apiaceae,6720,Sanicula,3034831,Sanicula odorata,3034839,,,,,,
3169310,Samolus L.,3169310,Samolus L.,1,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ericales,1353,Primulaceae,6674,Samolus,3169310,,,,,,,,
3188739,Lythrum salicaria var. tomentosum (Mill.) DC.,8378302,Lythrum salicaria subsp. salicaria,17,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Lythraceae,6684,Lythrum,3188731,Lythrum salicaria,3188736,,,,,,
3663574,Cornus stolonifera f. repens Vict.,3082244,Cornus sericea L.,1,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Cornales,949,Cornaceae,6713,Cornus,3082226,Cornus sericea,3082244,,,,,,
4277395,Jungermannia cordifolia Hook.,7501261,Jungermannia eucordifolia Schljakov,4,SYNONYM,Plantae,6,Marchantiophyta,9,Jungermanniopsida,126,Jungermanniales,381,Jungermanniaceae,6136,Jungermannia,8176108,Jungermannia eucordifolia,7501261,,,,,,
4277396,Jungermannia obovata Nees,4277396,Jungermannia obovata Nees,4,ACCEPTED,Plantae,6,Marchantiophyta,9,Jungermanniopsida,126,Jungermanniales,381,Jungermanniaceae,6136,Jungermannia,8176108,Jungermannia obovata,4277396,,,,,,
5332291,Ostrya virginiana subsp. virginiana,5332291,Ostrya virginiana subsp. virginiana,9,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fagales,1354,Betulaceae,4688,Ostrya,8091875,Ostrya virginiana,5332289,,,,,,
5333416,Cassiope hypnoides (L.) D.Don,2882793,Harrimanella hypnoides (L.) Coville,29,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ericales,1353,Ericaceae,2505,Harrimanella,2882788,Harrimanella hypnoides,2882793,,,,,,
5363627,Aronia melanocarpa (Michx.) Elliott,5363627,Aronia melanocarpa (Michx.) Elliott,1086,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Rosaceae,5015,Aronia,2988529,Aronia melanocarpa,5363627,,,,,,
5375597,Cheiranthus cheiri L.,3048203,Erysimum cheiri (L.) Crantz,2,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Brassicaceae,3112,Erysimum,3048056,Erysimum cheiri,3048203,,,,,,
5383941,Kochia scoparia var. culta Farw.,7219488,Bassia scoparia subsp. scoparia,1,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Amaranthaceae,3064,Bassia,3083576,Bassia scoparia,5383936,,,,,,
5420852,Daphne mezereum L.,5420852,Daphne mezereum L.,68,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Thymelaeaceae,2428,Daphne,3188453,Daphne mezereum,5420852,,,,,,
7443436,Carex lurida L.H.Bailey,2727232,Carex lupulina Muhl. ex Willd.,1,SYNONYM,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Carex,2721893,Carex lupulina,2727232,,,,,,
7507197,Sphagnum tenellum (Brid.) Bory,7507197,Sphagnum tenellum (Brid.) Bory,132,DOUBTFUL,Plantae,6,Bryophyta,35,Sphagnopsida,190,Sphagnales,623,Sphagnaceae,4673,Sphagnum,2668958,Sphagnum tenellum,7507197,,,,,,
8271955,Andropogon scoparius Michx.,2704432,Schizachyrium scoparium (Michx.) Nash,9,SYNONYM,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Schizachyrium,2704427,Schizachyrium scoparium,2704432,,,,,,
10921376,Sphagnum subsecundum var. tenellum Schlieph. ex Röll,2668981,Sphagnum subsecundum Nees,1819,VARIETY,SYNONYM,Plantae,6,Bryophyta,35,Sphagnopsida,190,Sphagnales,623,Sphagnaceae,4673,Sphagnum,2668958,Sphagnum subsecundum,,,,,,
2669111,Sphagnum recurvum Palisot de Beauvois,1805,2669111,Sphagnum recurvum Palisot de Beauvois,253,SPECIES,ACCEPTED,Plantae,6,Bryophyta,35,Sphagnopsida,190,Sphagnales,623,Sphagnaceae,4673,Sphagnum,2668958,,,2669111,NE,,
2675105,Anisothecium palustre I.Hagen,1915,2675105,Anisothecium palustre I.Hagen,4,SPECIES,ACCEPTED,Plantae,6,Bryophyta,35,Bryopsida,327,Dicranales,1335,Dicranaceae,4635,Anisothecium,2675078,2669111,,2675105,NE,,
2681999,Hypnum callichroum Bridel,1827,2681999,Hypnum callichroum Bridel,1,SPECIES,ACCEPTED,Plantae,6,Bryophyta,35,Bryopsida,327,Hypnales,617,Hypnaceae,8751,Hypnum,2673041,2675105,,2681999,NE,,
2689168,Hygrobiella laxifolia (Hook.) Spruce,2689168,Hygrobiella laxifolia (Hook.) Spruce,6,ACCEPTED,Plantae,6,Marchantiophyta,9,Jungermanniopsida,126,Jungermanniales,381,Hygrobiellaceae,9339311,Hygrobiella,2689167,Hygrobiella laxifolia,2689168,2681999,,,,,
2705185,Sorghum halepense (L.) Pers.,2705185,Sorghum halepense (L.) Pers.,4,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Sorghum,2705180,Sorghum halepense,2705185,,,,,,
2725392,Carex viridula var. elatior (Schltdl.) Crins,7751364,Carex lepidocarpa subsp. lepidocarpa,6,SYNONYM,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Carex,2721893,Carex lepidocarpa,2725388,,,,,,
2855398,Galanthus elwesii Hook.f.,2855398,Galanthus elwesii Hook.f.,14,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Amaryllidaceae,7682,Galanthus,2855324,Galanthus elwesii,2855398,,,,,,
2889101,Persicaria hydropiper (L.) Opiz,7349477,Persicaria hydropiper (L.) Delarbre,4,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Polygonaceae,2416,Persicaria,6390748,Persicaria hydropiper,7349477,,,,,,
2959443,Gleditsia triacanthos L.,2959443,Gleditsia triacanthos L.,104,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Gleditsia,2959442,Gleditsia triacanthos,2959443,,,,,,
3095283,Arctanthemum arcticum (L.) Tzvelev,3095283,Arctanthemum arcticum (L.) Tzvelev,8,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Arctanthemum,8360049,Arctanthemum arcticum,3095283,,,,,,
3152827,Hamamelis virginiana L.,3152827,Hamamelis virginiana L.,150,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Saxifragales,7219248,Hamamelidaceae,2500,Hamamelis,3152826,Hamamelis virginiana,3152827,,,,,,
3172300,Ligustrum vulgare L.,3172300,Ligustrum vulgare L.,13,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Oleaceae,6652,Ligustrum,3172289,Ligustrum vulgare,3172300,,,,,,
3188783,Chamerion angustifolium (L.) Holub,7322650,Chamaenerion angustifolium subsp. angustifolium,26,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Onagraceae,2430,Chamaenerion,8406741,Chamaenerion angustifolium,6428353,,,,,,
3855629,Symphoricarpos albus var. pauciflorus (J.W.Robbins) S.F.Blake,8012439,Symphoricarpos albus (L.) K.Koch,1,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Dipsacales,946,Caprifoliaceae,6710,Symphoricarpos,7892576,Symphoricarpos albus,8012439,,,,,,
4277091,Marsupella emarginata var. emarginata,4277091,Marsupella emarginata var. emarginata,2,ACCEPTED,Plantae,6,Marchantiophyta,9,Jungermanniopsida,126,Jungermanniales,381,Gymnomitriaceae,6138,Marsupella,2689259,Marsupella emarginata,2689264,,,,,,
5282639,Pohlia annotina Lindberg,1879,5282639,Pohlia annotina Lindberg,8,SPECIES,ACCEPTED,Plantae,6,Bryophyta,35,Bryopsida,327,Bryales,1333,Bryaceae,8736,Pohlia,2673641,,,5282639,NE,,
5292775,Dulichium arundinaceum (L.) Britton,5292775,Dulichium arundinaceum (L.) Britton,237,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Dulichium,2730103,Dulichium arundinaceum,5292775,5282639,,,,,
5329212,Elodea nuttallii (Planch.) H.St.John,5329212,Elodea nuttallii (Planch.) H.St.John,25,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Alismatales,551,Hydrocharitaceae,3721,Elodea,7454696,Elodea nuttallii,5329212,,,,,,
5331516,Betula ×caerulea var. grandis Blanch.,5331514,Betula ×caerulea Blanch.,7,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fagales,1354,Betulaceae,4688,Betula,2875008,Betula caerulea,5331514,,,,,,
5334250,Lonicera hirsuta var. schindleri B.Boivin,5334248,Lonicera hirsuta Eaton,2,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Dipsacales,946,Caprifoliaceae,6710,Lonicera,2888645,Lonicera hirsuta,5334248,,,,,,
5372484,Callitriche palustris L.,5372484,Callitriche palustris L.,130,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Plantaginaceae,2420,Callitriche,3039547,Callitriche palustris,5372484,,,,,,
5372917,Salix interior Rowlee,5372917,Salix interior Rowlee,161,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Salicaceae,6664,Salix,3039576,Salix interior,5372917,,,,,,
5375425,Capsella rubella Reut.,5375425,Capsella rubella Reut.,1,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Brassicaceae,3112,Capsella,3047430,Capsella rubella,5375425,,,,,,
5384671,Stellaria borealis Bigelow,5384671,Stellaria borealis Bigelow,11,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Caryophyllaceae,2518,Stellaria,3085667,Stellaria borealis,5384671,,,,,,
5414327,Primula cuneifolia Ledeb.,5414327,Primula cuneifolia Ledeb.,4,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ericales,1353,Primulaceae,6674,Primula,8026112,Primula cuneifolia,5414327,,,,,,
5629332,Astragalus melanocephalus Boiss.,5629332,Astragalus melanocephalus Boiss.,1,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Astragalus,2933951,Astragalus melanocephalus,5629332,,,,,,
5667162,Thelypteris palustris var. haleana Fernald,7955925,Thelypteris palustris subsp. pubescens (G.Lawson) Fraser-Jenk.,1,SYNONYM,Plantae,6,Tracheophyta,7707728,Polypodiopsida,7228684,Polypodiales,392,Thelypteridaceae,6618,Thelypteris,5937466,Thelypteris palustris,5275316,,,,,,
7223094,Arnica lanceolata subsp. lanceolata,7223094,Arnica lanceolata subsp. lanceolata,23,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Arnica,7885920,Arnica lanceolata,5405974,,,,,,
7761131,Juncus articulatus subsp. articulatus,7761131,Juncus articulatus subsp. articulatus,1,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Juncaceae,5353,Juncus,2701072,Juncus articulatus,2701261,,,,,,
8175012,Alnus alnobetula subsp. alnobetula,8175012,Alnus alnobetula subsp. alnobetula,1,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fagales,1354,Betulaceae,4688,Alnus,2876099,Alnus alnobetula,8956987,,,,,,
8213481,Lescuraea saxicola (Schimp.) Milde,2681256,Lescuraea saxicola Molendo,1864,SPECIES,SYNONYM,Plantae,6,Bryophyta,35,Bryopsida,327,Hypnales,617,Leskeaceae,4653,Lescuraea,2681254,Lescuraea saxicola,,,NE,,,
9603026,Sphagnum capillifolium var. tenerum (Sull. & Lesq.) H.A.Crum,2669236,Sphagnum tenerum Sullivant & Lesquereux ex Sullivant,1856,VARIETY,SYNONYM,Plantae,6,Bryophyta,35,Sphagnopsida,190,Sphagnales,623,Sphagnaceae,4673,Sphagnum,2668958,Sphagnum tenerum,NE,,,,,
2410,Ranunculaceae,2410,Ranunculaceae,2,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ranunculales,399,Ranunculaceae,2410,,,,,,,,,,
2651736,Cheilanthes Sw.,2651736,Cheilanthes Sw.,1,ACCEPTED,Plantae,6,Tracheophyta,7707728,Polypodiopsida,7228684,Polypodiales,392,Pteridaceae,2367,Cheilanthes,2651736,,,,,,,,
2666615,Euthora cristata (C.Agardh) J.Agardh,2666615,Euthora cristata (C.Agardh) J.Agardh,9,ACCEPTED,Plantae,6,Rhodophyta,106,Florideophyceae,342,Gigartinales,1400,Kallymeniaceae,4936,Euthora,2666756,Euthora cristata,2666615,,,,,,
2675862,Pleuridium subulatum Rabenhorst,1848,2675862,Pleuridium subulatum Rabenhorst,13,SPECIES,ACCEPTED,Plantae,6,Bryophyta,35,Bryopsida,327,Dicranales,1335,Ditrichaceae,8743,Pleuridium,8241523,,,2675862,NE,,
2689394,Jungermannia polaris Lindb.,2689394,Jungermannia polaris Lindb.,2,ACCEPTED,Plantae,6,Marchantiophyta,9,Jungermanniopsida,126,Jungermanniales,381,Jungermanniaceae,6136,Jungermannia,8176108,Jungermannia polaris,2689394,2675862,,,,,
2701078,Juncus castaneus Sm.,2701078,Juncus castaneus Sm.,237,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Juncaceae,5353,Juncus,2701072,Juncus castaneus,2701078,,,,,,
2717360,Eleocharis tuberculosa (Michx.) Roem. & Schult.,2717360,Eleocharis tuberculosa (Michx.) Roem. & Schult.,1,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Eleocharis,2716791,Eleocharis tuberculosa,2717360,,,,,,
2721930,Carex scirpoidea var. scirpiformis (Mack.) O'Neill & Duman,7227074,Carex scirpoidea var. scirpoidea,1,SYNONYM,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Carex,2721893,Carex scirpoidea,2721925,,,,,,
2725520,Carex lyngbyei Hornem.,2725520,Carex lyngbyei Hornem.,1,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Carex,2721893,Carex lyngbyei,2725520,,,,,,
2729473,Carex rariflora (Wahlenb.) Sm.,2729473,Carex rariflora (Wahlenb.) Sm.,149,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Carex,2721893,Carex rariflora,2729473,,,,,,
2820490,Cypripedium calceolus var. planipetalum (Fernald) Vict. & J.Rousseau,2820480,Cypripedium parviflorum var. pubescens (Willd.) O.W.Knight,1,SYNONYM,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Orchidaceae,7689,Cypripedium,2820318,Cypripedium parviflorum,2820475,,,,,,
2890122,Geranium pyrenaicum Burm.f.,2890122,Geranium pyrenaicum Burm.f.,12,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Geraniales,624,Geraniaceae,4676,Geranium,2889949,Geranium pyrenaicum,2890122,,,,,,
2984481,Celtis occidentalis L.,2984481,Celtis occidentalis L.,710,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Cannabaceae,2384,Celtis,2984479,Celtis occidentalis,2984481,,,,,,
3043348,Boechera grahamii (Lehm.) Windham & Al-Shehbaz,3043348,Boechera grahamii (Lehm.) Windham & Al-Shehbaz,32,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Brassicaceae,3112,Boechera,3043205,Boechera grahamii,3043348,,,,,,
3113985,Senecio resedifolius Less.,3113982,Packera cymbalaria (Pursh) W.A.Weber & Á.Löve,4,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Packera,3113889,Packera cymbalaria,3113982,,,,,,
3158040,Asimina triloba (L.) Dunal,3158040,Asimina triloba (L.) Dunal,1,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Magnoliales,718,Annonaceae,9291,Asimina,3158021,Asimina triloba,3158040,,,,,,
3189174,Epilobium lactiflorum Hausskn.,3189174,Epilobium lactiflorum Hausskn.,18,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Onagraceae,2430,Epilobium,3189067,Epilobium lactiflorum,3189174,,,,,,
4133691,Anthoxanthum monticola subsp. alpinum (Sw. ex Willd.) Soreng,4133679,Anthoxanthum monticola (Bigelow) Veldkamp,12,SYNONYM,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Anthoxanthum,2705971,Anthoxanthum monticola,4133679,,,,,,
4230897,Artemisia campestris subsp. borealis (Pall.) H.M.Hall & Clem.,6064327,Artemisia borealis Pall.,7,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Artemisia,3120641,Artemisia borealis,6064327,,,,,,
5346938,Astragalus neglectus (Torr. & A.Gray) E.Sheld.,5346938,Astragalus neglectus (Torr. & A.Gray) E.Sheld.,14,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Astragalus,2933951,Astragalus neglectus,5346938,,,,,,
5372559,Salix exigua Nutt.,5372559,Salix exigua Nutt.,45,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Salicaceae,6664,Salix,3039576,Salix exigua,5372559,,,,,,
5396160,Eurybia radula (Aiton) G.L.Nesom,5396160,Eurybia radula (Aiton) G.L.Nesom,73,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Eurybia,3120531,Eurybia radula,5396160,,,,,,
5692002,Aster puniceus var. oligocephalus Fernald,8233296,Symphyotrichum puniceum (L.) Á.Löve & D.Löve,8,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Symphyotrichum,3151391,Symphyotrichum puniceum,8233296,,,,,,
5708806,Nasturtium officinale W.T.Aiton,7701037,Nasturtium officinale R.Br.,11,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Brassicaceae,3112,Nasturtium,7774084,Nasturtium officinale,7701037,,,,,,
6395967,Eritrichium aretioides (Cham.) DC.,4273307,Eritrichium nanum var. aretioides (Cham.) Herder,2,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Boraginales,7226464,Boraginaceae,2498,Eritrichium,7996799,Eritrichium nanum,2926332,,,,,,
6439711,Verbascum thapsus subsp. thapsus,6439711,Verbascum thapsus subsp. thapsus,2,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Scrophulariaceae,2390,Verbascum,2928970,Verbascum thapsus,3171949,,,,,,
6440637,Rhinanthus borealis (Sterneck) Chabert,3742133,Rhinanthus minor subsp. borealis (Sterneck) P.D.Sell,41,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Orobanchaceae,6651,Rhinanthus,3172042,Rhinanthus minor,3172043,,,,,,
7267521,Silene acaulis subsp. acaulis,7267521,Silene acaulis subsp. acaulis,1,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Caryophyllaceae,2518,Silene,3085897,Silene acaulis,5384754,,,,,,
7769666,Claytonia caroliniana var. caroliniana,3084760,Claytonia caroliniana Michx.,2,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Montiaceae,4898338,Claytonia,3084729,Claytonia caroliniana,3084760,,,,,,
7882802,Hypnum polygamum (Schimp.) Wilson,5838224,Drepanocladus polygamus (Schimp.) Hedenäs,2,SYNONYM,Plantae,6,Bryophyta,35,Bryopsida,327,Hypnales,617,Amblystegiaceae,4650,Drepanocladus,5283595,Drepanocladus polygamus,5838224,,,,,,
7905015,Panicum linearifolium var. werneri (Scribn.) Fernald,2702666,Dichanthelium linearifolium (Scribn.) Gould,7,SYNONYM,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Dichanthelium,2702537,Dichanthelium linearifolium,2702666,,,,,,
9401864,Apopellia megaspora (R.M.Schust.) Nebel & D.Quandt,9401864,Apopellia megaspora (R.M.Schust.) Nebel & D.Quandt,1,ACCEPTED,Plantae,6,Marchantiophyta,9,Jungermanniopsida,126,Pelliales,915,Pelliaceae,6121,Apopellia,9596178,Apopellia megaspora,9401864,,,,,,
2677624,Plagiomnium rostratum T.Koponen,1968,2677624,Plagiomnium rostratum T.Koponen,8,SPECIES,ACCEPTED,Plantae,6,Bryophyta,35,Bryopsida,327,Bryales,1333,Mniaceae,8742,Plagiomnium,8279158,,,2677624,NE,,
2703903,Brachyelytrum aristosum (Michx.) Trel., Branner & Coville,2703903,Brachyelytrum aristosum (Michx.) Trel.,42,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Brachyelytrum,2703897,2677624,,2703903,NE,,
2722608,Carex atratiformis Britton,2722608,Carex atratiformis Britton,119,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Carex,2721893,Carex atratiformis,2722608,2703903,,,,,
2723291,Carex tuckermanii Boott,2723291,Carex tuckermanii Boott,136,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Carex,2721893,Carex tuckermanii,2723291,,,,,,
2752729,Streptopus Michx.,2752729,Streptopus Michx.,1,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Liliales,1172,Liliaceae,7699,Streptopus,2752729,,,,,,,,
2754553,Dioscorea villosa L.,2754553,Dioscorea villosa L.,1,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Dioscoreales,1171,Dioscoreaceae,7694,Dioscorea,2754367,Dioscorea villosa,2754553,,,,,,
2874071,Crocanthemum canadense (L.) Britton,2874071,Crocanthemum canadense (L.) Britton,18,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Cistaceae,6635,Crocanthemum,7803336,Crocanthemum canadense,2874071,,,,,,
3020791,Prunus avium (L.) L.,3020791,Prunus avium (L.) L.,5,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Rosaceae,5015,Prunus,3020559,Prunus avium,3020791,,,,,,
3033347,Ranunculus repens var. glabratus DC.,3033339,Ranunculus repens L.,1,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ranunculales,399,Ranunculaceae,2410,Ranunculus,3033294,Ranunculus repens,3033339,,,,,,
3034168,Osmorhiza obtusa (J.M.Coult. & Rose) Fernald,3034166,Osmorhiza depauperata Phil.,24,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Apiales,1351,Apiaceae,6720,Osmorhiza,3034140,Osmorhiza depauperata,3034166,,,,,,
3042751,Brassica juncea (L.) Czern.,3042751,Brassica juncea (L.) Czern.,33,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Brassicaceae,3112,Brassica,3042506,Brassica juncea,3042751,,,,,,
3169917,Gentianopsis crinita (Froel.) Ma,3169917,Gentianopsis crinita (Froel.) Ma,45,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Gentianaceae,2503,Gentianopsis,3169888,Gentianopsis crinita,3169917,,,,,,
4280068,Polytrichum longisetum Brid.,4280068,Polytrichum longisetum Brid.,34,ACCEPTED,Plantae,6,Bryophyta,35,Bryopsida,327,Polytrichales,620,Polytrichaceae,4669,Polytrichum,2683053,Polytrichum longisetum,4280068,,,,,,
4280792,Sphagnum warnstorfianum Du Rietz,4280791,Sphagnum warnstorfii Russow,17,SYNONYM,Plantae,6,Bryophyta,35,Sphagnopsida,190,Sphagnales,623,Sphagnaceae,4673,Sphagnum,2668958,Sphagnum warnstorfii,4280791,,,,,,
4922015,Riccardia pinguis (L.) S.F.Gray,5286381,Aneura pinguis (L.) Dumort.,2,SYNONYM,Plantae,6,Marchantiophyta,9,Jungermanniopsida,126,Metzgeriales,380,Aneuraceae,6125,Aneura,2689523,Aneura pinguis,5286381,,,,,,
5334521,Floerkea proserpinacoides Willd.,5334521,Floerkea proserpinacoides Willd.,21,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Limnanthaceae,6698,Floerkea,2889935,Floerkea proserpinacoides,5334521,,,,,,
5562735,Linaria dalmatica subsp. macedonica (Griseb.) D.A.Sutton,5415011,Linaria dalmatica (L.) Mill.,2,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Plantaginaceae,2420,Linaria,3172168,Linaria dalmatica,5415011,,,,,,
5616031,Hepatica nobilis var. obtusa (Pursh) Steyerm.,5616031,Hepatica nobilis var. obtusa (Pursh) Steyerm.,4,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ranunculales,399,Ranunculaceae,2410,Hepatica,3033655,Hepatica nobilis,5371699,,,,,,
5649762,Polypodium virginianum f. acuminatum (Gilbert) Fernald,5274950,Polypodium virginianum L.,2,SYNONYM,Plantae,6,Tracheophyta,7707728,Polypodiopsida,7228684,Polypodiales,392,Polypodiaceae,2368,Polypodium,2650111,Polypodium virginianum,5274950,,,,,,
5710331,Chara schweinitzii A.Braun,5710330,Chara braunii var. schweinitzii (A.Braun) R.Wood,2,SYNONYM,Plantae,6,Charophyta,7819616,Charophyceae,328,Charales,626,Characeae,8782,Chara,2637982,Chara braunii,5270720,,,,,,
6289622,Ranunculus gmelinii var. purshii (Richardson) H.Hara,3033301,Ranunculus gmelinii DC.,1,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ranunculales,399,Ranunculaceae,2410,Ranunculus,3033294,Ranunculus gmelinii,3033301,,,,,,
6306696,Cardamine pratensis var. angustifolia Hook.,3045704,Cardamine nymanii Gand.,1,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Brassicaceae,3112,Cardamine,3045622,Cardamine nymanii,3045704,,,,,,
6369757,Triosteum aurantiacum var. aurantiacum,6369757,Triosteum aurantiacum var. aurantiacum,3,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Dipsacales,946,Caprifoliaceae,6710,Triosteum,2888714,Triosteum aurantiacum,2888716,,,,,,
