taxonKey,scientificName,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,kingdom,kingdomKey,phylum,phylumKey,class,classKey,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
2539350,Entoloma roseum (Longyear) Hesler,2539350,Entoloma roseum (Longyear) Hesler,1,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Entolomataceae,4174,Entoloma,2530002,Entoloma roseum,2539350,2539350,NE,,,,,,,,,,,,
2551201,Russula paludosa Britzelm.,2551201,Russula paludosa Britzelm.,38,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Russulales,1144,Russulaceae,7609,Russula,2551169,Russula paludosa,2551201,2551201,LC,,,,,,,,,,,,
2556492,Rhodotorula mucilaginosa (A.Jörg.) F.C.Harrison,2556492,Rhodotorula mucilaginosa (A.Jörg.) F.C.Harrison,9,ACCEPTED,Fungi,5,Basidiomycota,34,Microbotryomycetes,150,Sporidiobolales,1129,Sporidiobolaceae,7592,Rhodotorula,2518125,Rhodotorula mucilaginosa,2556492,2556492,NE,,,,,,,,,,,,
2568038,Lophiostoma Ces. & De Not.,1863,2568038,Lophiostoma Ces. & De Not.,1,GENUS,ACCEPTED,Fungi,5,Ascomycota,95,Dothideomycetes,183,Pleosporales,1047,Lophiostomataceae,4819,Lophiostoma,2568038,2568038,,,,,,,,,,,,,
2573740,Chaetomium torulosum Bainier,2573740,Chaetomium torulosum Bainier,6,ACCEPTED,Fungi,5,Ascomycota,95,Sordariomycetes,320,Sordariales,1061,Chaetomiaceae,8433,Chaetomium,2560820,Chaetomium torulosum,2573740,2573740,NE,,,,,,,,,,,,
2578559,Golovinomyces sordidus (L.Junell) V.P.Heluta,2578559,Golovinomyces sordidus (L.Junell) V.P.Heluta,6,ACCEPTED,Fungi,5,Ascomycota,95,Leotiomycetes,179,Erysiphales,1277,Erysiphaceae,8379,Golovinomyces,8088553,Golovinomyces sordidus,2578559,2578559,NE,,,,,,,,,,,,
2603721,Melanelia sorediata (Ach.) Goward & Ahti,8522155,Montanelia sorediata (Ach.) Divakar, A.Crespo,14,SPECIES,SYNONYM,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Parmeliaceae,8305,Montanelia,8684581,8684581,Montanelia sorediata,8522155,NE,,,,,,,,,,
2605011,Xanthoparmelia taractica (Kremp.) Hale,2605011,Xanthoparmelia taractica (Kremp.) Hale,33,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Parmeliaceae,8305,Xanthoparmelia,2603781,Xanthoparmelia taractica,2605011,2605011,NE,,,,,,,,,,,,
2607116,Bryonora castanea (Hepp) Poelt,2607116,Bryonora castanea (Hepp) Poelt,1,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Lecanoraceae,4828,Bryonora,2607114,Bryonora castanea,2607116,2607116,NE,,,,,,,,,,,,
2607620,Cladonia rei Schaer.,2607620,Cladonia rei Schaer.,122,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Cladoniaceae,8328,Cladonia,2607519,Cladonia rei,2607620,2607620,NE,,,,,,,,,,,,
3284401,Ionomidotis irregularis (Schwein.) E.J.Durand,3284401,Ionomidotis irregularis (Schwein.) E.J.Durand,23,ACCEPTED,Fungi,5,Ascomycota,95,Leotiomycetes,179,Cyttariales,1276,Cordieritidaceae,3563286,Ionomidotis,2581584,Ionomidotis irregularis,3284401,3284401,NE,,,,,,,,,,,,
3287818,Stropharia kauffmanii A.H.Sm.,3287818,Stropharia kauffmanii A.H.Sm.,2,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Strophariaceae,4186,Stropharia,11159309,Stropharia kauffmanii,3287818,3287818,NE,,,,,,,,,,,,
3319083,Psathyrella canadensis A.H.Sm.,3319083,Psathyrella canadensis A.H.Sm.,1,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Psathyrellaceae,4184,Psathyrella,2526774,Psathyrella canadensis,3319083,3319083,NE,,,,,,,,,,,,
3348639,Cortinarius citrinifolius A.H.Sm.,3348639,Cortinarius citrinifolius A.H.Sm.,1,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Cortinariaceae,4172,Cortinarius,2524960,Cortinarius citrinifolius,3348639,3348639,NE,,,,,,,,,,,,
3356522,Rhizopogon pseudoroseolus A.H.Sm.,3356522,Rhizopogon pseudoroseolus A.H.Sm.,2,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Rhizopogonaceae,8452,Rhizopogon,2524218,Rhizopogon pseudoroseolus,3356522,3356522,NE,,,,,,,,,,,,
3396390,Bacidia chlorantha (Tuck.) Fink,3433736,Ropalospora chlorantha (Tuck.) S.Ekman,4,SYNONYM,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Umbilicariales,1275,Ropalosporaceae,4110,Ropalospora,8570805,Ropalospora chlorantha,3433736,3433736,NE,,,,,,,,,,,,
3408484,Cetraria halei W.L.Culb. & C.F.Culb.,3404517,Tuckermanopsis ciliaris (Ach.) Gyeln.,2,SYNONYM,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Parmeliaceae,8305,Tuckermanopsis,7247736,Tuckermanopsis ciliaris,3404517,3404517,NE,,,,,,,,,,,,
3426018,Rhizocarpon infernulum f. sylvaticum Fryday,3426018,Rhizocarpon infernulum f. sylvaticum Fryday,3,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Rhizocarpales,10789844,Rhizocarpaceae,8371,Rhizocarpon,2600386,Rhizocarpon infernulum,6612167,6612167,,,,,,,,,,,,,
3434752,Fuscidea gothoburgensis (H.Magn.) V.Wirth & Vĕzda,3434752,Fuscidea gothoburgensis (H.Magn.) V.Wirth & Vĕzda,1,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Umbilicariales,1275,Fuscideaceae,8367,Fuscidea,2600719,Fuscidea gothoburgensis,3434752,3434752,NE,,,,,,,,,,,,
3543566,Delitschia leporina Griffiths,3543566,Delitschia leporina Griffiths,1,ACCEPTED,Fungi,5,Ascomycota,95,Dothideomycetes,183,Pleosporales,1047,Delitschiaceae,4816,Delitschia,2572983,Delitschia leporina,3543566,3543566,NE,,,,,,,,,,,,
5238714,Clavaria invalii Cotton & Wakef.,5238712,Ramaria eumorpha (P.Karst.) Corner,1,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Gomphales,1303,Gomphaceae,8467,Ramaria,2521461,Ramaria eumorpha,5238712,5238712,NE,,,,,,,,,,,,
5243807,Calathella eruciformis (P.Micheli ex Batsch) D.A.Reid,5243807,Calathella eruciformis (P.Micheli ex Batsch) D.A.Reid,4,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Marasmiaceae,4179,Calathella,2537704,Calathella eruciformis,5243807,5243807,NE,,,,,,,,,,,,
5244529,Clavaria rubicundula Leathers,5244529,Clavaria rubicundula Leathers,10,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Clavariaceae,8442,Clavaria,9091779,Clavaria rubicundula,5244529,5244529,NE,,,,,,,,,,,,
5256047,Pezicula subcarnea J.W.Groves,5256047,Pezicula subcarnea J.W.Groves,2,ACCEPTED,Fungi,5,Ascomycota,95,Leotiomycetes,179,Helotiales,1052,Dermateaceae,4121,Pezicula,2581047,Pezicula subcarnea,5256047,5256047,NE,,,,,,,,,,,,
5261280,Lecania naegelii (Hepp) Diederich & van den Boom,5261280,Lecania naegelii (Hepp) Diederich & van den Boom,10,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Ramalinaceae,4812,Lecania,2607864,Lecania naegelii,5261280,5261280,NE,,,,,,,,,,,,
5476651,Cryptodiscus pallidus (Pers.) Corda,5476651,Cryptodiscus pallidus (Pers.) Corda,2,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Ostropales,1279,Stictidaceae,8390,Cryptodiscus,2561290,Cryptodiscus pallidus,5476651,5476651,NE,,,,,,,,,,,,
6017317,Lepraria neglecta (Nyl.) Erichsen,1957,6017317,Lepraria neglecta (Nyl.) Erichsen,83,SPECIES,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Stereocaulaceae,8302,Lepraria,8590518,8590518,Lepraria neglecta,6017317,NE,,,,,,,,,,
7252411,Dermatocarpon miniatum var. miniatum,7252411,Dermatocarpon miniatum var. miniatum,4,ACCEPTED,Fungi,5,Ascomycota,95,Eurotiomycetes,178,Verrucariales,1043,Verrucariaceae,4841,Dermatocarpon,5243999,Dermatocarpon miniatum,10859214,10859214,,,,,,,,,,,,,
7777210,Corticium porosum Berk. & M.A.Curtis,2553244,Gloeocystidiellum porosum (Berk. & M.A.Curtis) Donk,49,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Russulales,1144,Stereaceae,3279,Gloeocystidiellum,2544311,Gloeocystidiellum porosum,2553244,2553244,NE,,,,,,,,,,,,
7976727,Suillus punctipes (Peck) Singer,7976727,Suillus punctipes (Peck) Singer,12,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Suillaceae,8455,Suillus,7414997,Suillus punctipes,7976727,7976727,NE,,,,,,,,,,,,
8092798,Phibalis fascicularis (Alb. & Schwein.) Wallr.,9262383,Sclerencoelia fascicularis (Alb. & Schwein.) Pärtel & Baral,4,SYNONYM,Fungi,5,Ascomycota,95,Leotiomycetes,179,Helotiales,1052,Sclerotiniaceae,8385,Sclerencoelia,9317336,Sclerencoelia fascicularis,9262383,9262383,NE,,,,,,,,,,,,
8167103,Cladonia ecmocyna var. intermedia (Robbins) Ahti,8167103,Cladonia ecmocyna var. intermedia (Robbins) Ahti,2,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Cladoniaceae,8328,Cladonia,2607519,Cladonia ecmocyna,2607643,2607643,,,,,,,,,,,,,
8913644,Tapesia fusca (Pers.) Fuckel,8913644,Tapesia fusca (Pers.) Fuckel,4,ACCEPTED,Fungi,5,Ascomycota,95,Leotiomycetes,179,Helotiales,1052,Mollisiaceae,3297719,Tapesia,2530393,Tapesia fusca,8913644,8913644,NE,,,,,,,,,,,,
9177664,Rhizoplaca weberi (Ryan) S.D.Leav., Zhao Xin & Lumbsch,9177664,Rhizoplaca weberi (Ryan) S.D.Leav.,5,SPECIES,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Lecanoraceae,4828,Rhizoplaca,2606700,2606700,Rhizoplaca weberi,9177664,NE,,,,,,,,,,
2520382,Phellinus piceinus (Peck) Pat.,2520382,Phellinus piceinus (Peck) Pat.,16,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Hymenochaetales,1304,Hymenochaetaceae,8468,Phellinus,2520108,Phellinus piceinus,2520382,2520382,NE,,,,,,,,,,,,
2527969,Inocybe pseudodestricta Stangl & J.Veselský,2527969,Inocybe pseudodestricta Stangl & J.Veselský,1,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Inocybaceae,4177,Inocybe,2527866,Inocybe pseudodestricta,2527969,2527969,NE,,,,,,,,,,,,
2540565,Radulomyces confluens (Fr.) M.P.Christ.,2540565,Radulomyces confluens (Fr.) M.P.Christ.,6,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Pterulaceae,8448,Radulomyces,2540563,Radulomyces confluens,2540565,2540565,NE,,,,,,,,,,,,
2579423,Colpoma Wallr.,2579423,Colpoma Wallr.,1,ACCEPTED,Fungi,5,Ascomycota,95,Leotiomycetes,179,Rhytismatales,1278,Rhytismataceae,8281,Colpoma,2579423,,,,,,,,,,,,,,,,
2586443,Fuscolachnum misellum (Roberge ex Desm.) J.H.Haines,2586443,Fuscolachnum misellum (Roberge ex Desm.) J.H.Haines,2,ACCEPTED,Fungi,5,Ascomycota,95,Leotiomycetes,179,,,Hyphodiscaceae,10856974,Fuscolachnum,2586428,Fuscolachnum misellum,2586443,2586443,NE,,,,,,,,,,,,
2593090,Taphrina caerulescens (Desm. & Mont.) Tul.,2593090,Taphrina caerulescens (Desm. & Mont.) Tul.,7,ACCEPTED,Fungi,5,Ascomycota,95,Taphrinomycetes,184,Taphrinales,1299,Taphrinaceae,4169,Taphrina,2518036,Taphrina caerulescens,2593090,2593090,NE,,,,,,,,,,,,
2617998,Sporormiella bipartis (Cain) S.I.Ahmed & Cain,7945560,Preussia bipartis (Cain) Kruys,1,SYNONYM,Fungi,5,Ascomycota,95,Dothideomycetes,183,Pleosporales,1047,Sporormiaceae,4822,Preussia,6587163,Preussia bipartis,7945560,7945560,NE,,,,,,,,,,,,
3344741,Hygrophorus purpurascens (Alb. & Schwein.) Fr.,3344741,Hygrophorus purpurascens (Alb. & Schwein.) Fr.,15,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Hygrophoraceae,4176,Hygrophorus,2525706,Hygrophorus purpurascens,3344741,3344741,NE,,,,,,,,,,,,
3347187,Tephrocybe striaepilea (Fr.) Donk,2530799,Tephrocybe striipilea (Fr.) Donk,1,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Lyophyllaceae,4178,Tephrocybe,2530750,Tephrocybe striipilea,2530799,2530799,NE,,,,,,,,,,,,
3454765,Myrmecridium schulzeri (Sacc.) Arzanlou, W.Gams & Crous,3454765,Myrmecridium schulzeri (Sacc.) Arzanlou,13,SPECIES,ACCEPTED,Fungi,5,Ascomycota,95,Sordariomycetes,320,Myrmecridiales,9673284,Myrmecridiaceae,9736643,Myrmecridium,3454761,3454761,Myrmecridium schulzeri,3454765,NE,,,,,,,,,,
5246898,Polyporus arcularius (Batsch) Fr.,7542962,Lentinus arcularius (Batsch) Zmitr.,2,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Polyporales,1145,Polyporaceae,3286,Lentinus,2526675,Lentinus arcularius,7542962,7542962,NE,,,,,,,,,,,,
5258338,Chrysothrix xanthina (Vain.) Kalb,5258338,Chrysothrix xanthina (Vain.) Kalb,9,ACCEPTED,Fungi,5,Ascomycota,95,Arthoniomycetes,313,Arthoniales,1273,Chrysotrichaceae,4281419,Chrysothrix,2592587,Chrysothrix xanthina,5258338,5258338,NE,,,,,,,,,,,,
5259393,Peziza azureoides Donadini,5259393,Peziza azureoides Donadini,1,ACCEPTED,Fungi,5,Ascomycota,95,Pezizomycetes,316,Pezizales,1057,Pezizaceae,8399,Peziza,8766080,Peziza azureoides,5259393,5259393,NE,,,,,,,,,,,,
5477521,Lobaria pulmonaria f. papillaris (Delise) Hue,1901,5260693,Lobaria pulmonaria (L.) Hoffm.,FORM,SYNONYM,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Peltigerales,1055,Lobariaceae,8375,Lobaria,2600355,Lobaria pulmonaria,Lobaria pulmonaria,5260693,,,,,,,,,,,,
5497214,Chlorociboria rugipes (Peck) C.S.Ramamurthi & Korf,3490553,Chlorosplenium rugipes (Peck) Korf,1,SYNONYM,Fungi,5,Ascomycota,95,Leotiomycetes,179,Helotiales,1052,Chlorospleniaceae,10784870,Chlorosplenium,2580482,Chlorosplenium rugipes,3490553,3490553,NE,,,,,,,,,,,,
7446194,Erythrobasidiaceae,7446194,Erythrobasidiaceae,1,ACCEPTED,Fungi,5,Basidiomycota,34,Cystobasidiomycetes,152,Erythrobasidiales,527,Erythrobasidiaceae,7446194,,,,,,,,,,,,,,,,,,
7515398,Catillaria grossa (Pers. ex Nyl.) Körb.,2608759,Megalaria grossa (Pers. ex Nyl.) Hafellner,1,SYNONYM,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Ramalinaceae,4812,Megalaria,2608756,Megalaria grossa,2608759,2608759,NE,,,,,,,,,,,,
7864224,Penicillium glaucoalbidum (Desm.) Houbraken & Samson,7864224,Penicillium glaucoalbidum (Desm.) Houbraken & Samson,1,ACCEPTED,Fungi,5,Ascomycota,95,Eurotiomycetes,178,Eurotiales,1040,Aspergillaceae,3563703,Penicillium,7635114,Penicillium glaucoalbidum,7864224,7864224,NE,,,,,,,,,,,,
8166784,Neoalbatrellus caeruleoporus (Peck) Audet,8166784,Neoalbatrellus caeruleoporus (Peck) Audet,7,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Russulales,1144,Albatrellaceae,7614,Neoalbatrellus,7349615,Neoalbatrellus caeruleoporus,8166784,8166784,NE,,,,,,,,,,,,
8228671,Fuscopannaria leucosticta (Tuck. ex E.Michener) P.M.Jørg.,8228671,Fuscopannaria leucosticta (Tuck. ex E.Michener) P.M.Jørg.,3,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Peltigerales,1055,Pannariaceae,4119,Fuscopannaria,7702881,Fuscopannaria leucosticta,8228671,8228671,NE,,,,,,,,,,,,
9786312,Adelopus nudus (Peck) Theiss. ex Höhn.,2612586,Phaeocryptopus nudus (Peck) Petr.,2,SYNONYM,Fungi,5,Ascomycota,95,Dothideomycetes,183,Capnodiales,1262,Capnodiaceae,4794,Phaeocryptopus,9611749,Phaeocryptopus nudus,2612586,2612586,NE,,,,,,,,,,,,
10915623,Clavicorona Doty,10915623,Clavicorona Doty,1,DOUBTFUL,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Russulales,1144,Auriscalpiaceae,3283,Clavicorona,10915623,,,,,,,,,,,,,,,,
11957941,Phlegmacium rex-claricolorum (Bidaud, Carteret & Reumaux) Niskanen & Liimat.,7599413,Cortinarius rex-claricolorum Bidaud,2,SPECIES,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Cortinariaceae,4172,Cortinarius,2524960,2524960,Cortinarius rex-claricolorum,7599413,NE,,,,,,,,,,
4184,Psathyrellaceae,4184,Psathyrellaceae,47,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Psathyrellaceae,4184,,,,,,,,,,,,,,,,,,
2515398,Puccinia violarum Link,2515392,Puccinia violae (Schumach.) DC.,1,SYNONYM,Fungi,5,Basidiomycota,34,Pucciniomycetes,270,Pucciniales,1126,Pucciniaceae,3251,Puccinia,9533895,Puccinia violae,2515392,2515392,NE,,,,,,,,,,,,
2516899,Pucciniastrum pustulatum Dietel,2516897,Pucciniastrum epilobii (Pers.) G.H.Otth,6,SYNONYM,Fungi,5,Basidiomycota,34,Pucciniomycetes,270,Pucciniales,1126,Pucciniastraceae,7585,Pucciniastrum,2516894,Pucciniastrum epilobii,2516897,2516897,NE,,,,,,,,,,,,
2522707,Zygodesmus pannosus Berk. & M.A.Curtis,5239059,Tomentella radiosa (P.Karst.) Rick,1,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Thelephorales,530,Thelephoraceae,3277,Tomentella,8171593,Tomentella radiosa,5239059,5239059,NE,,,,,,,,,,,,
2523244,Leptoporus Quél.,2523244,Leptoporus Quél.,2,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Polyporales,1145,Polyporaceae,3286,Leptoporus,2523244,,,,,,,,,,,,,,,,
2523579,Cotylidia muscigena L.Rémy,2523579,Cotylidia muscigena L.Rémy,1,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Hymenochaetales,1304,Rickenellaceae,7964361,Cotylidia,2523508,Cotylidia muscigena,2523579,2523579,NE,,,,,,,,,,,,
2524536,Leccinum oxydabile (Singer) Singer,9141390,Leccinum scabrum (Bull.) Gray,1,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Boletaceae,8789,Leccinum,2520104,Leccinum scabrum,9141390,9141390,NE,,,,,,,,,,,,
2534205,Pholiota squarrosa (Vahl) P.Kumm.,2534205,Pholiota squarrosa (Vahl) P.Kumm.,46,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Strophariaceae,4186,Pholiota,2528397,Pholiota squarrosa,2534205,2534205,NE,,,,,,,,,,,,
2537622,Collybia hariolorum (Bull.) Quél.,9120099,Gymnopus hariolorum (Bull.) Antonín, Halling & Noordel.,SPECIES,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Omphalotaceae,3305518,Gymnopus,2527767,Gymnopus hariolorum,Gymnopus hariolorum,9120099,NE,,,,,,,,,,,
2541350,Botryobasidium Donk,2541350,Botryobasidium Donk,2,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Cantharellales,1300,Botryobasidiaceae,4197,Botryobasidium,2541350,,,,,,,,,,,,,,,,
2557455,Ustilago levis (Kellerm. & Swingle) Magnus,2557445,Ustilago avenae (Pers.) Rostr.,1,SYNONYM,Fungi,5,Basidiomycota,34,Ustilaginomycetes,148,Ustilaginales,1121,Ustilaginaceae,3821,Ustilago,2513349,Ustilago avenae,2557445,2557445,NE,,,,,,,,,,,,
2564391,Cordyceps ophioglossoides (J.F.Gmel.) Link,7646591,Tolypocladium ophioglossoides (J.F.Gmel.) C.A.Quandt, Kepler & Spatafora,SPECIES,SYNONYM,Fungi,5,Ascomycota,95,Sordariomycetes,320,Hypocreales,1290,Ophiocordycipitaceae,8421,Tolypocladium,2561405,Tolypocladium ophioglossoides,Tolypocladium ophioglossoides,7646591,NE,,,,,,,,,,,
2577933,Erysiphe epilobii (Wallr.) Link,7743325,Podosphaera epilobii (Wallr.) de Bary,1,SYNONYM,Fungi,5,Ascomycota,95,Leotiomycetes,179,Erysiphales,1277,Erysiphaceae,8379,Podosphaera,2578043,Podosphaera epilobii,7743325,7743325,NE,,,,,,,,,,,,
2579881,Hypodermella concolor (Dearn.) Darker,2579880,Lophodermella concolor (Dearn.) Darker,1,SYNONYM,Fungi,5,Ascomycota,95,Leotiomycetes,179,Rhytismatales,1278,Rhytismataceae,8281,Lophodermella,2579860,Lophodermella concolor,2579880,2579880,NE,,,,,,,,,,,,
2581877,Tympanis abietina J.W.Groves,2581877,Tympanis abietina J.W.Groves,3,ACCEPTED,Fungi,5,Ascomycota,95,Leotiomycetes,179,Helotiales,1052,Tympanidaceae,3289864,Tympanis,2579010,Tympanis abietina,2581877,2581877,NE,,,,,,,,,,,,
2600406,Rhizocarpon lecanorinum Anders,2600406,Rhizocarpon lecanorinum Anders,23,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Rhizocarpales,10789844,Rhizocarpaceae,8371,Rhizocarpon,2600386,Rhizocarpon lecanorinum,2600406,2600406,NE,,,,,,,,,,,,
2603330,Lecidea plebeja Nyl.,2603330,Lecidea plebeja Nyl.,12,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecideales,10848190,Lecideaceae,8296,Lecidea,2569865,Lecidea plebeja,2603330,2603330,NE,,,,,,,,,,,,
2617061,Drechslera phlei (J.H.Graham) Shoemaker,7770054,Pyrenophora grahamii Rossman & K.D.Hyde,2,SYNONYM,Fungi,5,Ascomycota,95,Dothideomycetes,183,Pleosporales,1047,Pleosporaceae,8315,Pyrenophora,2598533,Pyrenophora grahamii,7770054,7770054,NE,,,,,,,,,,,,
3354332,Leccinum griseonigrum A.H.Sm., Thiers & Watling,3354332,Leccinum griseonigrum A.H.Sm.,1,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Boletaceae,8789,Leccinum,2520104,2520104,Leccinum griseonigrum,3354332,NE,,,,,,,,,,
3390611,Cladonia pocillum (Ach.) O.J.Rich.,3390611,Cladonia pocillum (Ach.) O.J.Rich.,41,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Cladoniaceae,8328,Cladonia,2607519,Cladonia pocillum,3390611,3390611,NE,,,,,,,,,,,,
3408323,Cetraria islandica subsp. crispa (Ach.) Crombie,2605262,Cetraria ericetorum Opiz,1,SYNONYM,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Parmeliaceae,8305,Cetraria,2601309,Cetraria ericetorum,2605262,2605262,,,,,,,,,,,,,
3492753,Helvella fibrosa (Wallr.) Korf,3492753,Helvella fibrosa (Wallr.) Korf,1,ACCEPTED,Fungi,5,Ascomycota,95,Pezizomycetes,316,Pezizales,1057,Helvellaceae,7006,Helvella,2521377,Helvella fibrosa,3492753,3492753,NE,,,,,,,,,,,,
3549581,Arthonia colombiana Etayo,3549581,Arthonia colombiana Etayo,1,ACCEPTED,Fungi,5,Ascomycota,95,Arthoniomycetes,313,Arthoniales,1273,Arthoniaceae,8363,Arthonia,2581942,Arthonia colombiana,3549581,3549581,NE,,,,,,,,,,,,
5239213,Corticium sphaerosporum (Maire) Höhn. & Litsch.,2523076,Trechispora sphaerospora (Maire) Parmasto,3,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Trechisporales,529,Hydnodontaceae,3276,Trechispora,2521949,Trechispora sphaerospora,2523076,2523076,NE,,,,,,,,,,,,
5243140,Cyathus stercoreus (Schwein.) De Toni,5243140,Cyathus stercoreus (Schwein.) De Toni,30,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Agaricaceae,4170,Cyathus,7413707,Cyathus stercoreus,5243140,5243140,NE,,,,,,,,,,,,
5258754,Patella scutellata (L.) Morgan,2593897,Scutellinia scutellata (L.) Lambotte,4,SYNONYM,Fungi,5,Ascomycota,95,Pezizomycetes,316,Pezizales,1057,Pyronemataceae,4131,Scutellinia,2586663,Scutellinia scutellata,2593897,2593897,NE,,,,,,,,,,,,
5260506,Umbilicaria caroliniana Tuck.,5897161,Lasallia caroliniana (Tuck.) Davydov, Peršoh & Rambold,SPECIES,SYNONYM,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Umbilicariales,1275,Umbilicariaceae,4108,Lasallia,2600702,Lasallia caroliniana,Lasallia caroliniana,5897161,NE,,,,,,,,,,,
5261819,Pleosphaeria fibrincola Peyronel,2612611,Pleostigma fibrincolum (Peyronel) Kirschst.,1,SYNONYM,Fungi,5,Ascomycota,95,Dothideomycetes,183,Dothideales,1033,,,Pleostigma,8632156,Pleostigma fibrincolum,2612611,2612611,NE,,,,,,,,,,,,
5463639,Lactarius scrobiculatus var. canadensis (A.H.Sm.) Hesler & A.H.Sm.,6016688,Lactarius payettensis A.H.Sm.,6,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Russulales,1144,Russulaceae,7609,Lactarius,2532156,Lactarius payettensis,6016688,6016688,,,,,,,,,,,,,
5471599,Biatora pycnidiata Printzen & Tønsberg,5471599,Biatora pycnidiata Printzen & Tønsberg,8,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Ramalinaceae,4812,Biatora,2603505,Biatora pycnidiata,5471599,5471599,NE,,,,,,,,,,,,
7243614,Mycena griseoviridis A.H.Sm.,7243614,Mycena griseoviridis A.H.Sm.,9,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Mycenaceae,4180,Mycena,5955261,Mycena griseoviridis,7243614,7243614,NE,,,,,,,,,,,,
