"geom","min_year","max_year","year_interval","year_count","id"
"POINT(-56.766309 56.477534)",1978,1991,13,"10",10215
"POINT(-65.50048 43.2532)",1990,1994,4,"2",11952
"POINT(-63.728047 47.637685)",1970,1994,24,"25",10909
"POINT(-63.126667 46.235)",1998,1999,1,"2",14984
"POINT(-71.71751 46.41901)",2017,2020,3,"2",16225
"POINT(-59.853639 59.286076)",1978,1991,13,"6",10245
"POINT(-72 54)",1970,2014,44,"45",12859
"POINT(-77.229936 44.152886)",1992,2018,26,"27",14046
"POINT(-63.188167 45.760967)",2011,2014,3,"2",15728
"POINT(-84.499722 49.25)",1979,2004,25,"26",13031
"POINT(-63.888896 46.512101)",2009,2010,1,"2",15331
"POINT(-61.56738 44.19795)",1984,1992,8,"7",11643
"POINT(-64.951922 46.75123)",2004,2010,6,"7",15396
"POINT(-62.067902 49.652037)",1980,1987,7,"3",10936
"POINT(-59.348941 46.441917)",1970,1994,24,"15",10649
"POINT(-61.56738 44.19795)",1989,1993,4,"2",11943
"POINT(-69.041914 40.95268)",1967,2014,47,"48",14729
"POINT(-78.523333 45.595278)",1972,1991,19,"19",12957
"POINT(-63.427139 46.193528)",2011,2014,3,"2",15746
"POINT(-72.82857 45.04889)",2016,2021,5,"2",16059
"POINT(-64.951922 46.75123)",2004,2010,6,"7",15787
"POINT(-51.19117 50.037337)",1995,2001,6,"7",11200
"POINT(-72.88129 46.69751)",2016,2021,5,"6",16125
"POINT(-65.098835 42.729563)",1970,1994,24,"20",10293
"POINT(-65.50048 43.2532)",1995,2016,21,"22",12061
"POINT(-74.381869 45.160229)",2006,2018,12,"7",14020
"POINT(-72 54)",1970,2014,44,"45",12832
"POINT(-63 47)",1974,2016,42,"41",10057
"POINT(-74.58861 36.44722)",1981,2008,27,"28",14278
"POINT(-77.547686 43.947746)",1992,2018,26,"27",13691
"POINT(-69.041914 40.95268)",1984,2016,32,"33",14559
"POINT(-71.093778 40.671798)",1989,2016,27,"28",14797
"POINT(-72 40)",1973,2016,43,"44",14417
"POINT(-71.71751 46.41901)",2016,2021,5,"6",15925
"POINT(-72.88129 46.69751)",2016,2021,5,"5",16118
"POINT(-57.690888 43.437611)",1970,1994,24,"21",10434
"POINT(-58.02978 50.13466)",1973,2003,30,"31",14392
"POINT(-63.888896 46.512101)",2009,2010,1,"2",15117
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13477
"POINT(-58.452138 49.69674)",1972,1990,18,"11",10283
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11759
"POINT(-71.71751 46.41901)",2017,2021,4,"5",16045
"POINT(-61.181309 42.866877)",1970,1994,24,"18",10278
"POINT(-71.735654 43.931506)",2012,2014,2,"3",13088
"POINT(-69.041914 40.95268)",1984,2016,32,"33",14699
"POINT(-52.782383 44.683779)",1977,1994,17,"8",10326
"POINT(-68.615921 41.275324)",1950,2016,66,"67",14432
"POINT(-75.79163 45.64647)",2011,2013,2,"3",11171
"POINT(-82.685774 42.433516)",1999,2000,1,"2",15813
"POINT(-58.635512 47.364248)",1971,1994,23,"23",10750
"POINT(-63.126667 46.235)",1998,1999,1,"2",14977
"POINT(-63.728047 47.637685)",1972,1994,22,"23",10617
"POINT(-61.28389 47.21917)",1987,2011,24,"25",11202
"POINT(-52.757812 52.054271)",1977,1994,17,"18",14887
"POINT(-67 43)",1970,2010,40,"41",14364
"POINT(-64.873712 47.473463)",2005,2010,5,"6",15069
"POINT(-49.956886 45.114711)",1970,1994,24,"24",10258
"POINT(-65.50048 43.2532)",1982,1994,12,"13",11965
"POINT(-74.381869 45.160229)",1984,2018,34,"17",13635
"POINT(-72.47958 46.88236)",2016,2021,5,"2",15969
"POINT(-65.63232 43.2452)",1970,2007,37,"38",14279
"POINT(-77.03167 38.89667)",1961,1986,25,"17",13431
"POINT(-48.319336 48.138699)",1975,1982,7,"8",14904
"POINT(-61.017433 46.6243)",2008,2010,2,"3",15648
"POINT(-71.093778 40.671798)",1989,2016,27,"28",14433
"POINT(-63.728047 47.637685)",1971,1994,23,"23",10252
"POINT(-64.710486 46.475972)",2004,2010,6,"7",15099
"POINT(-65.50048 43.2532)",1982,1994,12,"8",12191
"POINT(-52.121122 50.695322)",1975,1989,14,"9",10494
"POINT(-50.521046 49.772834)",1975,2006,31,"32",14758
"POINT(-50.521046 49.772834)",1975,2006,31,"32",14590
"POINT(-64.657552 47.746584)",2011,2014,3,"2",15732
"POINT(-68.615921 41.275324)",1963,2009,46,"47",14485
"POINT(-63.758716 46.383956)",2007,2010,3,"4",15072
"POINT(-65.50048 43.2532)",2001,2015,14,"4",11480
"POINT(-77.229936 44.152886)",1992,2018,26,"27",13603
"POINT(-64.710486 46.475972)",2004,2010,6,"7",15230
"POINT(-71.71751 46.41901)",2016,2021,5,"4",16166
"POINT(-51.3 44.3)",1968,1986,18,"19",13214
"POINT(-64.861867 46.665292)",2011,2014,3,"2",15667
"POINT(-82.517801 41.970728)",2002,2003,1,"2",15027
"POINT(-77.072526 44.096244)",1992,2018,26,"27",13984
"POINT(-59.348941 46.441917)",1982,1987,5,"4",11085
"POINT(-62.44628 43.89789)",1974,2008,34,"35",14388
"POINT(-68.871657 43.27657)",1982,2014,32,"33",14623
"POINT(-70.87637 46.85767)",2016,2021,5,"5",15962
"POINT(-58.635512 47.364248)",1975,1994,19,"9",10719
"POINT(-71.735654 43.931506)",2012,2014,2,"3",13089
"POINT(-71.71751 46.41901)",2016,2021,5,"5",16135
"POINT(-72.47958 46.88236)",2016,2021,5,"2",15965
"POINT(-53.864595 53.910492)",1981,1993,12,"5",11007
"POINT(-64.646046 47.789535)",2011,2014,3,"2",15367
"POINT(-66.75 46.5)",1970,2014,44,"45",12774
"POINT(-77.229936 44.152886)",1992,2018,26,"27",13662
"POINT(-65.50048 43.2532)",1995,2016,21,"22",12212
"POINT(-70.87637 46.85767)",2016,2020,4,"5",16073
"POINT(-52.121122 50.695322)",1978,1991,13,"9",11114
"POINT(-63.510533 45.059112)",1968,2014,46,"47",11153
"POINT(-56.422124 48.62557)",1960,2013,53,"54",15841
"POINT(-61.56738 44.19795)",1996,2008,12,"9",12400
"POINT(-55.225157 50.548819)",1968,2011,43,"9",12968
"POINT(-61.56738 44.19795)",1970,1981,11,"12",11416
"POINT(-61.56738 44.19795)",1974,1981,7,"6",12516
"POINT(-65.029957 47.777114)",2011,2014,3,"2",15304
"POINT(-73.93333 40.15)",1995,1999,4,"5",15864
"POINT(-61.56738 44.19795)",1995,2009,14,"7",12145
"POINT(-76.06 44.055)",1998,2013,15,"7",13055
"POINT(-69.041914 40.95268)",1967,2014,47,"48",14617
"POINT(-78.733333 50.2)",2001,2009,8,"9",12928
"POINT(-82.517801 41.970728)",2002,2003,1,"2",15016
"POINT(-61.56738 44.19795)",1995,2016,21,"22",11849
"POINT(-65.50048 43.2532)",1995,2005,10,"2",11372
"POINT(-63 47)",1971,2016,45,"46",10060
"POINT(-61.56738 44.19795)",1995,2016,21,"22",11315
"POINT(-77.072526 44.096244)",1992,2018,26,"27",14026
"POINT(-72 54)",1970,2014,44,"45",12677
"POINT(-70.87637 46.85767)",2016,2021,5,"6",15937
"POINT(-56.766309 56.477534)",1978,1991,13,"7",10917
"POINT(-61.56738 44.19795)",1970,1981,11,"12",12305
"POINT(-51 49.15)",1980,1996,16,"17",13304
"POINT(-74.381869 45.160229)",1984,2008,24,"5",14038
"POINT(-66.291594 46.666605)",1970,2014,44,"45",12808
"POINT(-65.50048 43.2532)",1970,1981,11,"10",11475
"POINT(-61.56738 44.19795)",1983,1993,10,"6",11328
"POINT(-61.56738 44.19795)",1995,2016,21,"18",11654
"POINT(-63.758716 46.383956)",2011,2014,3,"2",15238
"POINT(-56.383301 46.711721)",1984,1995,11,"12",14893
"POINT(-72.82857 45.04889)",2016,2021,5,"3",15884
"POINT(-65.50048 43.2532)",1996,2015,19,"10",12132
"POINT(-61.181309 42.866877)",1970,1994,24,"17",10951
"POINT(-78.291582 43.944964)",1987,2016,29,"30",14003
"POINT(-65.50048 43.2532)",1995,2016,21,"22",12103
"POINT(-57.690888 43.437611)",1972,1987,15,"12",10943
"POINT(-64.554866 46.218937)",2005,2007,2,"2",15480
"POINT(-64.554866 46.218937)",2004,2010,6,"7",15634
"POINT(-63 47)",1981,2016,35,"33",10036
"POINT(-66.11572 44.8247)",1997,2012,15,"16",14577
"POINT(-72.47958 46.88236)",2016,2021,5,"2",16211
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11954
"POINT(-61.56738 44.19795)",1995,2016,21,"22",11495
"POINT(-57 46.06667)",1996,2012,16,"16",11211
"POINT(-72.88129 46.69751)",2016,2021,5,"6",16083
"POINT(-61.56738 44.19795)",1982,1994,12,"13",11738
"POINT(-73.354283 51.290389)",1970,2014,44,"45",11151
"POINT(-68.871657 43.27657)",1982,2014,32,"33",14735
"POINT(-63 47)",1971,2016,45,"45",10030
"POINT(-68.871657 43.27657)",1982,2014,32,"33",14567
"POINT(-57.690888 43.437611)",1970,1994,24,"25",10250
"POINT(-63 47)",1978,1990,12,"13",13309
"POINT(-62.067902 49.652037)",1972,1989,17,"4",10502
"POINT(-63.510533 45.059112)",1968,2014,46,"47",11149
"POINT(-59 49)",1986,2010,24,"24",11260
"POINT(-77.72313 43.99472)",2008,2015,7,"2",13814
"POINT(-55.995809 46.034584)",1970,1994,24,"24",11057
"POINT(-57.690888 43.437611)",1970,1994,24,"25",10569
"POINT(-64.56477 46.273319)",2011,2014,3,"2",15286
"POINT(-66.11572 44.8247)",1997,2012,15,"16",14521
"POINT(-61.56738 44.19795)",1995,2016,21,"20",12277
"POINT(-69.666667 48.15)",1994,2005,11,"12",12899
"POINT(-62.547863 46.172776)",2011,2014,3,"2",15307
"POINT(-65.50048 43.2532)",1970,1981,11,"12",11933
"POINT(-62.067902 49.652037)",1984,1990,6,"3",10670
"POINT(-64.861867 46.665292)",2006,2010,4,"5",15792
"POINT(-61.56738 44.19795)",1982,1994,12,"12",11513
"POINT(-82.517801 41.970728)",2002,2003,1,"2",15008
"POINT(-72.47958 46.88236)",2016,2021,5,"2",16128
"POINT(-86 50)",1970,2014,44,"45",12678
"POINT(-62.11238 46.383134)",2004,2010,6,"7",15131
"POINT(-56.383301 46.711721)",1999,2010,11,"10",14889
"POINT(-81.550191 45.214983)",2004,2015,11,"12",12925
"POINT(-79.85068 43.28331)",2008,2014,6,"2",13856
"POINT(-52.782383 44.683779)",1976,1994,18,"16",10819
"POINT(-55.995809 46.034584)",1970,1994,24,"20",10817
"POINT(-57.854 44.91813)",1970,2002,32,"33",14181
"POINT(-72.88129 46.69751)",2020,2021,1,"2",16014
"POINT(-66.291594 46.666605)",1970,2014,44,"45",12885
"POINT(-78.56511 67.35631)",1988,1989,1,"2",12988
"POINT(-61.25 45.75)",1996,1997,1,"2",14098
"POINT(-76.06 44.055)",1976,2013,37,"35",13052
"POINT(-61.56738 44.19795)",1970,1981,11,"9",11651
"POINT(-79.85068 43.28331)",2006,2014,8,"5",13832
"POINT(-72 54)",1970,2014,44,"45",12657
"POINT(-56.766309 56.477534)",1978,1988,10,"5",11115
"POINT(-83.05 42.033333)",1975,2004,29,"29",12918
"POINT(-62.067902 49.652037)",1972,1991,19,"9",10693
"POINT(-63.728047 47.637685)",1970,1994,24,"25",10405
"POINT(-65.098835 42.729563)",1983,1987,4,"4",10420
"POINT(-72 54)",1970,2014,44,"45",12692
"POINT(-65.3 43)",1962,1988,26,"27",13387
"POINT(-79.61666 43.61666)",1975,1977,2,"3",11164
"POINT(-64.951922 46.75123)",2004,2010,6,"6",15056
"POINT(-65.50048 43.2532)",1982,1994,12,"13",12100
"POINT(-77.80861 43.698439)",1997,2012,15,"14",13486
"POINT(-66.214847 41.627502)",1980,1993,13,"10",10600
"POINT(-63 47)",1971,2016,45,"46",10050
"POINT(-75.23807 45.200085)",1995,2004,9,"10",10097
"POINT(-52.77293 47.262571)",1979,2001,22,"4",14811
"POINT(-69.666667 48.15)",1994,2004,10,"11",12906
"POINT(-82.517801 41.970728)",2002,2003,1,"2",15023
"POINT(-84.499722 49.25)",1995,2006,11,"12",9959
"POINT(-69.041914 40.95268)",1969,2008,39,"40",14728
"POINT(-76.06 44.055)",1976,2016,40,"41",13063
"POINT(-61.56738 44.19795)",1995,2016,21,"22",11433
"POINT(-74.018383 39.10066)",1968,2011,43,"44",14706
"POINT(-72.47958 46.88236)",2016,2021,5,"2",16039
"POINT(-61.56738 44.19795)",1982,1994,12,"13",11415
"POINT(-77.072526 44.096244)",1992,2018,26,"27",13963
"POINT(-62.067902 49.652037)",1973,1994,21,"20",10759
"POINT(-71.71751 46.41901)",2018,2021,3,"2",16156
"POINT(-63.802767 46.136433)",2005,2010,5,"5",15707
"POINT(-72.82857 45.04889)",2016,2019,3,"2",15974
"POINT(-72.88129 46.69751)",2016,2021,5,"5",15995
"POINT(-65.3 43)",1962,1988,26,"27",13282
"POINT(-64.573724 46.34102)",2004,2010,6,"7",15647
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11492
"POINT(-77.396957 43.50608)",1997,2018,21,"22",13905
"POINT(-52.150931 52.188158)",1978,1994,16,"17",13124
"POINT(-61.56738 44.19795)",1995,2009,14,"7",12412
"POINT(-65.50048 43.2532)",1995,2016,21,"21",11917
"POINT(-61.181309 42.866877)",1980,1989,9,"4",10522
"POINT(-65.50048 43.2532)",1982,1994,12,"13",11897
"POINT(-63.165833 46.420833)",2011,2014,3,"2",15145
"POINT(-50.28156 53.257559)",1977,1994,17,"17",14842
"POINT(-74.018383 39.10066)",1971,2016,45,"46",14704
"POINT(-61.56738 44.19795)",1995,2016,21,"22",11905
"POINT(-77.547686 43.947746)",1992,2018,26,"27",13965
"POINT(-58.635512 47.364248)",1973,1994,21,"18",10851
"POINT(-62.03333 48.9)",1990,2012,22,"23",11261
"POINT(-65.50048 43.2532)",1996,2012,16,"8",11703
"POINT(-68.615921 41.275324)",1950,2016,66,"67",14684
"POINT(-63.66575 45.8547)",2006,2010,4,"2",15564
"POINT(-66.865556 45.95)",1988,2003,15,"16",11174
"POINT(-65.50048 43.2532)",1995,2016,21,"22",12155
"POINT(-61.56738 44.19795)",1970,1981,11,"10",11634
"POINT(-63 47)",1972,2016,44,"36",10044
"POINT(-77.547686 43.947746)",1992,2018,26,"27",13944
"POINT(-61.56738 44.19795)",1995,2016,21,"22",11392
"POINT(-68.615921 41.275324)",1963,2005,42,"43",14199
"POINT(-63.165833 46.420833)",2011,2014,3,"2",15387
"POINT(-65.50048 43.2532)",1995,2016,21,"8",12093
"POINT(-74.381869 45.160229)",1984,2018,34,"17",13634
"POINT(-61.56738 44.19795)",1970,1981,11,"12",12270
"POINT(-74.381869 45.160229)",2012,2018,6,"4",13914
"POINT(-61.56738 44.19795)",1991,1993,2,"3",11887
"POINT(-62.90725 46.058533)",2011,2014,3,"2",15175
"POINT(-62.11238 46.383134)",2004,2010,6,"2",15066
"POINT(-63.446958 46.46855)",2004,2005,1,"2",15544
"POINT(-77.396957 43.50608)",1997,2018,21,"22",13990
"POINT(-52.782383 44.683779)",1977,1994,17,"6",10315
"POINT(-66.291594 46.666605)",1970,2014,44,"45",12702
"POINT(-67 41)",1950,1998,48,"49",13217
"POINT(-77.396957 43.50608)",1997,2018,21,"22",13927
"POINT(-72.47958 46.88236)",2016,2021,5,"2",16020
"POINT(-65.50048 43.2532)",1995,2016,21,"22",12007
"POINT(-69.666667 48.15)",1994,2004,10,"11",12895
"POINT(-68.3 43.3)",2007,2014,7,"8",14414
"POINT(-74.381869 45.160229)",1984,2018,34,"17",13754
"POINT(-65.3 43)",1970,1997,27,"28",13386
"POINT(-63.66575 45.8547)",2004,2010,6,"7",15768
"POINT(-52.121122 50.695322)",1970,1994,24,"22",10465
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13574
"POINT(-86 50)",1970,2014,44,"45",12668
"POINT(-72.47958 46.88236)",2016,2021,5,"2",16065
"POINT(-58.93 43.84)",1988,2011,23,"18",15851
"POINT(-65.50048 43.2532)",1970,1981,11,"12",11728
"POINT(-76.56667 44.3)",1982,1997,15,"16",15837
"POINT(-63 47)",1987,2016,29,"24",10041
"POINT(-71.093778 40.671798)",1982,2012,30,"31",14226
"POINT(-61.56738 44.19795)",1982,1994,12,"13",11682
"POINT(-65.50048 43.2532)",1970,1981,11,"11",12000
"POINT(-61.56738 44.19795)",1970,1981,11,"7",11478
"POINT(-63 47)",1972,2016,44,"21",10007
"POINT(-61.56738 44.19795)",1982,1994,12,"13",11835
"POINT(-61.181309 42.866877)",1974,1991,17,"5",11107
"POINT(-76.06 44.055)",1979,2014,35,"23",13062
"POINT(-62.74132 45.67583)",2004,2010,6,"6",15794
"POINT(-49.956886 45.114711)",1972,1993,21,"13",10683
"POINT(-82.517801 41.970728)",2002,2003,1,"2",15003
"POINT(-65.50048 43.2532)",1970,1981,11,"12",12230
"POINT(-72.88129 46.69751)",2016,2021,5,"6",16173
"POINT(-62.11238 46.383134)",2011,2014,3,"2",15623
"POINT(-64.861867 46.665292)",2006,2010,4,"5",15323
"POINT(-65.098835 42.729563)",1971,1993,22,"11",11117
"POINT(-63.126667 46.235)",1998,1999,1,"2",14978
"POINT(-65.50048 43.2532)",1996,2016,20,"15",12250
"POINT(-63.427139 46.193528)",2008,2010,2,"3",15336
"POINT(-77.22225 44.149251)",2001,2015,14,"14",13801
"POINT(-65.50048 43.2532)",1995,2005,10,"2",11906
"POINT(-58.635512 47.364248)",1985,1994,9,"6",10898
"POINT(-57.854 44.91813)",1970,2002,32,"33",14206
"POINT(-68.871657 43.27657)",1982,2014,32,"33",14763
"POINT(-64.965766 47.341712)",2004,2010,6,"7",15394
"POINT(-63.802767 46.136433)",2005,2010,5,"5",15097
"POINT(-69.666667 48.15)",1994,2004,10,"11",12904
"POINT(-52.757812 52.054271)",1995,2009,14,"15",14861
"POINT(-63.728047 47.637685)",1987,1991,4,"3",10523
"POINT(-69.041914 40.95268)",1984,2016,32,"33",14531
"POINT(-64.573724 46.34102)",2004,2010,6,"7",15224
"POINT(-61.181309 42.866877)",1970,1994,24,"25",10203
"POINT(-56.766309 56.477534)",1977,1991,14,"8",10930
"POINT(-60.749351 53.563249)",1975,2013,38,"3",15843
"POINT(-65.562778 46.995278)",2005,2009,4,"2",15720
"POINT(-77.229936 44.152886)",1992,2018,26,"27",13664
"POINT(-71.71751 46.41901)",2016,2021,5,"5",15887
"POINT(-72.82857 45.04889)",2016,2021,5,"3",16235
"POINT(-68.615921 41.275324)",1963,2016,53,"54",14568
"POINT(-77.072526 44.096244)",1992,2018,26,"27",13733
"POINT(-61.56738 44.19795)",1982,1994,12,"6",12641
"POINT(-63 47)",1978,1990,12,"13",13142
"POINT(-50.521046 49.772834)",1975,2006,31,"32",14562
"POINT(-72.88129 46.69751)",2016,2020,4,"5",16090
"POINT(-61.56738 44.19795)",1995,2016,21,"20",12544
"POINT(-53.172992 49.757443)",1981,1994,13,"14",11288
"POINT(-74.381869 45.160229)",1984,2008,24,"5",13912
"POINT(-62.74132 45.67583)",2004,2010,6,"7",15083
"POINT(-82.517801 41.970728)",2002,2003,1,"2",15001
"POINT(-79.0275 38.57111)",1974,1976,2,"3",12975
"POINT(-72.88129 46.69751)",2016,2021,5,"5",16129
"POINT(-65.50048 43.2532)",2000,2015,15,"14",11581
"POINT(-61.56738 44.19795)",1995,2015,20,"12",12162
"POINT(-53.864595 53.910492)",1973,1994,21,"15",10426
"POINT(-48.319336 48.138699)",1975,1982,7,"8",14905
"POINT(-63.2 42)",1973,1986,13,"14",13412
"POINT(-63.427139 46.193528)",2008,2010,2,"3",15532
"POINT(-57.05 51)",1971,1995,24,"25",13421
"POINT(-47.89333 50.44083)",1983,2018,35,"36",14115
"POINT(-64.965766 47.341712)",2011,2014,3,"2",15660
"POINT(-84.499722 49.25)",1995,2005,10,"11",9965
"POINT(-65.031944 45.616667)",1995,1996,1,"2",9939
"POINT(-69.041914 40.95268)",1969,2008,39,"40",14644
"POINT(-65.098835 42.729563)",1985,1987,2,"3",11120
"POINT(-68.615921 41.275324)",1963,2009,46,"47",14457
"POINT(-52.121122 50.695322)",1973,1994,21,"7",10736
"POINT(-55.39306 45.80582)",1972,1983,11,"12",13083
"POINT(-65.562778 46.995278)",2004,2010,6,"7",15408
"POINT(-59.348941 46.441917)",1974,1994,20,"20",10846
"POINT(-63.66575 45.8547)",2004,2010,6,"7",15403
"POINT(-52.757812 52.054271)",1977,1994,17,"18",14863
"POINT(-66.291594 46.666605)",1970,2014,44,"45",12817
"POINT(-61.71722 48.33722)",1990,2000,10,"11",11195
"POINT(-74.018383 39.10066)",1973,2002,29,"30",14396
"POINT(-71.71751 46.41901)",2016,2021,5,"4",16072
"POINT(-63 47)",1973,2016,43,"36",10020
"POINT(-57.93333 48.95)",1994,1997,3,"4",13102
"POINT(-48.319336 48.138699)",1985,1995,10,"11",14903
"POINT(-70.87637 46.85767)",2016,2021,5,"6",15959
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11832
"POINT(-50.457342 50.936521)",1993,1994,1,"2",14849
"POINT(-74.018383 39.10066)",1967,2005,38,"39",14319
"POINT(-77.547686 43.947746)",1992,2018,26,"27",13631
"POINT(-72.82857 45.04889)",2016,2021,5,"3",16004
"POINT(-62.44628 43.89789)",1974,2008,34,"35",14413
"POINT(-63.902612 46.237205)",2001,2006,5,"6",10086
"POINT(-64.710486 46.475972)",2004,2010,6,"5",15550
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12289
"POINT(-59 49.25)",1965,2017,52,"53",14640
"POINT(-86 50)",1970,2014,44,"45",12795
"POINT(-65.50048 43.2532)",1995,2016,21,"22",12142
"POINT(-63.728047 47.637685)",1974,1994,20,"20",10847
"POINT(-65.50048 43.2532)",1982,1994,12,"13",11994
"POINT(-77.80861 43.698439)",1997,2012,15,"14",13459
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11875
"POINT(-61.56738 44.19795)",1987,1990,3,"2",11452
"POINT(-74.381869 45.160229)",1994,2018,24,"4",14016
"POINT(-59.348941 46.441917)",1982,1990,8,"5",10944
"POINT(-61.56738 44.19795)",1982,1984,2,"2",11542
"POINT(-55.995809 46.034584)",1970,1994,24,"18",10990
"POINT(-56.383301 46.711721)",1972,1982,10,"11",14968
"POINT(-66.46191 46.56531)",2010,2015,5,"2",12937
"POINT(-71.759018 43.932686)",2012,2014,2,"3",13091
"POINT(-65.50048 43.2532)",1982,1994,12,"13",11698
"POINT(-70.87637 46.85767)",2016,2021,5,"6",16031
"POINT(-59.348941 46.441917)",1970,1994,24,"19",11097
"POINT(-61.455567 46.07815)",2004,2010,6,"7",15219
"POINT(-64.554866 46.218937)",2011,2014,3,"2",15368
"POINT(-70.87637 46.85767)",2018,2019,1,"2",15985
"POINT(-63.06152 46.75491)",1970,2011,41,"42",14357
"POINT(-64.965766 47.341712)",2011,2014,3,"2",15438
"POINT(-63 47)",1978,2009,31,"32",11235
"POINT(-53.864595 53.910492)",1976,1984,8,"3",10528
"POINT(-65.098835 42.729563)",1970,1994,24,"25",11011
"POINT(-63.728047 47.637685)",1974,1994,20,"11",10633
"POINT(-65.50048 43.2532)",1995,2016,21,"20",11543
"POINT(-50.3 44.3)",1965,1986,21,"22",13200
"POINT(-55.995809 46.034584)",1983,1994,11,"9",10482
"POINT(-69.041914 40.95268)",1969,2008,39,"40",14672
"POINT(-65.50048 43.2532)",1982,1994,12,"13",12261
"POINT(-69 43)",1967,1989,22,"23",13293
"POINT(-63 47)",1978,1990,12,"13",13268
"POINT(-78.523333 45.595278)",1952,1995,43,"43",11276
"POINT(-65.50048 43.2532)",1995,2016,21,"20",12077
"POINT(-68.615921 41.275324)",1950,2016,66,"67",14628
"POINT(-71.093778 40.671798)",1982,2012,30,"31",14276
"POINT(-52.782383 44.683779)",1978,1983,5,"5",10343
"POINT(-67.86528 44.36722)",1968,1998,30,"26",9947
"POINT(-63 45)",1970,2014,44,"45",12672
"POINT(-74.381869 45.160229)",1984,2018,34,"10",13992
"POINT(-71.093778 40.671798)",1989,2016,27,"28",14685
"POINT(-61.56738 44.19795)",1995,2016,21,"22",11823
"POINT(-71.71751 46.41901)",2016,2019,3,"3",16057
"POINT(-57.690888 43.437611)",1983,1989,6,"4",10377
"POINT(-61.56738 44.19795)",1995,2016,21,"10",12609
"POINT(-65.50048 43.2532)",1995,2016,21,"22",12574
"POINT(-59.822611 42.550438)",1970,1980,10,"8",11253
"POINT(-61.56738 44.19795)",1970,1981,11,"12",12408
"POINT(-61.56738 44.19795)",1982,1994,12,"13",12593
"POINT(-64.951922 46.75123)",2004,2010,6,"7",15478
"POINT(-57.690888 43.437611)",1979,1990,11,"6",10939
"POINT(-61.56738 44.19795)",1995,2016,21,"19",11813
"POINT(-70.87637 46.85767)",2019,2021,2,"3",15932
"POINT(-84.52551 50.219196)",2016,2017,1,"2",14988
"POINT(-77.547686 43.947746)",1992,2018,26,"27",13625
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13465
"POINT(-77.229936 44.152886)",1992,2018,26,"27",13645
"POINT(-64.710486 46.475972)",2011,2014,3,"2",15753
"POINT(-62.067902 49.652037)",1978,1994,16,"13",10474
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11485
"POINT(-75.53 35.224444)",1992,1993,1,"2",12655
"POINT(-65.50048 43.2532)",1970,1981,11,"11",11877
"POINT(-77.396972 43.506083)",1997,2018,21,"9",13988
"POINT(-62.511072 46.018891)",2011,2014,3,"2",15249
"POINT(-61.56738 44.19795)",1995,2016,21,"21",12604
"POINT(-61.181309 42.866877)",1972,1994,22,"19",10804
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13491
"POINT(-81.10944 44.42389)",1992,1994,2,"3",13009
"POINT(-65.50048 43.2532)",1982,1994,12,"13",12387
"POINT(-74.381869 45.160229)",1990,2018,28,"3",14015
"POINT(-77.547686 43.947746)",1992,2018,26,"27",13688
"POINT(-63.213505 46.253599)",2009,2011,2,"3",12933
"POINT(-62.511072 46.018891)",2005,2010,5,"5",15641
"POINT(-74.381869 45.160229)",2002,2016,14,"3",14012
"POINT(-53.183333 49.75)",2000,2003,3,"3",11180
"POINT(-61.56738 44.19795)",1973,1980,7,"4",11453
"POINT(-64.573724 46.34102)",2011,2014,3,"2",15167
"POINT(-63.888896 46.512101)",2009,2010,1,"2",15410
"POINT(-63.902612 46.237205)",2001,2003,2,"3",10073
"POINT(-67.5 47.58333)",1971,1981,10,"11",13127
"POINT(-74.931907 47.16858)",1972,2012,40,"32",11298
"POINT(-64.56477 46.273319)",2011,2014,3,"2",15242
"POINT(-64.34864 48.90011)",1995,2016,21,"2",14830
"POINT(-52.121122 50.695322)",1970,1994,24,"22",10353
"POINT(-65.50048 43.2532)",1970,1981,11,"12",11854
"POINT(-61.56738 44.19795)",1973,1980,7,"4",12521
"POINT(-65.50048 43.2532)",1983,1994,11,"4",12180
"POINT(-61.56738 44.19795)",1970,1981,11,"9",12054
"POINT(-77.229936 44.152886)",1992,2018,26,"27",13600
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13542
"POINT(-53.864595 53.910492)",1971,1981,10,"3",11080
"POINT(-64.573724 46.34102)",2008,2009,1,"2",15695
"POINT(-75.688981 36.091782)",1988,2006,18,"13",13036
"POINT(-72.22 42.48)",2013,2014,1,"2",12735
"POINT(-63.446958 46.46855)",2007,2009,2,"3",15714
"POINT(-61.56738 44.19795)",1983,1993,10,"8",11786
"POINT(-69.041914 40.95268)",1967,2014,47,"48",14645
"POINT(-64.8083 47.67109)",2011,2014,3,"2",15736
"POINT(-61.56738 44.19795)",1982,1994,12,"12",11780
"POINT(-64.646046 47.789535)",2011,2014,3,"2",15254
"POINT(-82.517801 41.970728)",2002,2003,1,"2",15030
