"geom","min_year","max_year","year_interval","year_count","id"
"POINT(-61.181309 42.866877)",1971,1994,23,"13",10470
"POINT(-65.3 43)",1970,1997,27,"28",13260
"POINT(-76.06 44.055)",1976,2016,40,"41",13056
"POINT(-64.873712 47.473463)",2005,2010,5,"3",15784
"POINT(-62.735984 45.290147)",1970,2014,44,"45",12810
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11931
"POINT(-61.56738 44.19795)",1985,1994,9,"4",12576
"POINT(-63.06152 46.75491)",1978,2018,40,"41",14467
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13517
"POINT(-61.56738 44.19795)",1970,1981,11,"12",11472
"POINT(-55.995809 46.034584)",1970,1994,24,"14",10718
"POINT(-68.871657 43.27657)",1985,2016,31,"32",14687
"POINT(-55.995809 46.034584)",1972,1994,22,"11",10558
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13471
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11404
"POINT(-52.782383 44.683779)",1978,1994,16,"16",10696
"POINT(-65.63232 43.2452)",1970,2007,37,"38",14129
"POINT(-68.615921 41.275324)",1970,2016,46,"47",14542
"POINT(-63.728047 47.637685)",1983,1991,8,"3",11041
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12252
"POINT(-82.517801 41.970728)",2002,2003,1,"2",15006
"POINT(-47.89333 50.44083)",1983,2018,35,"36",14390
"POINT(-72.88129 46.69751)",2016,2021,5,"5",16137
"POINT(-52.757812 52.054271)",1995,2009,14,"15",14883
"POINT(-65.562778 46.995278)",2004,2010,6,"6",15642
"POINT(-66.089296 44.42804)",1999,2006,7,"8",11139
"POINT(-63.06152 46.75491)",1978,2018,40,"41",14466
"POINT(-72.88129 46.69751)",2016,2021,5,"6",15916
"POINT(-82.517801 41.970728)",2002,2003,1,"2",15031
"POINT(-56.383301 46.711721)",1996,2010,14,"14",14938
"POINT(-62.28626 46.36766)",2011,2014,3,"2",15663
"POINT(-59.853639 59.286076)",1978,1991,13,"4",10724
"POINT(-65.098835 42.729563)",1972,1994,22,"17",10803
"POINT(-65.50048 43.2532)",1996,2016,20,"12",12377
"POINT(-63.126667 46.235)",1998,1999,1,"2",14975
"POINT(-77.22225 44.149251)",2001,2015,14,"14",13819
"POINT(-64.710486 46.475972)",2011,2014,3,"2",15473
"POINT(-77.80861 43.698439)",1997,2012,15,"14",13567
"POINT(-61.56738 44.19795)",1970,1981,11,"12",11624
"POINT(-63.902612 46.237205)",2001,2006,5,"6",10083
"POINT(-65.50048 43.2532)",1995,2016,21,"22",12507
"POINT(-65.50048 43.2532)",1970,1981,11,"11",12267
"POINT(-84.52551 50.219196)",2016,2017,1,"2",14989
"POINT(-61.56738 44.19795)",1982,1994,12,"13",12059
"POINT(-65.029957 47.777114)",2004,2010,6,"7",15125
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13480
"POINT(-53.172992 49.757443)",1995,2012,17,"18",11289
"POINT(-59 49.25)",1965,2017,52,"53",14696
"POINT(-78.523333 45.595278)",1972,1991,19,"19",12964
"POINT(-61.56738 44.19795)",1995,2016,21,"22",11797
"POINT(-65.50048 43.2532)",1995,2016,21,"21",11886
"POINT(-77.229936 44.152886)",1992,2018,26,"27",13711
"POINT(-67 41)",1950,1998,48,"49",13343
"POINT(-74.58861 36.44722)",1981,2008,27,"28",14328
"POINT(-61.56738 44.19795)",1970,1981,11,"12",12333
"POINT(-74.018383 39.10066)",1973,2002,29,"30",14296
"POINT(-56 55)",1970,1985,15,"2",13116
"POINT(-67.506713 41.1087)",1987,2008,21,"22",11248
"POINT(-61.56738 44.19795)",1995,2010,15,"11",12426
"POINT(-61.164851 45.857738)",1996,1997,1,"2",14095
"POINT(-77.954487 62.570058)",1980,2004,24,"8",12969
"POINT(-65.50048 43.2532)",1995,2016,21,"22",12498
"POINT(-73.354283 51.290389)",1970,2014,44,"45",11147
"POINT(-61.181309 42.866877)",1979,1987,8,"7",10391
"POINT(-61.56738 44.19795)",1995,2015,20,"12",11361
"POINT(-79.3 45.0333)",1972,1991,19,"20",12942
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11374
"POINT(-73.107078 52.941847)",1970,2014,44,"45",12812
"POINT(-61.56738 44.19795)",1982,1994,12,"13",12525
"POINT(-69 43)",1967,1989,22,"23",13209
"POINT(-64.861867 46.665292)",2011,2014,3,"2",15734
"POINT(-58.452138 49.69674)",1973,1994,21,"18",10268
"POINT(-71.093778 40.671798)",1982,2012,30,"31",14326
"POINT(-65.50048 43.2532)",1985,1993,8,"2",11386
"POINT(-61.56738 44.19795)",1982,1994,12,"13",12167
"POINT(-65.50048 43.2532)",1982,1994,12,"13",12523
"POINT(-65.50048 43.2532)",1970,1978,8,"6",11914
"POINT(-64.573724 46.34102)",2004,2010,6,"7",15488
"POINT(-62.28626 46.36766)",2008,2010,2,"3",15318
"POINT(-53.864595 53.910492)",1970,1994,24,"24",10517
"POINT(-65.08333 43.16667)",1999,2001,2,"3",10002
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11420
"POINT(-72.88129 46.69751)",2016,2021,5,"4",16132
"POINT(-61.56738 44.19795)",1970,1981,11,"10",11901
"POINT(-65.50048 43.2532)",1970,1981,11,"12",12280
"POINT(-64.126831 46.773778)",2004,2010,6,"7",15086
"POINT(-69.665 47.78333)",1994,2000,6,"7",15825
"POINT(-65.3 43)",1971,2007,36,"37",11236
"POINT(-62.74132 45.67583)",2011,2014,3,"2",15373
"POINT(-81.252288 42.209417)",1990,2012,22,"23",13110
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11397
"POINT(-67.064717 44.266029)",1971,1993,22,"13",10601
"POINT(-51.3 44.3)",1968,1986,18,"19",13130
"POINT(-62.90725 46.058533)",2011,2014,3,"2",15712
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11782
"POINT(-61.56738 44.19795)",1982,1994,12,"13",12258
"POINT(-58.635512 47.364248)",1973,1993,20,"18",10270
"POINT(-68.615921 41.275324)",1963,2005,42,"43",14397
"POINT(-61.181309 42.866877)",1970,1994,24,"25",10162
"POINT(-64.126831 46.773778)",2011,2014,3,"2",15251
"POINT(-64.657552 47.746584)",2011,2014,3,"2",15168
"POINT(-72.47958 46.88236)",2016,2021,5,"2",16188
"POINT(-65.50048 43.2532)",1995,2016,21,"16",11951
"POINT(-63.277839 64.284513)",2005,2008,3,"4",14987
"POINT(-63.888896 46.512101)",2011,2014,3,"2",15296
"POINT(-72.47958 46.88236)",2016,2021,5,"2",15877
"POINT(-71.772245 43.931185)",2012,2018,6,"5",13087
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12389
"POINT(-61.56738 44.19795)",1982,1994,12,"13",11981
"POINT(-61.181309 42.866877)",1970,1994,24,"25",10828
"POINT(-72.47958 46.88236)",2016,2021,5,"2",16033
"POINT(-66.214847 41.627502)",1991,1993,2,"3",11086
"POINT(-52.121122 50.695322)",1974,1990,16,"5",10711
"POINT(-65.50048 43.2532)",1982,1994,12,"13",11989
"POINT(-64.126831 46.773778)",2004,2010,6,"5",15643
"POINT(-52.121122 50.695322)",1981,1994,13,"7",11006
"POINT(-64.56477 46.273319)",2008,2009,1,"2",15561
"POINT(-57.690888 43.437611)",1970,1994,24,"25",10603
"POINT(-77.72313 43.99472)",2008,2015,7,"2",13795
"POINT(-56.766309 56.477534)",1977,1991,14,"8",11050
"POINT(-58.452138 49.69674)",1971,1994,23,"21",10607
"POINT(-65.098835 42.729563)",1970,1994,24,"25",10224
"POINT(-65.50048 43.2532)",1982,1994,12,"13",12068
"POINT(-74.381869 45.160229)",1984,2018,34,"17",13692
"POINT(-71.71751 46.41901)",2016,2019,3,"4",16143
"POINT(-63.2 42)",1973,1986,13,"14",13223
"POINT(-64.965766 47.341712)",2007,2010,3,"4",15055
"POINT(-64.554866 46.218937)",2011,2014,3,"2",15171
"POINT(-61.181309 42.866877)",1970,1994,24,"25",11070
"POINT(-72.82857 45.04889)",2016,2021,5,"3",15991
"POINT(-83.05 42.033333)",1975,2004,29,"29",12892
"POINT(-62.11238 46.383134)",2011,2014,3,"2",15436
"POINT(-53.864595 53.910492)",1971,1986,15,"3",10503
"POINT(-61.56738 44.19795)",1995,2016,21,"22",11659
"POINT(-63 47)",1978,1990,12,"13",13246
"POINT(-62.067902 49.652037)",1973,1994,21,"20",11074
"POINT(-70.42472 47.26306)",1994,2000,6,"7",15826
"POINT(-72.88129 46.69751)",2017,2020,3,"3",15953
"POINT(-66.75 46.5)",1970,2014,44,"45",12841
"POINT(-58.635512 47.364248)",1972,1994,22,"12",10681
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11988
"POINT(-52.757812 52.054271)",1995,2009,14,"15",14884
"POINT(-73.107078 52.941847)",1970,2014,44,"45",12700
"POINT(-65.50048 43.2532)",1984,1994,10,"10",12345
"POINT(-55.225157 50.548819)",1969,2010,41,"15",12970
"POINT(-52.121122 50.695322)",1970,1991,21,"15",10821
"POINT(-63 47)",1978,1990,12,"13",13331
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12433
"POINT(-61.56738 44.19795)",1970,1981,11,"12",12158
"POINT(-61.56738 44.19795)",1995,2016,21,"22",11762
"POINT(-70.87637 46.85767)",2016,2021,5,"6",15908
"POINT(-69.666667 48.15)",1994,2005,11,"12",12902
"POINT(-72.88129 46.69751)",2016,2021,5,"6",15960
"POINT(-48.319336 48.138699)",1984,1995,11,"12",14949
"POINT(-86 50)",1970,2014,44,"45",12852
"POINT(-61.56738 44.19795)",2002,2016,14,"13",11648
"POINT(-61.56738 44.19795)",1982,1994,12,"13",11496
"POINT(-74.381869 45.160229)",1984,2008,24,"5",13975
"POINT(-72.88129 46.69751)",2016,2021,5,"6",15993
"POINT(-61.56738 44.19795)",1988,1994,6,"3",11600
"POINT(-77.229936 44.152886)",1992,2018,26,"27",13702
"POINT(-74.381869 45.160229)",1984,2018,34,"17",13642
"POINT(-62.90725 46.058533)",2011,2014,3,"2",15670
"POINT(-61.56738 44.19795)",1970,1981,11,"12",12616
"POINT(-65.50048 43.2532)",1982,1994,12,"13",11795
"POINT(-86 50)",1970,2014,44,"45",12773
"POINT(-68.526458 40.575228)",1982,2016,34,"35",14647
"POINT(-58.452138 49.69674)",1970,1994,24,"24",10619
"POINT(-65.50048 43.2532)",1982,1994,12,"13",12323
"POINT(-66.214847 41.627502)",1980,1993,13,"11",10200
"POINT(-59 44.1)",1976,1990,14,"15",13132
"POINT(-61.181309 42.866877)",1970,1994,24,"25",10844
"POINT(-69 43)",1967,1989,22,"23",13355
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11961
"POINT(-74.381869 45.160229)",2012,2018,6,"4",13998
"POINT(-53.864595 53.910492)",1970,1994,24,"24",10155
"POINT(-72.47958 46.88236)",2016,2021,5,"2",16060
"POINT(-72.47958 46.88236)",2016,2021,5,"2",16115
"POINT(-72 40)",1973,2016,43,"44",14473
"POINT(-58.452138 49.69674)",1970,1994,24,"24",11075
"POINT(-76.06 44.055)",1980,1992,12,"3",13037
"POINT(-49.956886 45.114711)",1971,1994,23,"18",10697
"POINT(-65.50048 43.2532)",1982,1994,12,"13",11821
"POINT(-69 43)",1967,1989,22,"23",13251
"POINT(-74.018383 39.10066)",1968,2011,43,"44",14482
"POINT(-65.50048 43.2532)",1982,1994,12,"13",11486
"POINT(-65.50048 43.2532)",1982,1994,12,"13",11937
"POINT(-52.757812 52.054271)",1995,2009,14,"15",14931
"POINT(-71.093778 40.671798)",1968,2006,38,"39",14277
"POINT(-65.50048 43.2532)",1982,1994,12,"13",11672
"POINT(-65.50048 43.2532)",1971,1979,8,"3",11845
"POINT(-57.00011 50.62045)",2015,2016,1,"2",11311
"POINT(-58.452138 49.69674)",1983,1994,11,"12",10881
"POINT(-67 44)",1991,1999,8,"4",11156
"POINT(-60.79843 53.003392)",1974,2014,40,"41",12815
"POINT(-59.348941 46.441917)",1985,1993,8,"3",10859
"POINT(-65.50048 43.2532)",1970,1981,11,"12",11894
"POINT(-52.121122 50.695322)",1983,1993,10,"10",10624
"POINT(-53.864595 53.910492)",1978,1994,16,"11",10486
"POINT(-71.71751 46.41901)",2017,2020,3,"2",16222
"POINT(-62.90725 46.058533)",2011,2014,3,"2",15372
"POINT(-74.018383 39.10066)",1971,2016,45,"46",14564
"POINT(-61.56738 44.19795)",1999,2014,15,"9",12441
"POINT(-64.8083 47.67109)",2011,2014,3,"2",15174
"POINT(-67 41)",1950,1998,48,"49",13301
"POINT(-66.214847 41.627502)",1980,1993,13,"10",10337
"POINT(-52.782383 44.683779)",1970,1982,12,"6",10441
"POINT(-65.090012 44.451082)",1996,1997,1,"2",14070
"POINT(-66.214847 41.627502)",1981,1993,12,"8",10612
"POINT(-65.50048 43.2532)",1982,1994,12,"13",11870
"POINT(-57.771263 49.761184)",1971,2011,40,"41",11293
"POINT(-86 50)",1970,2014,44,"45",12698
"POINT(-77.59299 44.01301)",2001,2015,14,"3",13771
"POINT(-61.56738 44.19795)",1995,2016,21,"19",11546
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12296
"POINT(-68.3 43.3)",2007,2014,7,"8",14666
"POINT(-74.018383 39.10066)",1967,2005,38,"39",14369
"POINT(-77.547686 43.947746)",1992,2018,26,"27",13745
"POINT(-63.188167 45.760967)",2011,2014,3,"2",15659
"POINT(-66.46191 46.56531)",1970,2014,44,"45",12938
"POINT(-77.072526 44.096244)",1992,2018,26,"27",13666
"POINT(-65.50048 43.2532)",1982,1994,12,"13",11325
"POINT(-61.56738 44.19795)",1970,1981,11,"12",12594
"POINT(-68.871657 43.27657)",1985,2016,31,"32",14519
"POINT(-63.14804 46.23122)",2011,2014,3,"2",15165
"POINT(-71.71751 46.41901)",2016,2021,5,"5",15885
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13544
"POINT(-65.50048 43.2532)",2000,2015,15,"14",11848
"POINT(-61.56738 44.19795)",1983,1994,11,"11",11316
"POINT(-62.067902 49.652037)",1973,1989,16,"11",11042
"POINT(-63.66575 45.8547)",2004,2010,6,"7",15637
"POINT(-65.50048 43.2532)",1983,1994,11,"4",12447
"POINT(-69.041914 40.95268)",1967,2014,47,"48",14421
"POINT(-77.229936 44.152886)",1992,2018,26,"27",13651
"POINT(-63.728047 47.637685)",1970,1994,24,"25",10535
"POINT(-57.690888 43.437611)",1974,1987,13,"6",10921
"POINT(-60.79843 53.003392)",1979,2014,35,"36",12874
"POINT(-48.319336 48.138699)",1996,2010,14,"15",14876
"POINT(-58.452138 49.69674)",1973,1994,21,"15",10733
"POINT(-62.28626 46.36766)",2009,2010,1,"2",15631
"POINT(-65.50048 43.2532)",1970,1981,11,"12",12467
"POINT(-72.88129 46.69751)",2016,2021,5,"6",16079
"POINT(-63 47)",1971,2016,45,"45",10031
"POINT(-52.121122 50.695322)",1973,1994,21,"7",10412
"POINT(-65.63232 43.2452)",1982,2006,24,"25",14191
"POINT(-73.107078 52.941847)",1970,2014,44,"45",12872
"POINT(-61.56738 44.19795)",1977,1981,4,"4",12195
"POINT(-69.666667 48.15)",1994,2005,11,"12",12922
"POINT(-61.56738 44.19795)",1970,1981,11,"12",12565
"POINT(-63 45)",1970,2011,41,"42",12746
"POINT(-56.766309 56.477534)",1978,1991,13,"6",10388
"POINT(-61.455567 46.07815)",2011,2014,3,"2",15253
"POINT(-61.56738 44.19795)",1995,2016,21,"19",12347
"POINT(-77.22225 44.149251)",2001,2015,14,"14",13592
"POINT(-64.951922 46.75123)",2011,2014,3,"2",15352
"POINT(-84.499722 49.25)",1995,2006,11,"12",9970
"POINT(-71.8505 46.66598)",2009,2013,4,"4",11169
"POINT(-52.757812 52.054271)",1977,1994,17,"18",14886
"POINT(-50.3 44.3)",1965,1986,21,"22",13263
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13496
"POINT(-61.017433 46.6243)",2011,2014,3,"2",15151
"POINT(-63.165833 46.420833)",2011,2014,3,"2",15435
"POINT(-61.164851 45.857738)",1995,1997,2,"3",14057
"POINT(-65.50048 43.2532)",1996,2016,20,"12",12453
"POINT(-72.3944 45.1542)",2008,2010,2,"3",11173
"POINT(-61.56738 44.19795)",1995,2016,21,"22",11414
"POINT(-79.85068 43.28331)",2006,2015,9,"6",13799
"POINT(-61.56738 44.19795)",1970,1981,11,"12",12540
"POINT(-63.165833 46.420833)",2011,2014,3,"2",15155
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12058
"POINT(-63 47)",1972,2016,44,"40",10053
"POINT(-77.72313 43.99472)",2008,2015,7,"2",13863
"POINT(-65.3 43)",1962,1988,26,"27",13198
"POINT(-62.067902 49.652037)",1973,1994,21,"18",10323
"POINT(-61.56738 44.19795)",1974,1981,7,"6",11448
"POINT(-61.56738 44.19795)",1982,1994,12,"13",12023
"POINT(-64.573724 46.34102)",2005,2007,2,"2",15427
"POINT(-65.57426 46.98624)",2011,2014,3,"2",15256
"POINT(-76.794435 44.062208)",1992,2018,26,"27",13620
"POINT(-65.50048 43.2532)",1996,2016,20,"12",11919
"POINT(-59.931111 43.934444)",1961,2010,49,"50",11264
"POINT(-65.63232 43.2452)",1970,2010,40,"41",14411
"POINT(-61.017433 46.6243)",2008,2010,2,"3",15094
"POINT(-65.50048 43.2532)",1982,1994,12,"13",12287
"POINT(-54.62116 46.964024)",1982,2009,27,"28",11256
"POINT(-71.71751 46.41901)",2016,2019,3,"2",15997
"POINT(-65.50048 43.2532)",1970,1981,11,"12",11360
"POINT(-65.098835 42.729563)",1970,1994,24,"25",10339
"POINT(-65.50048 43.2532)",1999,2013,14,"3",12513
"POINT(-70.87637 46.85767)",2017,2021,4,"3",16146
"POINT(-83.05 42.033333)",1975,2004,29,"29",12907
"POINT(-65.50048 43.2532)",1985,1993,8,"2",11920
"POINT(-70.87637 46.85767)",2016,2021,5,"6",16206
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12406
"POINT(-59.853639 59.286076)",1978,1988,10,"5",10994
"POINT(-55.995809 46.034584)",1970,1994,24,"19",10809
"POINT(-61.56738 44.19795)",1970,1981,11,"12",11764
"POINT(-65.63232 43.2452)",1982,2006,24,"25",14116
"POINT(-50.28156 53.257559)",1995,2009,14,"15",14851
"POINT(-65.50048 43.2532)",1982,1994,12,"13",11946
"POINT(-52.757812 52.054271)",1995,2009,14,"15",14955
"POINT(-61.56738 44.19795)",1970,1981,11,"12",12092
"POINT(-74.018383 39.10066)",1973,2002,29,"30",14221
"POINT(-62.067902 49.652037)",1976,1994,18,"14",10815
"POINT(-70.87637 46.85767)",2016,2021,5,"6",16190
"POINT(-60.3 44.1)",1967,1990,23,"24",13354
"POINT(-52.121122 50.695322)",1970,1994,24,"22",10765
"POINT(-62.067902 49.652037)",1977,1989,12,"4",11090
"POINT(-52.813605 47.187621)",1979,1997,18,"2",14815
"POINT(-57.05 51)",1971,1995,24,"25",13358
"POINT(-74.381869 45.160229)",1988,2014,26,"3",13937
"POINT(-61.56738 44.19795)",1982,1984,2,"2",12343
"POINT(-63.06152 46.75491)",1970,2011,41,"42",14157
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13462
"POINT(-64.646046 47.789535)",2011,2014,3,"2",15676
"POINT(-72.88129 46.69751)",2016,2021,5,"6",15909
"POINT(-70.67137 47.02846)",1999,2013,14,"3",11168
"POINT(-62.067902 49.652037)",1973,1994,21,"21",10955
"POINT(-64.951922 46.75123)",2011,2014,3,"2",15498
"POINT(-63.728047 47.637685)",1974,1993,19,"11",10266
"POINT(-86 50)",1970,2014,44,"45",12790
"POINT(-77.072526 44.096244)",1992,2018,26,"27",13667
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12460
"POINT(-58.635512 47.364248)",1972,1993,21,"17",11045
"POINT(-68.3 43.3)",2007,2014,7,"8",14442
"POINT(-77.072526 44.096244)",1992,2018,26,"27",13617
"POINT(-85.58269 49.249515)",1981,1984,3,"4",15814
"POINT(-79.87106 44.866139)",1993,2007,14,"15",13023
"POINT(-76.794435 44.062208)",1992,2018,26,"27",14006
"POINT(-58.635512 47.364248)",1973,1993,20,"6",10835
"POINT(-74.58861 36.44722)",1985,2014,29,"30",14772
"POINT(-68.615921 41.275324)",1950,2007,57,"58",14655
"POINT(-74.381869 45.160229)",1984,2018,34,"17",13638
"POINT(-61.56738 44.19795)",1995,2016,21,"10",11808
"POINT(-77.229936 44.152886)",1992,2018,26,"27",13760
"POINT(-55.995809 46.034584)",1970,1994,24,"24",10957
"POINT(-79.85068 43.28331)",2006,2010,4,"3",13816
"POINT(-53.864595 53.910492)",1970,1994,24,"22",10781
"POINT(-61.56738 44.19795)",1982,1994,12,"13",12390
"POINT(-61.1 49.11667)",1986,2003,17,"15",11208
"POINT(-71.093778 40.671798)",1982,2012,30,"31",14176
"POINT(-65.50048 43.2532)",1970,1981,11,"6",12051
"POINT(-48.319336 48.138699)",1996,2010,14,"15",14948
"POINT(-63.06152 46.75491)",1978,2018,40,"41",14438
"POINT(-65.029957 47.777114)",2005,2007,2,"2",15429
"POINT(-64.873712 47.473463)",2005,2010,5,"6",15392
"POINT(-47.89333 50.44083)",1983,2007,24,"25",11197
"POINT(-61.87121 45.68314)",2011,2014,3,"2",15782
"POINT(-67.5 40.4)",1955,1987,32,"33",13299
"POINT(-61.56738 44.19795)",2002,2016,14,"13",12449
"POINT(-64.8083 47.67109)",2011,2014,3,"2",15359
"POINT(-61.181309 42.866877)",1978,1993,15,"6",10379
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11521
"POINT(-63.2 42)",1973,1986,13,"14",13329
"POINT(-75.321761 46.145838)",1989,1997,8,"8",13071
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13519
"POINT(-68.183899 43.174137)",1978,1986,8,"9",13027
"POINT(-59 49.25)",1965,2017,52,"53",14500
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12475
"POINT(-61.25 45.75)",1996,1997,1,"2",14050
"POINT(-67 41)",1950,1998,48,"49",13385
"POINT(-58.452138 49.69674)",1970,1994,24,"24",10438
"POINT(-52.782383 44.683779)",1970,1994,24,"24",10540
"POINT(-65.3 43)",1970,1997,27,"28",13155
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12004
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11964
"POINT(-65.50048 43.2532)",1970,1981,11,"12",11487
"POINT(-77.072526 44.096244)",1992,2012,20,"21",13479
"POINT(-59 49.25)",1965,2017,52,"53",14612
"POINT(-65.62222 47.65259)",2009,2010,1,"2",15540
"POINT(-58.635512 47.364248)",1977,1994,17,"4",10527
"POINT(-61.56738 44.19795)",1995,2016,21,"22",11632
"POINT(-71.71751 46.41901)",2016,2019,3,"3",15947
"POINT(-67 43)",1970,2010,40,"41",14289
"POINT(-72.88129 46.69751)",2016,2021,5,"6",15968
"POINT(-52.757812 52.054271)",1995,2009,14,"15",14885
"POINT(-65.50048 43.2532)",1970,1981,11,"12",12562
"POINT(-52.121122 50.695322)",1970,1994,24,"21",10561
"POINT(-62.067902 49.652037)",1972,1994,22,"20",10406
"POINT(-61.56738 44.19795)",2002,2016,14,"13",11381
"POINT(-71.093778 40.671798)",1968,2006,38,"39",14402
"POINT(-61.56738 44.19795)",1977,1981,4,"4",11928
"POINT(-61.56738 44.19795)",1972,1981,9,"2",12178
"POINT(-68.615921 41.275324)",1963,2016,53,"54",14428
"POINT(-68.871657 43.27657)",1985,2016,31,"32",14435
"POINT(-77.072526 44.096244)",1992,2018,26,"27",13668
"POINT(-59 44.1)",1976,1990,14,"15",13363
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13561
"POINT(-65.3 43)",1962,1988,26,"27",13261
"POINT(-63.888896 46.512101)",2011,2014,3,"2",15377
"POINT(-69.041914 40.95268)",1969,2008,39,"40",14588
"POINT(-61.652594 43.355895)",1970,2010,40,"41",11268
"POINT(-50.370609 48.414273)",1977,2000,23,"24",14368
"POINT(-71.71751 46.41901)",2016,2021,5,"3",16035
"POINT(-77.396957 43.50608)",1978,2018,40,"40",14008
"POINT(-66.214847 41.627502)",1980,1992,12,"8",10565
"POINT(-65.090012 44.451082)",1996,1997,1,"2",14078
"POINT(-55.995809 46.034584)",1984,1994,10,"7",10863
"POINT(-60.11667 44.08333)",1998,2010,12,"13",11231
"POINT(-65.50048 43.2532)",1970,1981,11,"12",12388
"POINT(-63.739472 45.85055)",2005,2009,4,"5",15766
"POINT(-52.782383 44.683779)",1973,1988,15,"5",10948
"POINT(-49.688298 48.040155)",1996,2009,13,"14",14835
"POINT(-65.50048 43.2532)",1983,1994,11,"12",11474
"POINT(-69.665 47.78333)",1994,2000,6,"7",15824
"POINT(-74.018383 39.10066)",1973,2002,29,"30",14171
"POINT(-64.573724 46.34102)",2004,2010,6,"7",15123
"POINT(-77.072526 44.096244)",1992,2018,26,"27",13674
"POINT(-68.871657 43.27657)",1985,2016,31,"32",14631
"POINT(-61.56738 44.19795)",1999,2014,15,"9",12174
"POINT(-70.87637 46.85767)",2016,2021,5,"6",16122
"POINT(-59.12841 47.47266)",1974,2010,36,"37",14580
"POINT(-63.2 42)",1973,1986,13,"14",13181
"POINT(-65.090012 44.451082)",1996,1997,1,"2",14092
"POINT(-63.427139 46.193528)",2011,2014,3,"2",15301
"POINT(-68.3 43.3)",2007,2014,7,"8",14554
"POINT(-78.523333 45.595278)",1952,1995,43,"43",12961
"POINT(-63.66575 45.8547)",2011,2014,3,"2",15543
"POINT(-62.74132 45.67583)",2005,2008,3,"4",15454
"POINT(-61.56738 44.19795)",1982,1994,12,"13",11457
"POINT(-65.098835 42.729563)",1973,1994,21,"19",10432
"POINT(-74.018383 39.10066)",1971,2016,45,"46",14732
"POINT(-65.50048 43.2532)",1995,2016,21,"22",12095
"POINT(-60.3 44.1)",1967,1990,23,"24",13375
"POINT(-72.88129 46.69751)",2016,2021,5,"6",16228
"POINT(-65.63232 43.2452)",1970,2010,40,"41",14211
"POINT(-57 46.06667)",1993,2013,20,"20",11212
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11678
"POINT(-65.50048 43.2532)",1986,1988,2,"2",12251
"POINT(-63.802767 46.136433)",2005,2008,3,"3",15549
"POINT(-74.381869 45.160229)",1984,2018,34,"17",13637
"POINT(-52.782383 44.683779)",1970,1994,24,"16",10991
"POINT(-52.757812 52.054271)",1977,1994,17,"18",14864
"POINT(-65.50048 43.2532)",1970,1981,11,"10",12009
"POINT(-65.50048 43.2532)",1970,1981,11,"12",11822
"POINT(-61 45)",1999,2006,7,"8",13021
"POINT(-52.782383 44.683779)",1970,1994,24,"19",10240
"POINT(-82.517801 41.970728)",2002,2003,1,"2",15022
"POINT(-86 50)",1970,2014,44,"45",12835
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13555
"POINT(-82.134735 48.575324)",2002,2004,2,"3",10098
"POINT(-71.71751 46.41901)",2017,2021,4,"4",16017
"POINT(-62.90725 46.058533)",2005,2010,5,"5",15213
"POINT(-80.116667 45.133333)",1991,1994,3,"4",12734
"POINT(-78.523333 45.595278)",1952,1995,43,"43",12947
"POINT(-56.766309 56.477534)",1978,1991,13,"8",10563
"POINT(-72.47958 46.88236)",2016,2021,5,"2",15961
"POINT(-52.150931 52.188158)",1978,1994,16,"17",13126
"POINT(-68.615921 41.275324)",1963,2016,53,"54",14484
"POINT(-65.63232 43.2452)",1970,2002,32,"33",14335
"POINT(-62.74132 45.67583)",2011,2014,3,"2",15361
"POINT(-65.50048 43.2532)",1995,2016,21,"22",12479
"POINT(-56.383301 46.711721)",1984,1993,9,"5",14868
"POINT(-48.319336 48.138699)",1984,1995,11,"12",14926
"POINT(-59.348941 46.441917)",1985,1994,9,"6",10490
"POINT(-57.690888 43.437611)",1970,1994,24,"16",11052
"POINT(-62.067902 49.652037)",1985,1994,9,"10",11099
