"id","source_name","source_id","source_record_id","scientific_name","authorship","rank","valid","valid_srid","classification_srids","created_at","modified_at","modified_by"
152635,"Catalogue of Life","1","6VM","Atherinopsidae",NULL,"family",True,"6VM","{5T6MX,N,CH2,CT,RY,6VM}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
289716,"Catalogue of Life","1","HBJ","Tortricidae",NULL,"family",True,"HBJ","{5T6MX,N,RT,H6,LP,5RG,HBJ}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
195495,"GBIF Backbone Taxonomy","11","4957","Candaciidae",NULL,"family",True,"4957","{1,54,9421786,679,4957}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
204925,"GBIF Backbone Taxonomy","11","3323","Dentaliidae",NULL,"family",True,"3323","{1,52,276,1152,3323}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
191396,"ITIS","3","159540","Molgulidae",NULL,"family",True,"159540","{202423,914154,914156,158852,158853,158854,159224,159225,159540}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
22344,"ITIS","3","19275","Fagaceae",NULL,"family",True,"19275","{202422,954898,846494,954900,846496,846504,18063,846548,19273,19275}","2021-11-22 16:46:51.554553-05","2021-11-22 16:46:51.554553-05","vbeaure"
184237,"ITIS","3","85075","Trachyleberididae",NULL,"family",True,"85075","{202423,914154,914155,914158,82696,83677,84195,84409,609939,609943,609966,85075}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
22218,"GBIF Backbone Taxonomy","11","3925","Pinaceae",NULL,"family",True,"3925","{6,7707728,194,640,3925}","2021-11-22 16:46:51.554553-05","2021-11-22 16:46:51.554553-05","vbeaure"
278663,"ITIS","3","29034","Zygophyllaceae",NULL,"family",True,"29034","{202422,954898,846494,954900,846496,846504,18063,846548,846631,29034}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
195758,"Catalogue of Life","1","7NFV5","Aequoreidae",NULL,"family",True,"7NFV5","{5T6MX,N,CN2,6224W,7NF5F,7NG7R,7NFV5}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
171994,"GBIF Backbone Taxonomy","11","7873","Heptageniidae",NULL,"family",True,"7873","{1,54,216,1225,7873}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
282692,"Catalogue of Life","1","GVY","Tachinidae",NULL,"family",True,"GVY","{5T6MX,N,RT,H6,D2P,GVY}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
191067,"Catalogue of Life","1","7NJMK","Mactridae",NULL,"family",True,"7NJMK","{5T6MX,N,M2L,7NF3C,7NVXG,7NVXR,7VBDP,7NVY2,7NGCF,7NFPQ,7NJMK}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
206405,"Catalogue of Life","1","9JV","Echeneidae",NULL,"family",True,"9JV","{5T6MX,N,CH2,CT,PC,9JV}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
256306,"Catalogue of Life","1","8BT","Cleveaceae",NULL,"family",True,"8BT","{5T6MX,P,52,6224H,3HV,8BT}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
190790,"GBIF Backbone Taxonomy","11","3479","Corbulidae",NULL,"family",True,"3479","{1,52,137,9241244,3479}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
231628,"Catalogue of Life","1","626CB","Parmeliaceae",NULL,"family",True,"626CB","{5T6MX,F,SM,DM,3FC,626CB}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
184635,"Catalogue of Life","1","7NKDK","Periplomatidae",NULL,"family",True,"7NKDK","{5T6MX,N,M2L,7NF3C,7NVXG,7NVXR,7VBDP,7NVXV,7NH2L,7NKDK}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
260415,"GBIF Backbone Taxonomy","11","5464","Dermochelyidae",NULL,"family",True,"5464","{1,44,358,793,5464}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
152364,"ITIS","3","202002","Moronidae",NULL,"family",True,"202002","{202423,914154,914156,158852,331030,914179,161061,161105,166082,167640,167641,202002}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
197736,"GBIF Backbone Taxonomy","11","9595","Beroidae",NULL,"family",True,"9595","{1,51,224,824,9595}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
183891,"ITIS","3","67224","Flabelligeridae",NULL,"family",True,"67224","{202423,914154,914155,914159,64357,64358,914195,555669,555672,67224}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
203112,"Catalogue of Life","1","66P","Alepocephalidae",NULL,"family",True,"66P","{5T6MX,N,CH2,CT,3QF,66P}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
203426,"Catalogue of Life","1","7NFXL","Anomiidae",NULL,"family",True,"7NFXL","{5T6MX,N,M2L,7NF3C,7NVXG,7NF5P,7NG8V,7NGGH,7NFXL}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
201110,"ITIS","3","157151","Echinasteridae",NULL,"family",True,"157151","{202423,914154,914156,156857,914171,156862,988845,157060,157151}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
198134,"ITIS","3","53878","Mertensiidae",NULL,"family",True,"53878","{202423,914153,53856,53858,53859,53878}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
251813,"GBIF Backbone Taxonomy","11","8343","Candelariaceae",NULL,"family",True,"8343","{5,95,10792796,1269,8343}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
174477,"ITIS","3","76676","Physidae",NULL,"family",True,"76676","{202423,914154,914155,914159,69458,69459,76437,76676}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
276229,"ITIS","3","114321","Erotylidae",NULL,"family",True,"114321","{202423,914154,914155,914158,82696,563886,99208,100500,563890,914213,109216,112747,678305,114289,114321}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
233013,"GBIF Backbone Taxonomy","11","6116","Ptilidiaceae",NULL,"family",True,"6116","{6,9,126,914,6116}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
182167,"GBIF Backbone Taxonomy","11","6184","Cucumariidae",NULL,"family",True,"6184","{1,50,222,1482,6184}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
294871,"GBIF Backbone Taxonomy","11","9198","Anguidae",NULL,"family",True,"9198","{1,44,358,715,9198}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
278357,"GBIF Backbone Taxonomy","11","7015","Noctuidae",NULL,"family",True,"7015","{1,54,216,797,7015}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
198722,"GBIF Backbone Taxonomy","11","7144","Chaetocerotaceae",NULL,"family",True,"7144","{4,98,7947184,1096,7144}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
183731,"Catalogue of Life","1","84JVY","Apistobranchidae",NULL,"family",True,"84JVY","{5T6MX,N,NN,GS,84JPG,84JPH,44T,85GCQ,84JVY}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
154631,"Catalogue of Life","1","HLW","Turdidae",NULL,"family",True,"HLW","{5T6MX,N,CH2,V2,3RL,HLW}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
176256,"GBIF Backbone Taxonomy","11","5574","Nymphomyiidae",NULL,"family",True,"5574","{1,54,216,11352458,5574}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
179958,"GBIF Backbone Taxonomy","11","2225","Stomiidae",NULL,"family",True,"2225","{1,44,204,774,2225}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
289936,"GBIF Backbone Taxonomy","11","8223","Rhaphidophoridae",NULL,"family",True,"8223","{1,54,216,1458,8223}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
209435,"VASCAN","147","190","Plantaginaceae",NULL,"family",True,"190","{73,8,4,36,190}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
172364,"Catalogue of Life","1","6JH","Apataniidae",NULL,"family",True,"6JH","{5T6MX,N,RT,H6,TR2,5B3,6JH}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
165880,"GBIF Backbone Taxonomy","11","6852","Dreissenidae",NULL,"family",True,"6852","{1,52,137,9241244,6852}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
269706,"ITIS","3","32248","Phrymaceae",NULL,"family",True,"32248","{202422,954898,846494,954900,846496,846504,18063,846535,31632,32248}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
178885,"Catalogue of Life","1","GPC","Stichaeidae",NULL,"family",True,"GPC","{5T6MX,N,CH2,CT,PC,GPC}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
277209,"ITIS","3","93262","Oniscidae",NULL,"family",True,"93262","{202423,914154,914155,914158,82696,83677,89787,89801,573755,92120,93223,331642,621183,93262}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
180142,"Catalogue of Life","1","626ZQ","Sparidae",NULL,"family",True,"626ZQ","{5T6MX,N,CH2,CT,PC,626ZQ}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
270296,"VASCAN","147","234","Verbenaceae",NULL,"family",True,"234","{73,8,4,36,234}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
231013,"Catalogue of Life","1","CVB","Molidae",NULL,"family",True,"CVB","{5T6MX,N,CH2,CT,47D,CVB}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
280651,"GBIF Backbone Taxonomy","11","4171","Amanitaceae",NULL,"family",True,"4171","{5,34,186,1499,4171}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
205710,"ITIS","3","566888","Calliostomatidae",NULL,"family",True,"566888","{202423,914154,914155,914159,69458,69459,78780,69461,566888}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
188886,"ITIS","3","66126","Goniadidae",NULL,"family",True,"66126","{202423,914154,914155,914159,64357,64358,914194,914225,66126}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
198874,"Catalogue of Life","1","7NHJP","Eucalanidae",NULL,"family",True,"7NHJP","{5T6MX,N,RT,CG,7NF55,7NF5S,7NF5Y,7NF8B,7NHJP}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
237805,"ITIS","3","27768","Elaeagnaceae",NULL,"family",True,"27768","{202422,954898,846494,954900,846496,846504,18063,846548,24057,27768}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
174233,"ITIS","3","193642","Helophoridae",NULL,"family",True,"193642","{202423,914154,914155,914158,82696,563886,99208,100500,563890,914213,109216,112747,678301,112752,193642}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
200177,"ITIS","3","10950","Corynophlaeaceae",NULL,"family",True,"10950","{630578,590735,660055,10686,10687,10950}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
282710,"ITIS","3","152643","Tachinidae",NULL,"family",True,"152643","{202423,914154,914155,914158,82696,563886,99208,100500,563890,914213,118831,130052,131750,152643}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
22080,"GBIF Backbone Taxonomy","11","6664","Salicaceae",NULL,"family",True,"6664","{6,7707728,220,1414,6664}","2021-11-22 16:46:51.554553-05","2021-11-22 16:46:51.554553-05","vbeaure"
184718,"Catalogue of Life","1","84KGH","Maldanidae",NULL,"family",True,"84KGH","{5T6MX,N,NN,GS,84JPG,84JPF,84KGH}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
177612,"GBIF Backbone Taxonomy","11","6685","Malvaceae",NULL,"family",True,"6685","{6,7707728,220,941,6685}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
251583,"Catalogue of Life","1","84KHV","Leperditiidae",NULL,"family",True,"84KHV","{5T6MX,N,RT,62299,857XC,8FZCZ,84KHV}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
244828,"Catalogue of Life","1","623YP","Encalyptaceae",NULL,"family",True,"623YP","{5T6MX,P,BRY,8K,3W2,623YP}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
234490,"GBIF Backbone Taxonomy","11","4936000","Comandraceae",NULL,"family",True,"4936000","{6,7707728,220,934,4936000}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
165940,"VASCAN","147","201","Potamogetonaceae",NULL,"family",True,"201","{73,8,2,1,201}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
181452,"GBIF Backbone Taxonomy","11","4253","Carangidae",NULL,"family",True,"4253","{1,44,204,587,4253}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
174769,"ITIS","3","115257","Philopotamidae",NULL,"family",True,"115257","{202423,914154,914155,914158,82696,563886,99208,100500,563890,914213,115095,598159,115257}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
283383,"Catalogue of Life","1","622GQ","Bromeliaceae",NULL,"family",True,"622GQ","{5T6MX,P,TP,L2L,627VM,622GQ}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
153310,"GBIF Backbone Taxonomy","11","3101","Ambystomatidae",NULL,"family",True,"3101","{1,44,131,953,3101}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
207058,"ITIS","3","955049","Calliergonaceae",NULL,"family",True,"955049","{202422,954898,846494,954900,14189,15754,15797,16121,955049}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
183469,"GBIF Backbone Taxonomy","11","6881","Myidae",NULL,"family",True,"6881","{1,52,137,9241244,6881}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
235073,"ITIS","3","18410","Ranunculaceae",NULL,"family",True,"18410","{202422,954898,846494,954900,846496,846504,18063,846547,18409,18410}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
344222,"Catalogue of Life","1","685","Alopiidae",NULL,"family",True,"685","{5T6MX,N,CH2,8V4V3,8V4V5,8X6G5,LB,3F5,685}","2022-10-28 16:27:01.095739-04","2022-10-28 16:27:01.095739-04","vbeaure"
247960,"ITIS","3","16416","Fontinalaceae",NULL,"family",True,"16416","{202422,954898,846494,954900,14189,15754,15797,16121,16416}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
208632,"Catalogue of Life","1","7NKXV","Scaphandridae",NULL,"family",True,"7NKXV","{5T6MX,N,M2L,7NF3Y,7NVXJ,7NF59,7VBDS,7NF8J,7NGVJ,7NKXV}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
197981,"Catalogue of Life","1","7NKD4","Peltidiidae",NULL,"family",True,"7NKD4","{5T6MX,N,RT,CG,7NF55,7NF5S,7NF5Z,7NFBH,7NKD4}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
233511,"Catalogue of Life","1","6DY","Andreaeaceae",NULL,"family",True,"6DY","{5T6MX,P,BRY,7Q,PG,6DY}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
176616,"GBIF Backbone Taxonomy","11","5368","Janiridae",NULL,"family",True,"5368","{1,54,229,643,5368}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
19,"ITIS","3","24538","Rosaceae",NULL,"family",True,"24538","{202422,954898,846494,954900,846496,846504,18063,846548,24057,24538}","2021-11-19 15:12:56.919199-05","2021-11-19 15:12:56.919199-05","vbeaure"
241099,"ITIS","3","846226","Moerckiaceae",NULL,"family",True,"846226","{202422,954898,846494,954900,846119,846124,846138,846160,846184,846226}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
194460,"Catalogue of Life","1","7NG9Z","Campanulariidae",NULL,"family",True,"7NG9Z","{5T6MX,N,CN2,6224W,7NF5F,7NG7R,7NG9Z}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
184051,"Catalogue of Life","1","7NK9R","Pandoridae",NULL,"family",True,"7NK9R","{5T6MX,N,M2L,7NF3C,7NVXG,7NVXR,7VBDP,7NVXV,7NGV6,7NK9R}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
191276,"Catalogue of Life","1","7NG9K","Calyptraeidae",NULL,"family",True,"7NG9K","{5T6MX,N,M2L,7NF3Y,7NVXH,7NG7T,7NGJL,7NG9K}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
189674,"GBIF Backbone Taxonomy","11","6279","Scalibregmatidae",NULL,"family",True,"6279","{1,42,256,6279,2318230}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
172308,"Catalogue of Life","1","624MR","Metretopodidae",NULL,"family",True,"624MR","{5T6MX,N,RT,H6,372,624MR}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
262861,"VASCAN","147","166","Melanthiaceae",NULL,"family",True,"166","{73,8,2,39,166}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
182536,"Catalogue of Life","1","7NG2B","Astartidae",NULL,"family",True,"7NG2B","{5T6MX,N,M2L,7NF3C,7NVXG,7NVXR,7VBDN,7NG2M,7NFMR,7NG2B}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
166653,"VASCAN","147","99","Butomaceae",NULL,"family",True,"99","{73,8,2,1,99}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
252908,"ITIS","3","15411","Blasiaceae",NULL,"family",True,"15411","{202422,954898,846494,954900,846119,846123,846137,846150,15411}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
176216,"Catalogue of Life","1","CZP","Muscidae",NULL,"family",True,"CZP","{5T6MX,N,RT,H6,D2P,CZP}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
179935,"Catalogue of Life","1","GQ8","Stomiidae",NULL,"family",True,"GQ8","{5T6MX,N,CH2,CT,463,GQ8}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
153875,"Catalogue of Life","1","87C3H","Cryptochiridae",NULL,"family",True,"87C3H","{5T6MX,N,RT,MC,33N,7NFJ8,87BWK,87C3H}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
183927,"GBIF Backbone Taxonomy","11","5305","Leuconidae",NULL,"family",True,"5305","{1,54,229,1500,5305}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
173082,"ITIS","3","116547","Leptoceridae",NULL,"family",True,"116547","{202423,914154,914155,914158,82696,563886,99208,100500,563890,914213,115095,598160,116547}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
176695,"Catalogue of Life","1","7NK5S","Ophiacanthidae",NULL,"family",True,"7NK5S","{5T6MX,N,CHN,7NF2N,FH,8FZ2N,844GG,844GL,7NG8N,844H3,7NK5S}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
210352,"Catalogue of Life","1","625MK","Pieridae",NULL,"family",True,"625MK","{5T6MX,N,RT,H6,LP,5G9,625MK}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
155147,"GBIF Backbone Taxonomy","11","5242","Fringillidae",NULL,"family",True,"5242","{1,44,212,729,5242}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
242082,"Catalogue of Life","1","623RY","Fissidentaceae",NULL,"family",True,"623RY","{5T6MX,P,BRY,8K,6223M,623RY}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
159786,"Catalogue of Life","1","CYC","Motacillidae",NULL,"family",True,"CYC","{5T6MX,N,CH2,V2,3RL,CYC}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
240162,"Catalogue of Life","1","6GS","Antheliaceae",NULL,"family",True,"6GS","{5T6MX,P,52,D4,623BQ,6GS}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
172647,"ITIS","3","115398","Hydropsychidae",NULL,"family",True,"115398","{202423,914154,914155,914158,82696,563886,99208,100500,563890,914213,115095,598158,115398}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
240380,"GBIF Backbone Taxonomy","11","2287","Cephaloziellaceae",NULL,"family",True,"2287","{6,9,126,381,2287}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
153878,"Catalogue of Life","1","7NGBD","Cancridae",NULL,"family",True,"7NGBD","{5T6MX,N,RT,MC,33N,7NFJ8,87BWK,87C3H,87J28,7NFM8,7NGBD}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
280715,"GBIF Backbone Taxonomy","11","7298","Conopidae",NULL,"family",True,"7298","{1,54,216,11352458,7298}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
164785,"GBIF Backbone Taxonomy","11","5238","Diomedeidae",NULL,"family",True,"5238","{1,44,212,7192755,5238}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
274026,"ITIS","3","180360","Muridae",NULL,"family",True,"180360","{202423,914154,914156,158852,331030,914179,914181,179913,179916,179925,180130,180273,970141,180360}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
154321,"GBIF Backbone Taxonomy","11","6176","Icteridae",NULL,"family",True,"6176","{1,44,212,729,6176}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
192713,"ITIS","3","91554","Leptocheliidae",NULL,"family",True,"91554","{202423,914154,914155,914158,82696,83677,89787,89801,573755,91061,609946,609981,91554}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
209445,"GBIF Backbone Taxonomy","11","2420","Plantaginaceae",NULL,"family",True,"2420","{6,7707728,220,408,2420}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
208935,"ITIS","3","92484","Aegidae",NULL,"family",True,"92484","{202423,914154,914155,914158,82696,83677,89787,89801,573755,92120,92224,92484}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
295875,"GBIF Backbone Taxonomy","11","3346","Culicidae",NULL,"family",True,"3346","{1,54,216,11352458,3346}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
291506,"GBIF Backbone Taxonomy","11","3795","Cleridae",NULL,"family",True,"3795","{1,54,216,1470,3795}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
195724,"ITIS","3","95500","Euphausiidae",NULL,"family",True,"95500","{202423,914154,914155,914158,82696,83677,89787,89801,95495,95496,95500}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
183543,"ITIS","3","79123","Nuculidae",NULL,"family",True,"79123","{202423,914154,914155,914159,69458,79118,566846,566853,79123}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
294749,"ITIS","3","180101","Dasypodidae",NULL,"family",True,"180101","{202423,914154,914156,158852,331030,914179,914181,179913,179916,179925,727501,180101}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
191695,"GBIF Backbone Taxonomy","11","4415","Aoridae",NULL,"family",True,"4415","{1,54,229,1231,4415}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
256603,"GBIF Backbone Taxonomy","11","4645","Funariaceae",NULL,"family",True,"4645","{6,35,327,1338,4645}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
210367,"ITIS","3","117267","Pieridae",NULL,"family",True,"117267","{202423,914154,914155,914158,82696,563886,99208,100500,563890,914213,117232,117235,117267}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
183181,"ITIS","3","66659","Paraonidae",NULL,"family",True,"66659","{202423,914154,914155,914159,64357,64358,914195,914221,66659}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
194437,"Catalogue of Life","1","7NJFH","Limacinidae",NULL,"family",True,"7NJFH","{5T6MX,N,M2L,7NF3Y,7NVXJ,7NF59,7VBDS,7NFFH,7NVZM,7NGPW,7NJFH}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
179088,"GBIF Backbone Taxonomy","11","2187","Etmopteridae",NULL,"family",True,"2187","{1,44,121,883,2187}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
153445,"ITIS","3","174121","Colubridae",NULL,"family",True,"174121","{202423,914154,914156,158852,331030,914179,914181,173747,173861,174118,634390,174121}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
285041,"ITIS","3","709291","Crabronidae",NULL,"family",True,"709291","{202423,914154,914155,914158,82696,563886,99208,100500,563890,914213,152741,152864,709253,154344,709291}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
207594,"GBIF Backbone Taxonomy","11","4209","Aeshnidae",NULL,"family",True,"4209","{1,54,216,789,4209}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
182985,"ITIS","3","98689","Portunidae",NULL,"family",True,"98689","{202423,914154,914155,914158,82696,83677,89787,89801,95495,95599,96105,98276,206959,98689}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
276695,"Catalogue of Life","1","FKV","Reduviidae",NULL,"family",True,"FKV","{5T6MX,N,RT,H6,HP,5LW,FKV}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
283861,"ITIS","3","181336","Reticulariaceae",NULL,"family",True,"181336","{555705,13762,13771,13773,13776,181336}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
264016,"Catalogue of Life","1","DX3","Papaveraceae",NULL,"family",True,"DX3","{5T6MX,P,TP,MG,3XS,DX3}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
254817,"GBIF Backbone Taxonomy","11","4631","Timmiaceae",NULL,"family",True,"4631","{6,35,327,1333,4631}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
154907,"Catalogue of Life","1","BSK","Laridae",NULL,"family",True,"BSK","{5T6MX,N,CH2,V2,X3,BSK}","2021-11-23 11:27:50.388395-05","2021-11-23 11:27:50.388395-05","postgres"
