"obs_count","taxa_count","fid","within_quebec","geom"
77,38,855451,True,"MULTIPOLYGON(((-70.79098218039454 54.65109468086872,-71.2401398224543 54.80084929792614,-71.2401398224543 55.098701058943526,-70.79098218039454 55.24680027961811,-70.34182453833476 55.098701058943526,-70.34182453833476 54.80084929792614,-70.79098218039454 54.65109468086872)))"
18,9,855452,True,"MULTIPOLYGON(((-70.79098218039454 55.54135067495744,-71.2401398224543 55.68780399105903,-71.2401398224543 55.9790722914612,-70.79098218039454 56.123889478634865,-70.34182453833476 55.9790722914612,-70.34182453833476 55.68780399105903,-70.79098218039454 55.54135067495744)))"
68,22,855453,True,"MULTIPOLYGON(((-70.79098218039454 56.41189550781593,-71.2401398224543 56.55508661092018,-71.2401398224543 56.839850716659654,-70.79098218039454 56.98142603547739,-70.34182453833476 56.839850716659654,-70.34182453833476 56.55508661092018,-70.79098218039454 56.41189550781593)))"
17,1,855454,True,"MULTIPOLYGON(((-70.79098218039454 57.26296906137591,-71.2401398224543 57.40293913666191,-71.2401398224543 57.681282394574936,-70.79098218039454 57.81965799444261,-70.34182453833476 57.681282394574936,-70.34182453833476 57.40293913666191,-70.79098218039454 57.26296906137591)))"
25,20,855455,True,"MULTIPOLYGON(((-70.79098218039454 58.09482323759508,-71.2401398224543 58.23161534424471,-71.2401398224543 58.503624741029995,-70.79098218039454 58.63884453781967,-70.34182453833476 58.503624741029995,-70.34182453833476 58.23161534424471,-70.79098218039454 58.09482323759508)))"
331,135,855457,True,"MULTIPOLYGON(((-70.79098218039454 59.70193335847631,-71.2401398224543 59.83250515068524,-71.2401398224543 60.09212027069717,-70.79098218039454 60.22116625148502,-70.34182453833476 60.09212027069717,-70.34182453833476 59.83250515068524,-70.79098218039454 59.70193335847631)))"
532,114,855458,True,"MULTIPOLYGON(((-70.79098218039454 60.47774172561073,-71.2401398224543 60.605273902188486,-71.2401398224543 60.85883387799965,-70.79098218039454 60.98486438834694,-70.34182453833476 60.85883387799965,-70.34182453833476 60.605273902188486,-70.79098218039454 60.47774172561073)))"
32954,270,855459,True,"MULTIPOLYGON(((-70.34182453833476 45.17424592827279,-70.79098218039454 45.35676185632765,-70.79098218039454 45.72003337687708,-70.34182453833476 45.90078910917727,-69.89266689627502 45.72003337687708,-69.89266689627502 45.35676185632765,-70.34182453833476 45.17424592827279)))"
183849,480,855460,True,"MULTIPOLYGON(((-70.34182453833476 46.2605410411582,-70.79098218039454 46.43953751872483,-70.79098218039454 46.795772360332826,-70.34182453833476 46.97301113617428,-69.89266689627502 46.795772360332826,-69.89266689627502 46.43953751872483,-70.34182453833476 46.2605410411582)))"
200682,723,855461,True,"MULTIPOLYGON(((-70.34182453833476 47.32573259083572,-70.79098218039454 47.50121581120846,-70.79098218039454 47.850428750131066,-70.34182453833476 48.024159135835944,-69.89266689627502 47.850428750131066,-69.89266689627502 47.50121581120846,-70.34182453833476 47.32573259083572)))"
31049,206,855462,True,"MULTIPOLYGON(((-70.34182453833476 48.3698695606592,-70.79098218039454 48.54185038840175,-70.79098218039454 48.884065394003045,-70.34182453833476 49.0543004778452,-69.89266689627502 48.884065394003045,-69.89266689627502 48.54185038840175,-70.34182453833476 48.3698695606592)))"
8769,132,855463,True,"MULTIPOLYGON(((-70.34182453833476 49.3930282153543,-70.79098218039454 49.56152188828269,-70.79098218039454 49.89677152835408,-70.34182453833476 50.06352862398913,-69.89266689627502 49.89677152835408,-69.89266689627502 49.56152188828269,-70.34182453833476 49.3930282153543)))"
3688,102,855464,True,"MULTIPOLYGON(((-70.34182453833476 50.39531032037834,-70.79098218039454 50.56033615484632,-70.79098218039454 50.88866100833348,-70.34182453833476 51.05196136232246,-69.89266689627502 50.88866100833348,-69.89266689627502 50.56033615484632,-70.34182453833476 50.39531032037834)))"
1504,83,855465,True,"MULTIPOLYGON(((-70.34182453833476 51.37684138502317,-70.79098218039454 51.538422486042094,-70.79098218039454 51.85987056614272,-70.34182453833476 52.01973907100145,-69.89266689627502 51.85987056614272,-69.89266689627502 51.538422486042094,-70.34182453833476 51.37684138502317)))"
186,35,855466,True,"MULTIPOLYGON(((-70.34182453833476 52.33776893795314,-70.79098218039454 52.49593191547987,-70.79098218039454 52.81055810568268,-70.34182453833476 52.96702301969378,-69.89266689627502 52.81055810568268,-69.89266689627502 52.49593191547987,-70.34182453833476 52.33776893795314)))"
479,48,855467,True,"MULTIPOLYGON(((-70.34182453833476 53.27826084269948,-70.79098218039454 53.43303553523545,-70.79098218039454 53.74090104049521,-70.34182453833476 53.89399371533502,-69.89266689627502 53.74090104049521,-69.89266689627502 53.43303553523545,-70.34182453833476 53.27826084269948)))"
1919,99,855468,True,"MULTIPOLYGON(((-70.34182453833476 54.19850365951542,-70.79098218039454 54.34992286598044,-70.79098218039454 54.65109468086872,-70.34182453833476 54.80084929792614,-69.89266689627502 54.65109468086872,-69.89266689627502 54.34992286598044,-70.34182453833476 54.19850365951542)))"
6,1,855469,True,"MULTIPOLYGON(((-70.34182453833476 55.098701058943526,-70.79098218039454 55.24680027961811,-70.79098218039454 55.54135067495744,-70.34182453833476 55.68780399105903,-69.89266689627502 55.54135067495744,-69.89266689627502 55.24680027961811,-70.34182453833476 55.098701058943526)))"
2,1,855470,True,"MULTIPOLYGON(((-70.34182453833476 55.9790722914612,-70.79098218039454 56.123889478634865,-70.79098218039454 56.41189550781593,-70.34182453833476 56.55508661092018,-69.89266689627502 56.41189550781593,-69.89266689627502 56.123889478634865,-70.34182453833476 55.9790722914612)))"
36,5,855471,True,"MULTIPOLYGON(((-70.34182453833476 56.839850716659654,-70.79098218039454 56.98142603547739,-70.79098218039454 57.26296906137591,-70.34182453833476 57.40293913666191,-69.89266689627502 57.26296906137591,-69.89266689627502 56.98142603547739,-70.34182453833476 56.839850716659654)))"
387,100,855472,True,"MULTIPOLYGON(((-70.34182453833476 57.681282394574936,-70.79098218039454 57.81965799444261,-70.79098218039454 58.09482323759508,-70.34182453833476 58.23161534424471,-69.89266689627502 58.09482323759508,-69.89266689627502 57.81965799444261,-70.34182453833476 57.681282394574936)))"
1186,168,855473,True,"MULTIPOLYGON(((-70.34182453833476 58.503624741029995,-70.79098218039454 58.63884453781967,-70.79098218039454 58.90772064628476,-70.34182453833476 59.04137950514466,-69.89266689627502 58.90772064628476,-69.89266689627502 58.63884453781967,-70.34182453833476 58.503624741029995)))"
3,1,855474,True,"MULTIPOLYGON(((-70.34182453833476 59.307145248161845,-70.79098218039454 59.43925471735169,-70.79098218039454 59.70193335847631,-70.34182453833476 59.83250515068524,-69.89266689627502 59.70193335847631,-69.89266689627502 59.43925471735169,-70.34182453833476 59.307145248161845)))"
1329,181,855475,True,"MULTIPOLYGON(((-70.34182453833476 60.09212027069717,-70.79098218039454 60.22116625148502,-70.79098218039454 60.47774172561073,-70.34182453833476 60.605273902188486,-69.89266689627502 60.47774172561073,-69.89266689627502 60.22116625148502,-70.34182453833476 60.09212027069717)))"
352,103,855476,True,"MULTIPOLYGON(((-70.34182453833476 60.85883387799965,-70.79098218039454 60.98486438834694,-70.79098218039454 61.23543326433037,-70.34182453833476 61.359974366647215,-69.89266689627502 61.23543326433037,-69.89266689627502 60.98486438834694,-70.34182453833476 60.85883387799965)))"
9775,190,855477,True,"MULTIPOLYGON(((-69.89266689627502 45.72003337687708,-70.34182453833476 45.90078910917727,-70.34182453833476 46.2605410411582,-69.89266689627502 46.43953751872483,-69.44350925421524 46.2605410411582,-69.44350925421524 45.90078910917727,-69.89266689627502 45.72003337687708)))"
411290,621,855478,True,"MULTIPOLYGON(((-69.89266689627502 46.795772360332826,-70.34182453833476 46.97301113617428,-70.34182453833476 47.32573259083572,-69.89266689627502 47.50121581120846,-69.44350925421524 47.32573259083572,-69.44350925421524 46.97301113617428,-69.89266689627502 46.795772360332826)))"
303285,635,855479,True,"MULTIPOLYGON(((-69.89266689627502 47.850428750131066,-70.34182453833476 48.024159135835944,-70.34182453833476 48.3698695606592,-69.89266689627502 48.54185038840175,-69.44350925421524 48.3698695606592,-69.44350925421524 48.024159135835944,-69.89266689627502 47.850428750131066)))"
15194,141,855480,True,"MULTIPOLYGON(((-69.89266689627502 48.884065394003045,-70.34182453833476 49.0543004778452,-70.34182453833476 49.3930282153543,-69.89266689627502 49.56152188828269,-69.44350925421524 49.3930282153543,-69.44350925421524 49.0543004778452,-69.89266689627502 48.884065394003045)))"
4236,88,855481,True,"MULTIPOLYGON(((-69.89266689627502 49.89677152835408,-70.34182453833476 50.06352862398913,-70.34182453833476 50.39531032037834,-69.89266689627502 50.56033615484632,-69.44350925421524 50.39531032037834,-69.44350925421524 50.06352862398913,-69.89266689627502 49.89677152835408)))"
1821,29,855482,True,"MULTIPOLYGON(((-69.89266689627502 50.88866100833348,-70.34182453833476 51.05196136232246,-70.34182453833476 51.37684138502317,-69.89266689627502 51.538422486042094,-69.44350925421524 51.37684138502317,-69.44350925421524 51.05196136232246,-69.89266689627502 50.88866100833348)))"
374,27,855483,True,"MULTIPOLYGON(((-69.89266689627502 51.85987056614272,-70.34182453833476 52.01973907100145,-70.34182453833476 52.33776893795314,-69.89266689627502 52.49593191547987,-69.44350925421524 52.33776893795314,-69.44350925421524 52.01973907100145,-69.89266689627502 51.85987056614272)))"
890,127,855484,True,"MULTIPOLYGON(((-69.89266689627502 52.81055810568268,-70.34182453833476 52.96702301969378,-70.34182453833476 53.27826084269948,-69.89266689627502 53.43303553523545,-69.44350925421524 53.27826084269948,-69.44350925421524 52.96702301969378,-69.89266689627502 52.81055810568268)))"
614,96,855485,True,"MULTIPOLYGON(((-69.89266689627502 53.74090104049521,-70.34182453833476 53.89399371533502,-70.34182453833476 54.19850365951542,-69.89266689627502 54.34992286598044,-69.44350925421524 54.19850365951542,-69.44350925421524 53.89399371533502,-69.89266689627502 53.74090104049521)))"
1315,107,855486,True,"MULTIPOLYGON(((-69.89266689627502 54.65109468086872,-70.34182453833476 54.80084929792614,-70.34182453833476 55.098701058943526,-69.89266689627502 55.24680027961811,-69.44350925421524 55.098701058943526,-69.44350925421524 54.80084929792614,-69.89266689627502 54.65109468086872)))"
19,1,855487,True,"MULTIPOLYGON(((-69.89266689627502 55.54135067495744,-70.34182453833476 55.68780399105903,-70.34182453833476 55.9790722914612,-69.89266689627502 56.123889478634865,-69.44350925421524 55.9790722914612,-69.44350925421524 55.68780399105903,-69.89266689627502 55.54135067495744)))"
26,1,855488,True,"MULTIPOLYGON(((-69.89266689627502 56.41189550781593,-70.34182453833476 56.55508661092018,-70.34182453833476 56.839850716659654,-69.89266689627502 56.98142603547739,-69.44350925421524 56.839850716659654,-69.44350925421524 56.55508661092018,-69.89266689627502 56.41189550781593)))"
629,145,855489,True,"MULTIPOLYGON(((-69.89266689627502 57.26296906137591,-70.34182453833476 57.40293913666191,-70.34182453833476 57.681282394574936,-69.89266689627502 57.81965799444261,-69.44350925421524 57.681282394574936,-69.44350925421524 57.40293913666191,-69.89266689627502 57.26296906137591)))"
813,180,855490,True,"MULTIPOLYGON(((-69.89266689627502 58.09482323759508,-70.34182453833476 58.23161534424471,-70.34182453833476 58.503624741029995,-69.89266689627502 58.63884453781967,-69.44350925421524 58.503624741029995,-69.44350925421524 58.23161534424471,-69.89266689627502 58.09482323759508)))"
1985,222,855491,True,"MULTIPOLYGON(((-69.89266689627502 58.90772064628476,-70.34182453833476 59.04137950514466,-70.34182453833476 59.307145248161845,-69.89266689627502 59.43925471735169,-69.44350925421524 59.307145248161845,-69.44350925421524 59.04137950514466,-69.89266689627502 58.90772064628476)))"
573,125,855492,True,"MULTIPOLYGON(((-69.89266689627502 59.70193335847631,-70.34182453833476 59.83250515068524,-70.34182453833476 60.09212027069717,-69.89266689627502 60.22116625148502,-69.44350925421524 60.09212027069717,-69.44350925421524 59.83250515068524,-69.89266689627502 59.70193335847631)))"
742,155,855493,True,"MULTIPOLYGON(((-69.89266689627502 60.47774172561073,-70.34182453833476 60.605273902188486,-70.34182453833476 60.85883387799965,-69.89266689627502 60.98486438834694,-69.44350925421524 60.85883387799965,-69.44350925421524 60.605273902188486,-69.89266689627502 60.47774172561073)))"
412018,653,855494,True,"MULTIPOLYGON(((-69.44350925421524 47.32573259083572,-69.89266689627502 47.50121581120846,-69.89266689627502 47.850428750131066,-69.44350925421524 48.024159135835944,-68.9943516121555 47.850428750131066,-68.9943516121555 47.50121581120846,-69.44350925421524 47.32573259083572)))"
105633,500,855495,True,"MULTIPOLYGON(((-69.44350925421524 48.3698695606592,-69.89266689627502 48.54185038840175,-69.89266689627502 48.884065394003045,-69.44350925421524 49.0543004778452,-68.9943516121555 48.884065394003045,-68.9943516121555 48.54185038840175,-69.44350925421524 48.3698695606592)))"
6613,114,855496,True,"MULTIPOLYGON(((-69.44350925421524 49.3930282153543,-69.89266689627502 49.56152188828269,-69.89266689627502 49.89677152835408,-69.44350925421524 50.06352862398913,-68.9943516121555 49.89677152835408,-68.9943516121555 49.56152188828269,-69.44350925421524 49.3930282153543)))"
4042,95,855497,True,"MULTIPOLYGON(((-69.44350925421524 50.39531032037834,-69.89266689627502 50.56033615484632,-69.89266689627502 50.88866100833348,-69.44350925421524 51.05196136232246,-68.9943516121555 50.88866100833348,-68.9943516121555 50.56033615484632,-69.44350925421524 50.39531032037834)))"
2885,49,855498,True,"MULTIPOLYGON(((-69.44350925421524 51.37684138502317,-69.89266689627502 51.538422486042094,-69.89266689627502 51.85987056614272,-69.44350925421524 52.01973907100145,-68.9943516121555 51.85987056614272,-68.9943516121555 51.538422486042094,-69.44350925421524 51.37684138502317)))"
107,3,855499,True,"MULTIPOLYGON(((-69.44350925421524 52.33776893795314,-69.89266689627502 52.49593191547987,-69.89266689627502 52.81055810568268,-69.44350925421524 52.96702301969378,-68.9943516121555 52.81055810568268,-68.9943516121555 52.49593191547987,-69.44350925421524 52.33776893795314)))"
385,72,855500,True,"MULTIPOLYGON(((-69.44350925421524 53.27826084269948,-69.89266689627502 53.43303553523545,-69.89266689627502 53.74090104049521,-69.44350925421524 53.89399371533502,-68.9943516121555 53.74090104049521,-68.9943516121555 53.43303553523545,-69.44350925421524 53.27826084269948)))"
102,23,855501,True,"MULTIPOLYGON(((-69.44350925421524 54.19850365951542,-69.89266689627502 54.34992286598044,-69.89266689627502 54.65109468086872,-69.44350925421524 54.80084929792614,-68.9943516121555 54.65109468086872,-68.9943516121555 54.34992286598044,-69.44350925421524 54.19850365951542)))"
21,1,855502,True,"MULTIPOLYGON(((-69.44350925421524 55.098701058943526,-69.89266689627502 55.24680027961811,-69.89266689627502 55.54135067495744,-69.44350925421524 55.68780399105903,-68.9943516121555 55.54135067495744,-68.9943516121555 55.24680027961811,-69.44350925421524 55.098701058943526)))"
163,32,855503,True,"MULTIPOLYGON(((-69.44350925421524 55.9790722914612,-69.89266689627502 56.123889478634865,-69.89266689627502 56.41189550781593,-69.44350925421524 56.55508661092018,-68.9943516121555 56.41189550781593,-68.9943516121555 56.123889478634865,-69.44350925421524 55.9790722914612)))"
1425,205,855504,True,"MULTIPOLYGON(((-69.44350925421524 56.839850716659654,-69.89266689627502 56.98142603547739,-69.89266689627502 57.26296906137591,-69.44350925421524 57.40293913666191,-68.9943516121555 57.26296906137591,-68.9943516121555 56.98142603547739,-69.44350925421524 56.839850716659654)))"
399,137,855505,True,"MULTIPOLYGON(((-69.44350925421524 57.681282394574936,-69.89266689627502 57.81965799444261,-69.89266689627502 58.09482323759508,-69.44350925421524 58.23161534424471,-68.9943516121555 58.09482323759508,-68.9943516121555 57.81965799444261,-69.44350925421524 57.681282394574936)))"
1078,197,855506,True,"MULTIPOLYGON(((-69.44350925421524 58.503624741029995,-69.89266689627502 58.63884453781967,-69.89266689627502 58.90772064628476,-69.44350925421524 59.04137950514466,-68.9943516121555 58.90772064628476,-68.9943516121555 58.63884453781967,-69.44350925421524 58.503624741029995)))"
77,24,855507,True,"MULTIPOLYGON(((-69.44350925421524 59.307145248161845,-69.89266689627502 59.43925471735169,-69.89266689627502 59.70193335847631,-69.44350925421524 59.83250515068524,-68.9943516121555 59.70193335847631,-68.9943516121555 59.43925471735169,-69.44350925421524 59.307145248161845)))"
761,157,855508,True,"MULTIPOLYGON(((-69.44350925421524 60.09212027069717,-69.89266689627502 60.22116625148502,-69.89266689627502 60.47774172561073,-69.44350925421524 60.605273902188486,-68.9943516121555 60.47774172561073,-68.9943516121555 60.22116625148502,-69.44350925421524 60.09212027069717)))"
82,19,855509,True,"MULTIPOLYGON(((-69.44350925421524 60.85883387799965,-69.89266689627502 60.98486438834694,-69.89266689627502 61.23543326433037,-69.44350925421524 61.359974366647215,-68.9943516121555 61.23543326433037,-68.9943516121555 60.98486438834694,-69.44350925421524 60.85883387799965)))"
17231,226,855510,True,"MULTIPOLYGON(((-68.9943516121555 46.795772360332826,-69.44350925421524 46.97301113617428,-69.44350925421524 47.32573259083572,-68.9943516121555 47.50121581120846,-68.54519397009572 47.32573259083572,-68.54519397009572 46.97301113617428,-68.9943516121555 46.795772360332826)))"
542095,846,855511,True,"MULTIPOLYGON(((-68.9943516121555 47.850428750131066,-69.44350925421524 48.024159135835944,-69.44350925421524 48.3698695606592,-68.9943516121555 48.54185038840175,-68.54519397009572 48.3698695606592,-68.54519397009572 48.024159135835944,-68.9943516121555 47.850428750131066)))"
18075,245,855512,True,"MULTIPOLYGON(((-68.9943516121555 48.884065394003045,-69.44350925421524 49.0543004778452,-69.44350925421524 49.3930282153543,-68.9943516121555 49.56152188828269,-68.54519397009572 49.3930282153543,-68.54519397009572 49.0543004778452,-68.9943516121555 48.884065394003045)))"
6753,130,855513,True,"MULTIPOLYGON(((-68.9943516121555 49.89677152835408,-69.44350925421524 50.06352862398913,-69.44350925421524 50.39531032037834,-68.9943516121555 50.56033615484632,-68.54519397009572 50.39531032037834,-68.54519397009572 50.06352862398913,-68.9943516121555 49.89677152835408)))"
5302,113,855514,True,"MULTIPOLYGON(((-68.9943516121555 50.88866100833348,-69.44350925421524 51.05196136232246,-69.44350925421524 51.37684138502317,-68.9943516121555 51.538422486042094,-68.54519397009572 51.37684138502317,-68.54519397009572 51.05196136232246,-68.9943516121555 50.88866100833348)))"
418,7,855515,True,"MULTIPOLYGON(((-68.9943516121555 51.85987056614272,-69.44350925421524 52.01973907100145,-69.44350925421524 52.33776893795314,-68.9943516121555 52.49593191547987,-68.54519397009572 52.33776893795314,-68.54519397009572 52.01973907100145,-68.9943516121555 51.85987056614272)))"
267,48,855516,True,"MULTIPOLYGON(((-68.9943516121555 52.81055810568268,-69.44350925421524 52.96702301969378,-69.44350925421524 53.27826084269948,-68.9943516121555 53.43303553523545,-68.54519397009572 53.27826084269948,-68.54519397009572 52.96702301969378,-68.9943516121555 52.81055810568268)))"
66,19,855517,True,"MULTIPOLYGON(((-68.9943516121555 53.74090104049521,-69.44350925421524 53.89399371533502,-69.44350925421524 54.19850365951542,-68.9943516121555 54.34992286598044,-68.54519397009572 54.19850365951542,-68.54519397009572 53.89399371533502,-68.9943516121555 53.74090104049521)))"
270,85,855518,True,"MULTIPOLYGON(((-68.9943516121555 54.65109468086872,-69.44350925421524 54.80084929792614,-69.44350925421524 55.098701058943526,-68.9943516121555 55.24680027961811,-68.54519397009572 55.098701058943526,-68.54519397009572 54.80084929792614,-68.9943516121555 54.65109468086872)))"
47,10,855519,True,"MULTIPOLYGON(((-68.9943516121555 55.54135067495744,-69.44350925421524 55.68780399105903,-69.44350925421524 55.9790722914612,-68.9943516121555 56.123889478634865,-68.54519397009572 55.9790722914612,-68.54519397009572 55.68780399105903,-68.9943516121555 55.54135067495744)))"
1017,194,855520,True,"MULTIPOLYGON(((-68.9943516121555 56.41189550781593,-69.44350925421524 56.55508661092018,-69.44350925421524 56.839850716659654,-68.9943516121555 56.98142603547739,-68.54519397009572 56.839850716659654,-68.54519397009572 56.55508661092018,-68.9943516121555 56.41189550781593)))"
55,24,855521,True,"MULTIPOLYGON(((-68.9943516121555 57.26296906137591,-69.44350925421524 57.40293913666191,-69.44350925421524 57.681282394574936,-68.9943516121555 57.81965799444261,-68.54519397009572 57.681282394574936,-68.54519397009572 57.40293913666191,-68.9943516121555 57.26296906137591)))"
457,128,855522,True,"MULTIPOLYGON(((-68.9943516121555 58.09482323759508,-69.44350925421524 58.23161534424471,-69.44350925421524 58.503624741029995,-68.9943516121555 58.63884453781967,-68.54519397009572 58.503624741029995,-68.54519397009572 58.23161534424471,-68.9943516121555 58.09482323759508)))"
26,10,855523,True,"MULTIPOLYGON(((-68.9943516121555 58.90772064628476,-69.44350925421524 59.04137950514466,-69.44350925421524 59.307145248161845,-68.9943516121555 59.43925471735169,-68.54519397009572 59.307145248161845,-68.54519397009572 59.04137950514466,-68.9943516121555 58.90772064628476)))"
6,1,855524,True,"MULTIPOLYGON(((-68.9943516121555 60.47774172561073,-69.44350925421524 60.605273902188486,-69.44350925421524 60.85883387799965,-68.9943516121555 60.98486438834694,-68.54519397009572 60.85883387799965,-68.54519397009572 60.605273902188486,-68.9943516121555 60.47774172561073)))"
546990,440,855525,True,"MULTIPOLYGON(((-68.54519397009572 47.32573259083572,-68.9943516121555 47.50121581120846,-68.9943516121555 47.850428750131066,-68.54519397009572 48.024159135835944,-68.09603632803598 47.850428750131066,-68.09603632803598 47.50121581120846,-68.54519397009572 47.32573259083572)))"
833884,723,855526,True,"MULTIPOLYGON(((-68.54519397009572 48.3698695606592,-68.9943516121555 48.54185038840175,-68.9943516121555 48.884065394003045,-68.54519397009572 49.0543004778452,-68.09603632803598 48.884065394003045,-68.09603632803598 48.54185038840175,-68.54519397009572 48.3698695606592)))"
12842,160,855527,True,"MULTIPOLYGON(((-68.54519397009572 49.3930282153543,-68.9943516121555 49.56152188828269,-68.9943516121555 49.89677152835408,-68.54519397009572 50.06352862398913,-68.09603632803598 49.89677152835408,-68.09603632803598 49.56152188828269,-68.54519397009572 49.3930282153543)))"
6965,150,855528,True,"MULTIPOLYGON(((-68.54519397009572 50.39531032037834,-68.9943516121555 50.56033615484632,-68.9943516121555 50.88866100833348,-68.54519397009572 51.05196136232246,-68.09603632803598 50.88866100833348,-68.09603632803598 50.56033615484632,-68.54519397009572 50.39531032037834)))"
4723,139,855529,True,"MULTIPOLYGON(((-68.54519397009572 51.37684138502317,-68.9943516121555 51.538422486042094,-68.9943516121555 51.85987056614272,-68.54519397009572 52.01973907100145,-68.09603632803598 51.85987056614272,-68.09603632803598 51.538422486042094,-68.54519397009572 51.37684138502317)))"
32,5,855530,True,"MULTIPOLYGON(((-68.54519397009572 52.33776893795314,-68.9943516121555 52.49593191547987,-68.9943516121555 52.81055810568268,-68.54519397009572 52.96702301969378,-68.09603632803598 52.81055810568268,-68.09603632803598 52.49593191547987,-68.54519397009572 52.33776893795314)))"
394,58,855531,True,"MULTIPOLYGON(((-68.54519397009572 53.27826084269948,-68.9943516121555 53.43303553523545,-68.9943516121555 53.74090104049521,-68.54519397009572 53.89399371533502,-68.09603632803598 53.74090104049521,-68.09603632803598 53.43303553523545,-68.54519397009572 53.27826084269948)))"
357,96,855532,True,"MULTIPOLYGON(((-68.54519397009572 54.19850365951542,-68.9943516121555 54.34992286598044,-68.9943516121555 54.65109468086872,-68.54519397009572 54.80084929792614,-68.09603632803598 54.65109468086872,-68.09603632803598 54.34992286598044,-68.54519397009572 54.19850365951542)))"
29,4,855533,True,"MULTIPOLYGON(((-68.54519397009572 55.098701058943526,-68.9943516121555 55.24680027961811,-68.9943516121555 55.54135067495744,-68.54519397009572 55.68780399105903,-68.09603632803598 55.54135067495744,-68.09603632803598 55.24680027961811,-68.54519397009572 55.098701058943526)))"
1041,224,855534,True,"MULTIPOLYGON(((-68.54519397009572 55.9790722914612,-68.9943516121555 56.123889478634865,-68.9943516121555 56.41189550781593,-68.54519397009572 56.55508661092018,-68.09603632803598 56.41189550781593,-68.09603632803598 56.123889478634865,-68.54519397009572 55.9790722914612)))"
542,117,855535,True,"MULTIPOLYGON(((-68.54519397009572 56.839850716659654,-68.9943516121555 56.98142603547739,-68.9943516121555 57.26296906137591,-68.54519397009572 57.40293913666191,-68.09603632803598 57.26296906137591,-68.09603632803598 56.98142603547739,-68.54519397009572 56.839850716659654)))"
4336,284,855536,True,"MULTIPOLYGON(((-68.54519397009572 57.681282394574936,-68.9943516121555 57.81965799444261,-68.9943516121555 58.09482323759508,-68.54519397009572 58.23161534424471,-68.09603632803598 58.09482323759508,-68.09603632803598 57.81965799444261,-68.54519397009572 57.681282394574936)))"
44,22,855537,True,"MULTIPOLYGON(((-68.54519397009572 58.503624741029995,-68.9943516121555 58.63884453781967,-68.9943516121555 58.90772064628476,-68.54519397009572 59.04137950514466,-68.09603632803598 58.90772064628476,-68.09603632803598 58.63884453781967,-68.54519397009572 58.503624741029995)))"
231204,412,855538,True,"MULTIPOLYGON(((-68.09603632803598 47.850428750131066,-68.54519397009572 48.024159135835944,-68.54519397009572 48.3698695606592,-68.09603632803598 48.54185038840175,-67.6468786859762 48.3698695606592,-67.6468786859762 48.024159135835944,-68.09603632803598 47.850428750131066)))"
161577,580,855539,True,"MULTIPOLYGON(((-68.09603632803598 48.884065394003045,-68.54519397009572 49.0543004778452,-68.54519397009572 49.3930282153543,-68.09603632803598 49.56152188828269,-67.6468786859762 49.3930282153543,-67.6468786859762 49.0543004778452,-68.09603632803598 48.884065394003045)))"
7260,148,855540,True,"MULTIPOLYGON(((-68.09603632803598 49.89677152835408,-68.54519397009572 50.06352862398913,-68.54519397009572 50.39531032037834,-68.09603632803598 50.56033615484632,-67.6468786859762 50.39531032037834,-67.6468786859762 50.06352862398913,-68.09603632803598 49.89677152835408)))"
5419,160,855541,True,"MULTIPOLYGON(((-68.09603632803598 50.88866100833348,-68.54519397009572 51.05196136232246,-68.54519397009572 51.37684138502317,-68.09603632803598 51.538422486042094,-67.6468786859762 51.37684138502317,-67.6468786859762 51.05196136232246,-68.09603632803598 50.88866100833348)))"
906,71,855542,True,"MULTIPOLYGON(((-68.09603632803598 51.85987056614272,-68.54519397009572 52.01973907100145,-68.54519397009572 52.33776893795314,-68.09603632803598 52.49593191547987,-67.6468786859762 52.33776893795314,-67.6468786859762 52.01973907100145,-68.09603632803598 51.85987056614272)))"
281,73,855543,True,"MULTIPOLYGON(((-68.09603632803598 52.81055810568268,-68.54519397009572 52.96702301969378,-68.54519397009572 53.27826084269948,-68.09603632803598 53.43303553523545,-67.6468786859762 53.27826084269948,-67.6468786859762 52.96702301969378,-68.09603632803598 52.81055810568268)))"
732,129,855544,True,"MULTIPOLYGON(((-68.09603632803598 53.74090104049521,-68.54519397009572 53.89399371533502,-68.54519397009572 54.19850365951542,-68.09603632803598 54.34992286598044,-67.6468786859762 54.19850365951542,-67.6468786859762 53.89399371533502,-68.09603632803598 53.74090104049521)))"
79,22,855545,True,"MULTIPOLYGON(((-68.09603632803598 54.65109468086872,-68.54519397009572 54.80084929792614,-68.54519397009572 55.098701058943526,-68.09603632803598 55.24680027961811,-67.6468786859762 55.098701058943526,-67.6468786859762 54.80084929792614,-68.09603632803598 54.65109468086872)))"
331,57,855546,True,"MULTIPOLYGON(((-68.09603632803598 55.54135067495744,-68.54519397009572 55.68780399105903,-68.54519397009572 55.9790722914612,-68.09603632803598 56.123889478634865,-67.6468786859762 55.9790722914612,-67.6468786859762 55.68780399105903,-68.09603632803598 55.54135067495744)))"
389,104,855547,True,"MULTIPOLYGON(((-68.09603632803598 56.41189550781593,-68.54519397009572 56.55508661092018,-68.54519397009572 56.839850716659654,-68.09603632803598 56.98142603547739,-67.6468786859762 56.839850716659654,-67.6468786859762 56.55508661092018,-68.09603632803598 56.41189550781593)))"
