"scientific_name"
"Triglops"
"Triglops murrayi"
"Glyptocephalus"
"Glyptocephalus cynoglossus"
"Microstomini"
"Balaenoptera acutorostrata"
"Lithobates clamitans"
"Scombridae"
"Scomber"
"Scomber scombrus"
"Scombroidei"
"Scombrinae"
"Scombrini"
"Sterna dougallii dougallii"
"Labridae"
"Tautogolabrus"
"Tautogolabrus adspersus"
"Labroidei"
"Clupea"
"Clupea harengus"
"Clupeinae"
"Acipenser oxyrinchus oxyrinchus"
"Acipenser oxyrinchus"
"Acipenser oxyrhynchus oxyrhynchus"
"Acipenser oxyrhynchus"
"Phoca vitulina concolor"
"Phoca vitulina vitulina"
"Atheriniformes"
"Atherinopsidae"
"Menidia"
"Menidia menidia"
"Menidiinae"
"Anguilliformes"
"Anguillidae"
"Anguilla"
"Anguilla rostrata"
"Elopomorpha"
"Anguilloidei"
"Kinosternidae"
"Sternotherus"
"Sternotherus odoratus"
"Kinosternoidea"
"Kinosterninae"
"Chiroptera"
"Yangochiroptera"
"Vespertilionoidea"
"Vespertilionidae"
"Myotinae"
"Myotis"
"Pizonyx"
"Myotis lucifugus"
"Gadus"
"Gadus macrocephalus"
"Reinhardtius"
"Reinhardtius hippoglossoides"
"Myotis septentrionalis"
"Osmerus"
"Osmerus mordax"
"Acipenser brevirostrum"
"Acipenser brevirostris"
"Acipenser gueldenstaedtii"
"Leucoraja"
"Leucoraja erinacea"
"Agnatha"
"Cyclostomi"
"Myxini"
"Myxiniformes"
"Myxinidae"
"Myxine"
"Myxine glutinosa"
"Myxininae"
"Macrourus"
"Macrourus berglax"
"Lotidae"
"Enchelyopus"
"Enchelyopus cimbrius"
"Cottus"
"Cottus cognatus"
"Anarhichadidae"
"Anarhichas"
"Anarhichas denticulatus"
"Anarhichas lupus"
"Anarhichas minor"
"Anser caerulescens caerulescens"
"Argentinidae"
"Argentina"
"Argentina silus"
"Argentinoidei"
"Argentinoidea"
"Artediellus"
"Artediellus atlanticus"
"Artediellus uncinatus"
"Arhynchobatidae"
"Bathyraja"
"Bathyraja spinicauda"
"Boreogadus"
"Boreogadus saida"
"Brevoortia"
"Brevoortia tyrannus"
"Liparidae"
"Careproctus"
"Careproctus reinhardti"
"Cyclopteroidea"
"Squaliformes"
"Etmopteridae"
"Centroscyllium"
"Centroscyllium fabricii"
"Psychrolutidae"
"Cottunculus"
"Cottunculus microps"
"Cryptacanthodidae"
"Cryptacanthodes"
"Cryptacanthodes maculatus"
"Cyclopteridae"
"Cyclopterus"
"Cyclopterus lumpus"
"Cyclopterinae"
"Stichaeidae"
"Eumesogrammus"
"Eumesogrammus praecisus"
"Eumicrotremus"
"Eumicrotremus spinosus"
"Gadus morhua"
"Gaidropsarus"
"Gaidropsarus ensis"
"Gymnelus"
"Gymnelus viridis"
"Hemitripteridae"
"Hemitripterus"
"Hemitripterus americanus"
"Leptagonus"
"Leptagonus decagonus"
"Agonus decagonus"
"Agonus"
"Leptoclinus"
"Leptoclinus maculatus"
"Leucoraja ocellata"
"Liparis"
"Liparis fabricii"
"Lumpenus"
"Lumpenus fabricii"
"Lumpenus lampretaeformis"
"Lycodes"
"Lycodes esmarkii"
"Lycodes esmarki"
"Lycodes lavalaei"
"Lycodes pallidus"
"Lycodes reticulatus"
"Lycodes terraenovae"
"Lycodes atlanticus"
"Lycodes vahlii"
"Lycodes vahli"
"Lycodonus"
"Lycodonus mirabilis"
"Malacoraja"
"Malacoraja senta"
"Melanogrammus"
"Melanogrammus aeglefinus"
"Melanostigma"
"Melanostigma atlanticum"
"Merlucciidae"
"Merluccius"
"Merluccius bilinearis"
"Merlucciinae"
"Phycis"
"Phycis chesteri"
"Rajella"
"Rajella fyllae"
"Sebastidae"
"Sebastes"
"Sebastes mentella"
"Scorpaenoidei"
"Scorpaenidae"
"Sebastes norvegicus"
"Sebastes marinus"
"Squalidae"
"Squalus"
"Squalus acanthias"
"Trachyrincus"
"Trachyrincus murrayi"
"Trachyrincinae"
"Ulvaria"
"Ulvaria subbifurcata"
"Urophycis chuss"
"Lycenchelys"
"Lycenchelys verrillii"
"Lycenchelys verrilli"
"Hystricomorpha"
"Hystricognathi"
"Erethizontidae"
"Erethizontinae"
"Erethizon"
"Erethizon dorsatus"
"Erethizon dorsatum"
"Coryphaenoides"
"Coryphaenoides rupestris"
"Icelus"
"Icelus spatula"
"Chiasmodontidae"
"Chiasmodon"
"Chiasmodon niger"
"Myoxocephalus scorpioides"
"Bathylagidae"
"Bathylagus"
"Bathylagus euryops"
"Lamniformes"
"Alopiidae"
"Alopias"
"Alopias vulpinus"
"Liparis tunicatus"
"Liparis tunicata"
"Polymixiiformes"
"Polymixiidae"
"Polymixia"
"Polymixia lowei"
"Polymixiomorpha"
"Synaphobranchidae"
"Synaphobranchus"
"Synaphobranchus kaupii"
"Congroidei"
"Synaphobranchinae"
"Synaphobranchus kaupi"
"Beloniformes"
"Scomberesocidae"
"Scomberesox"
"Scomberesox saurus"
"Belonoidei"
"Scomberesocoidea"
"Somniosidae"
"Somniosus"
"Somniosus microcephalus"
"Merluccius albidus"
"Aulopiformes"
"Paralepididae"
"Magnisudis"
"Magnisudis atlantica"
"Cyclosquamata"
"Alepisauroidei"
"Ogcocephalidae"
"Dibranchus"
"Dibranchus atlanticus"
"Ogcocephalioidei"
"Ogcocephalioidea"
"Liparis gibbus"
"Paralichthyidae"
"Citharichthys"
"Citharichthys arctifrons"
"Osmerus mordax mordax"
"Stomiiformes"
"Gonostomatidae"
"Sigmops"
"Sigmops elongatus"
"Stenopterygii"
"Gonostomatoidei"
"Gonostoma"
"Gonostoma elongatum"
"Sigmops elongatum"
"Holocephali"
"Chimaeriformes"
"Rhinochimaeridae"
"Harriotta"
"Harriotta raleighana"
"Chimaeroidei"
"Rhinochimaera"
"Rhinochimaera atlantica"
"Nemichthyidae"
"Nemichthys"
"Nemichthys scolopaceus"
"Nemichthys scolopacea"
"Zeiformes"
"Zeidae"
"Zenopsis"
"Zenopsis conchifer"
"Zenopsis conchifera"
"Zeioidei"
"Notacanthiformes"
"Notacanthidae"
"Notacanthus"
"Notacanthus chemnitzii"
"Albuliformes"
"Notacanthoidei"
"Notacanthus chemnitzi"
"Branta bernicla hrota"
"Stomiidae"
"Chauliodus"
"Chauliodus sloani"
"Photichthyoidei"
"Chauliodontinae"
"Chauliodus sloanii"
"Careproctus ranula"
"Careproctus ranulus"
"Stromateidae"
"Peprilus"
"Peprilus triacanthus"
"Stromateoidei"
"Paralichthys oblongus"
"Hippoglossina"
"Hippoglossina oblonga"
"Paralichthys"
"Stomias"
"Stomias boa"
"Stomiinae"
"Lamnidae"
"Carcharodon"
"Carcharodon carcharias"
"Liparis atlanticus"
"Liparis atlantica"
"Arthropoda"
"Insecta"
"Lepidoptera"
"Noctuoidea"
"Erebidae"
"Lymantriinae"
"Ocneria"
"Ocneria atlantica"
"Moridae"
"Antimora"
"Antimora rostrata"
"Polyacanthonotus"
"Polyacanthonotus rissoanus"
"Stichaeus"
"Stichaeus punctatus"
"Stichaeus punctatus punctatus"
"Serrivomeridae"
"Serrivomer"
"Serrivomer beanii"
"Serrivomer beani"
"Mustelidae"
"Guloninae"
"Pekania"
"Pekania pennanti"
"Dipturus"
"Dipturus laevis"
"Balaenidae"
"Eubalaena"
"Eubalaena glacialis"
"Gymnocanthus"
"Gymnocanthus tricuspis"
"Chlorophthalmidae"
"Chlorophthalmus"
"Chlorophthalmus agassizi"
"Chlorophthalmoidei"
"Chlorophthalmus agassizii"
"Brosme"
"Brosme brosme"
"Lotinae"
"Helicolenus"
"Helicolenus dactylopterus"
"Simenchelys"
"Simenchelys parasitica"
"Simenchelyinae"
"Simenchelys parasiticas"
"Simenchelys parasiticus"
"Stomias boa ferox"
"Paralepis"
"Paralepis coregonoides"
"Cottunculus thomsonii"
"Hemidactyliinae"
"Eurycea"
"Eurycea bislineata"
"Accipitriformes"
"Pandionidae"
"Pandion"
"Pandion haliaetus"
"Passeriformes"
"Icteridae"
"Molothrus"
"Molothrus ater"
"Passeridae"
"Passer"
"Passer domesticus"
"Troglodytidae"
"Troglodytes"
"Troglodytes aedon"
"Columbiformes"
"Columbidae"
"Columbinae"
"Zenaida"
"Zenaida macroura"
"Accipitridae"
"Buteo"
"Buteo lineatus"
"Turdidae"
"Sialia"
"Sialia sialis"
"Paridae"
"Poecile"
"Poecile atricapillus"
"Parus atricapilla"
"Parus"
"Fringillidae"
"Spinus"
"Spinus tristis"
"Carduelis tristis"
"Carduelis"
"Icterus"
"Icterus galbula"
"Mimidae"
"Mimus"
"Mimus polyglottos"
"Quiscalus"
"Quiscalus quiscula"
"Larus marinus"
"Hirundinidae"
"Hirundo"
"Hirundo rustica"
"Bombycillidae"
"Bombycilla"
"Bombycilla cedrorum"
"Pelecaniformes"
"Ardeidae"
"Ardeinae"
"Ardea"
"Ardea herodias"
"Tachycineta"
"Tachycineta bicolor"
"Circus"
"Chromista"
"Foraminifera"
"Globothalamea"
"Textulariana"
"Lituolida"
"Lituolina"
"Recurvoidoidea"
"Ammosphaeroidinidae"
"Recurvoidinae"
"Circus hudsonius"
"Circus cyaneus hudsonius"
"Circus cyaneus"
"Accipiter"
"Accipiter cooperii"
"Charadriidae"
"Pluvialis"
"Pluvialis squatarola"
"Alaudidae"
"Eremophila"
"Eremophila alpestris"
"Strigiformes"
"Strigidae"
"Striginae"
"Bubo"
"Bubo virginianus"
"Passerellidae"
"Passerella"
"Passerella iliaca"
"Podicipediformes"
"Podicipedidae"
"Podilymbus"
"Podilymbus podiceps"
"Strix"
"Strix varia"
"Dolichonyx"
"Dolichonyx oryzivorus"
"Sturnella"
"Sturnella magna"
"Calidris alba"
"Cuculiformes"
"Cuculidae"
"Phaenicophaeinae"
"Coccyzus"
"Coccyzus americanus"
"Arenaria"
"Arenaria interpres"
"Numenius"
"Numenius phaeopus"
"Vireonidae"
"Vireo"
"Vireo flavifrons"
"Buteo platypterus"
"Alca"
"Alca torda"
"Surniinae"
"Aegolius"
"Aegolius acadicus"
"Gruiformes"
"Rallidae"
"Porzana"
"Porzana carolina"
"Botaurinae"
"Botaurus"
"Botaurus lentiginosus"
"Loxia"
"Loxia curvirostra"
"Asioninae"
"Asio"
"Asio otus"
"Accipiter gentilis"
"Buteo lagopus"
"Limosa"
"Limosa haemastica"
"Uria lomvia"
"Aegolius funereus"
"Euphagus"
"Euphagus cyanocephalus"
"Hyperoodontidae"
"Hyperoodon"
"Hyperoodon ampullatus"
"Delphinidae"
"Delphinus"
"Delphinus delphis"
"Globicephala"
"Globicephala melas"
"Halichoerus"
"Halichoerus grypus"
"Canidae"
"Canis"
"Canis lupus"
"Feliformia"
"Felidae"
"Felinae"
"Lynx"
"Lynx rufus"
"Odocoileus"
"Odocoileus virginianus"
"Canis latrans"
"Ursidae"
"Ursus"
"Ursus americanus"
"Haliaeetus"
"Haliaeetus leucocephalus"
"Aquila"
"Aquila chrysaetos"
"Catharus"
"Catharus bicknelli"
"Ursus maritimus"
"Squamata"
"Colubroidea"
"Colubridae"
"Natricinae"
"Storeria"
"Storeria dekayi"
"Serpentes"
"Alethinophidia"
"Nerodia"
"Nerodia sipedon"
"Nerodia sipedon sipedon"
"Pseudacris maculata"
"Asio flammeus"
"Hydroprogne"
"Hydroprogne caspia"
"Desmognathus ochrophaeus"
"Desmognathus ochrophaea"
"Piciformes"
"Picidae"
"Picinae"
"Melanerpes"
"Melanerpes erythrocephalus"
"Melanerpes erythocephalus"
"Chelonioidea"
"Dermochelyidae"
"Dermochelys"
"Dermochelys coriacea"
"Soricomorpha"
"Soricidae"
"Soricinae"
"Soricini"
"Sorex"
"Otisorex"
"Sorex cinereus"
"Plethodon jordani"
"Colubrinae"
"Pantherophis"
"Pantherophis obsoletus"
"Gyrinophilus"
"Gyrinophilus porphyriticus"
"Stenella"
"Stenella coeruleoalba"
"Lagomorpha"
"Leporidae"
"Lepus"
"Lepus americanus"
"Castorimorpha"
"Castoridae"
"Castor"
"Castor canadensis"
"Lepus arcticus"
"Viperidae"
"Crotalinae"
"Sistrurus"
"Sistrurus catenatus"
"Percidae"
"Perca"
"Perca flavescens"
"Siluriformes"
"Ictaluridae"
"Ictalurus"
"Ictalurus punctatus"
"Ostariophysi"
"Salvelinus"
"Salvelinus fontinalis"
"Ameiurus"
"Ameiurus melas"
"Umbridae"
"Umbra"
"Umbra limi"
"Mesoplodon"
"Mesoplodon bidens"
"Moronidae"
"Morone"
"Morone saxatilis"
"Amiiformes"
"Amiidae"
"Amia"
"Amia calva"
"Holostei"
"Cypriniformes"
"Cyprinidae"
"Cyprinus"
"Cyprinus carpio"
"Cyprinoidea"
"Pungitius"
"Pungitius pungitius"
"Martes"
"Martes americana"
"Coregonus"
"Coregonus zenithicus"
"Coregoninae"
"Lagenorhynchus"
"Lagenorhynchus acutus"
"Syngnathiformes"
"Syngnathidae"
"Syngnathus"
"Syngnathus fuscus"
"Syngnathoidei"
"Syngnathinae"
"Nerodia sipedon insularum"
"Ameiurus natalis"
"Blarinini"
"Blarina"
"Blarina brevicauda"
"Morone americana"
"Morone americanus"
"Esox americanus"
"Esox americanus americanus"
"Catostomidae"
"Moxostoma"
"Moxostoma macrolepidotum"
"Cobitoidea"
"Catostominae"
"Moxostomatini"
"Procyonidae"
"Procyon"
"Procyon lotor"
"Ambloplites"
"Ambloplites rupestris"
"Lepisosteiformes"
"Lepisosteidae"
"Lepisosteus"
"Lepisosteus oculatus"
"Noturus"
"Noturus gyrinus"
"Esox lucius"
"Notropis"
"Notropis atherinoides"
"Leuciscidae"
"Pogonichthyinae"
"Rangifer"
"Rangifer tarandus"
"Rangifer tarandus caribou"
"Moxostoma anisurum"
"Clemmys"
"Clemmys guttata"
"Thunnus"
"Thunnus thynnus"
"Thunnini"
"Salmo trutta"
"Sciurinae"
"Pteromyini"
"Glaucomys"
"Glaucomys sabrinus"
"Morone chrysops"
"Moxostoma carinatum"
"Cyprinodontiformes"
"Fundulidae"
"Fundulus"
"Fundulus diaphanus"
"Cyprinodontoidei"
"Apeltes"
"Apeltes quadracus"
"Noturus flavus"
"Noturus flavis"
"Pimephales"
"Pimephales notatus"
"Sander"
"Sander vitreus"
"Accipiter striatus"
"Lepomis"
"Lepomis gibbosus"
"Hydrobatidae"
"Hydrobatinae"
"Hydrobates"
"Hydrobates leucorhous"
"Oceanodroma leucorhoa"
"Oceanodroma"
"Lepisosteus osseus"
"Cetorhinidae"
"Cetorhinus"
"Cetorhinus maximus"
"Oncorhynchus"
"Oncorhynchus mykiss"
"Carpiodes"
"Carpiodes cyprinus"
"Ictiobinae"
"Odobenidae"
"Odobenus"
"Odobenus rosmarus"
"Napaeozapus"
"Napaeozapus insignis"
"Semotilus"
"Semotilus corporalis"
"Plagopterinae"
"Myoxocephalus thompsonii"
"Myoxocephalus thompsoni"
"Macrhybopsis"
"Macrhybopsis storeriana"
"Lepomis gulosus"
"Coregonus hoyi"
"Lepomis macrochirus"
"Lepomis macrochira"
"Coregonus artedi"
"Coregonus artedii"
"Sciurini"
"Tamiasciurus"
"Tamiasciurus hudsonicus"
"Carassius"
"Carassius auratus"
"Fundulus heteroclitus"
"Notemigonus"
"Notemigonus crysoleucas"
"Leuciscinae"
"Ictiobus"
"Ictiobus cyprinellus"
"Ictiobus cyprinella"
"Myoxocephalus aenaeus"
"Myoxocephalus aenaeas"
"Oncorhynchus gorbuscha"
"Dorosoma"
"Dorosoma cepedianum"
"Dorosomatinae"
"Sistrurus catenatus catenatus"
"Micropterus salmoides"
"Catostomus"
"Catostomus commersonii"
"Catostomini"
"Catostomus commersoni"
"Notropis hudsonius"
"Gasterosteus wheatlandi"
"Pomoxis"
"Pomoxis nigromaculatus"
"Pomoxis nigro-maculatus"
"Ameiurus nebulosus"
"Ammodytes americanus"
"Moxostoma valenciennesi"
"Sciaenidae"
"Aplodinotus"
"Aplodinotus grunniens"
"Notophthalmus viridescens louisianensis"
"Labidesthes"
"Labidesthes sicculus"
"Percopsiformes"
"Percopsidae"
"Percopsis"
"Percopsis omiscomaycus"
"Percopsoidei"
"Lepus arcticus bangsii"
"Anser caerulescens atlanticus"
"Baeolophus"
"Baeolophus bicolor"
"Vespertilioninae"
"Eptesicini"
"Eptesicus"
"Eptesicus fuscus"
"Haemorhous"
"Haemorhous mexicanus"
"Lasiurini"
"Lasiurus"
"Lasiurus borealis"
"Lasiurus cinereus"
"Aeorestes"
"Aeorestes cinereus"
"Sturnella magna magna"
"Paralichthys dentatus"
"Oncorhynchus tshawytscha"
"Hesperiphona"
"Hesperiphona vespertina"
"Lithobates clamitans melanota"
"Torpediniformes"
"Torpedinidae"
"Tetronarce"
"Tetronarce nobiliana"
"Salvelinus namaycush"
"Rostroraja"
"Rostroraja eglanteria"
"Raja eglanteria"
"Raja"
"Etheostoma"
"Etheostoma nigrum"
"Etheostoma nigra"
"Mustelinae"
"Mustela"
"Mustela erminea"
"Serranidae"
"Centropristis"
"Centropristis striata"
"Serraninae"
"Cynoscion"
"Cynoscion regalis"
"Synchiropus agassizii"
"Callionymidae"
"Foetorepus"
"Foetorepus agassizii"
"Callionymoidei"
"Synchiropus agassizi"
"Pomatomidae"
"Pomatomus"
"Pomatomus saltatrix"
"Carangidae"
"Selene"
"Selene setapinnis"
"Micropogonias"
"Micropogonias undulatus"
"Cyprinodon variegatus variegatus"
"Cyprinodontidae"
"Cyprinodon"
"Cyprinodon variegatus"
"Odobenus rosmarus rosmarus"
"Prosopium"
"Prosopium cylindraceum"
"Prosopium cylindraceus"
"Lota"
"Lota lota"
"Malacanthidae"
"Lopholatilus"
"Lopholatilus chamaeleonticeps"
"Latilinae"
"Caprimulgiformes"
"Caprimulgidae"
"Antrostomus"
"Antrostomus vociferus"
"Leucoraja garmani"
"Parulidae"
"Setophaga"
"Setophaga palmarum"
"Dendroica palmarum"
"Dendroica"
"Percina"
"Percina caprodes"
"Sebastes fasciatus"
"Engraulidae"
"Anchoa"
"Anchoa mitchilli"
"Engraulinae"
"Cistothorus"
"Cistothorus palustris"
"Sparidae"
"Stenotomus"
"Stenotomus chrysops"
"Neotamias"
"Tamias minimus"
"Carcharhiniformes"
"Carcharhinidae"
"Prionace"
"Prionace glauca"
"Sphyrnidae"
"Sphyrna"
"Sphyrna lewini"
"Orcinus"
"Orcinus orca"
"Coregonus clupeaformis"
"Vermivora"
"Vermivora cyanoptera"
"Petromyzonti"
"Petromyzontiformes"
"Petromyzontidae"
"Petromyzon"
"Petromyzon marinus"
"Cephalaspidomorphi"
"Isurus"
"Isurus oxyrinchus"
"Clemmys insculpta"
"Glyptemys"
"Glyptemys insculpta"
"Gobiidae"
"Neogobius"
"Neogobius melanostomus"
"Gobioidei"
"Neogobius melanostoma"
"Protostomia"
"Ecdysozoa"
"Hexapoda"
"Pterygota"
"Palaeoptera"
"Ephemeroptera"
"Pisciforma"
"Baetidae"
"Acentrella"
"Baetoidea"
"Acerpenna"
"Baetis"
"Plauditus"
"Furcatergalia"
"Pannota"
"Caenoidea"
"Caenidae"
"Caeninae"
"Caenis"
"Ephemerelloidea"
"Ephemerellidae"
"Ephemerella"
"Ephemerella subgen. Ephemerella"
"Eurylophella"
"Serratella"
"Ephemerella subgen. Serratella"
"Scapphodonta"
"Ephemeroidea"
"Ephemeridae"
"Ephemera"
"Harosa"
"Halvaria"
"Heterokonta"
"Ochrophyta"
"Bacillariophyceae"
"Bacillariophycidae"
"Naviculales"
"Naviculaceae"
"Heptagenioidea"
"Heptageniidae"
"Epeorus"
"Leucrocuta"
"Maccaffertium"
"Rhithrogena"
"Stenacron"
"Isonychiidae"
"Isonychia"
"Trichoptera"
"Limnephiloidea"
"Brachycentridae"
"Brachycentrus"
"Neoptera"
"Holometabola"
"Glossosomatoidea"
"Glossosomatidae"
"Glossosomatinae"
"Glossosomatini"
"Glossosoma"
"Sericostomatoidea"
"Helicopsychidae"
"Helicopsyche"
"Helicopsyche von"
"Hydropsychoidea"
"Hydropsychidae"
"Hydropsychinae"
"Ceratopsyche"
"Cheumatopsyche"
"Hydropsyche"
"Macronematinae"
"Macronematini"
"Macrostemum"
"Hydroptiloidea"
"Hydroptilidae"
"Hydroptilinae"
"Hydroptilini"
"Hydroptila"
"Leucotrichiini"
"Leucotrichia"
"Lepidostomatidae"
"Lepidostomatinae"
"Lepidostoma"
"Plantae"
"Tracheophyta"
"Magnoliopsida"
"Gentianales"
"Rubiaceae"
"Leptoceroidea"
"Leptoceridae"
"Leptocerinae"
"Mystacidini"
"Mystacides"
"Oecetini"
"Oecetis"
"Athripsodini"
"Oecetis complex"
"Setodini"
"Setodes"
"Diptera"
"Empididae"
"Empidinae"
"Hemerodromiini"
"Hemerodromia"
"Brachycera"
"Muscomorpha"
"Hemerodromiinae"
"Limoniidae"
"Limnophilinae"
"Hexatoma"
"Nematocera"
"Tipulomorpha"
"Tipulidae"
"Limoniinae"
"Hexatomini"
"Coleoptera"
"Byrrhoidea"
"Elmidae"
"Elminae"
"Elmini"
"Dubiraphia"
"Polyphaga"
"Elateriformia"
"Optioservus"
"Promoresia"
"Stenelmis"
"Mollusca"
"Bivalvia"
"Autobranchia"
"Heteroconchia"
"Euheterodonta"
"Imparidentia"
"Sphaeriida"
"Sphaerioidea"
"Sphaeriidae"
"Sphaeriinae"
"Pisidium"
"Cyrena subgen. Pisidium"
"Pisidium subgen. Pisidium"
"Cyclas subgen. Pisidium"
"Corneocyclas subgen. Pisidium"
"Spiralia"
"Gastropoda"
"Heterobranchia"
"Euthyneura"
"Tectipleura"
"Hygrophila"
"Lymnaeoidea"
"Planorbidae"
"Ancylinae"
"Ancylini"
"Ferrissia"
"Ferrissia subgen. Ferrissia"
"Ancylus subgen. Ferrissia"
"Orthogastropoda"
"Lymnaeida"
"Planorboidea"
"Physidae"
"Physinae"
"Physa"
"Physa subgen. Physa"
"Limnea subgen. Physa"
