"geom","year_val"
"POINT(-49.956886 45.114711)",1975
"POINT(-49.956886 45.114711)",1976
"POINT(-49.956886 45.114711)",1977
"POINT(-49.956886 45.114711)",1978
"POINT(-52.121122 50.695322)",1981
"POINT(-49.956886 45.114711)",1979
"POINT(-49.956886 45.114711)",1980
"POINT(-52.121122 50.695322)",1983
"POINT(-49.956886 45.114711)",1981
"POINT(-49.956886 45.114711)",1982
"POINT(-49.956886 45.114711)",1983
"POINT(-49.956886 45.114711)",1984
"POINT(-49.956886 45.114711)",1985
"POINT(-49.956886 45.114711)",1986
"POINT(-49.956886 45.114711)",1987
"POINT(-49.956886 45.114711)",1988
"POINT(-49.956886 45.114711)",1989
"POINT(-49.956886 45.114711)",1990
"POINT(-49.956886 45.114711)",1991
"POINT(-49.956886 45.114711)",1992
"POINT(-49.956886 45.114711)",1993
"POINT(-49.956886 45.114711)",1994
"POINT(-52.121122 50.695322)",1973
"POINT(-52.121122 50.695322)",1978
"POINT(-52.121122 50.695322)",1979
"POINT(-52.121122 50.695322)",1981
"POINT(-52.121122 50.695322)",1984
"POINT(-53.864595 53.910492)",1977
"POINT(-53.864595 53.910492)",1979
"POINT(-53.864595 53.910492)",1980
"POINT(-53.864595 53.910492)",1982
"POINT(-53.864595 53.910492)",1983
"POINT(-53.864595 53.910492)",1984
"POINT(-53.864595 53.910492)",1986
"POINT(-53.864595 53.910492)",1987
"POINT(-53.864595 53.910492)",1988
"POINT(-53.864595 53.910492)",1989
"POINT(-53.864595 53.910492)",1991
"POINT(-52.121122 50.695322)",1986
"POINT(-65.098835 42.729563)",1972
"POINT(-63.728047 47.637685)",1974
"POINT(-65.098835 42.729563)",1974
"POINT(-65.098835 42.729563)",1979
"POINT(-65.098835 42.729563)",1982
"POINT(-65.098835 42.729563)",1983
"POINT(-65.098835 42.729563)",1984
"POINT(-66.214847 41.627502)",1981
"POINT(-66.214847 41.627502)",1984
"POINT(-66.214847 41.627502)",1986
"POINT(-63.728047 47.637685)",1975
"POINT(-66.214847 41.627502)",1987
"POINT(-66.214847 41.627502)",1988
"POINT(-66.214847 41.627502)",1989
"POINT(-63.728047 47.637685)",1976
"POINT(-66.214847 41.627502)",1990
"POINT(-66.214847 41.627502)",1991
"POINT(-66.214847 41.627502)",1993
"POINT(-63.728047 47.637685)",1977
"POINT(-63.728047 47.637685)",1978
"POINT(-67.064717 44.266029)",1971
"POINT(-67.064717 44.266029)",1972
"POINT(-63.728047 47.637685)",1979
"POINT(-67.064717 44.266029)",1973
"POINT(-67.064717 44.266029)",1974
"POINT(-67.064717 44.266029)",1977
"POINT(-63.728047 47.637685)",1980
"POINT(-67.064717 44.266029)",1978
"POINT(-67.064717 44.266029)",1979
"POINT(-63.728047 47.637685)",1981
"POINT(-67.064717 44.266029)",1980
"POINT(-67.064717 44.266029)",1981
"POINT(-67.064717 44.266029)",1982
"POINT(-63.728047 47.637685)",1983
"POINT(-67.064717 44.266029)",1983
"POINT(-67.064717 44.266029)",1984
"POINT(-67.064717 44.266029)",1985
"POINT(-63.728047 47.637685)",1984
"POINT(-67.064717 44.266029)",1986
"POINT(-67.064717 44.266029)",1987
"POINT(-63.728047 47.637685)",1985
"POINT(-67.064717 44.266029)",1989
"POINT(-67.064717 44.266029)",1990
"POINT(-67.064717 44.266029)",1991
"POINT(-63.728047 47.637685)",1986
"POINT(-67.064717 44.266029)",1992
"POINT(-67.064717 44.266029)",1993
"POINT(-67.064717 44.266029)",1994
"POINT(-63.728047 47.637685)",1987
"POINT(-63.728047 47.637685)",1988
"POINT(-65.098835 42.729563)",1970
"POINT(-65.098835 42.729563)",1971
"POINT(-63.728047 47.637685)",1989
"POINT(-65.098835 42.729563)",1972
"POINT(-65.098835 42.729563)",1973
"POINT(-63.728047 47.637685)",1990
"POINT(-65.098835 42.729563)",1974
"POINT(-65.098835 42.729563)",1975
"POINT(-65.098835 42.729563)",1976
"POINT(-63.728047 47.637685)",1991
"POINT(-65.098835 42.729563)",1977
"POINT(-65.098835 42.729563)",1978
"POINT(-63.728047 47.637685)",1992
"POINT(-65.098835 42.729563)",1979
"POINT(-65.098835 42.729563)",1980
"POINT(-65.098835 42.729563)",1981
"POINT(-63.728047 47.637685)",1993
"POINT(-65.098835 42.729563)",1982
"POINT(-65.098835 42.729563)",1983
"POINT(-65.098835 42.729563)",1984
"POINT(-63.728047 47.637685)",1994
"POINT(-65.098835 42.729563)",1985
"POINT(-65.098835 42.729563)",1986
"POINT(-62.067902 49.652037)",1978
"POINT(-65.098835 42.729563)",1987
"POINT(-65.098835 42.729563)",1988
"POINT(-65.098835 42.729563)",1989
"POINT(-65.098835 42.729563)",1990
"POINT(-65.098835 42.729563)",1991
"POINT(-65.098835 42.729563)",1992
"POINT(-62.067902 49.652037)",1979
"POINT(-65.098835 42.729563)",1993
"POINT(-65.098835 42.729563)",1994
"POINT(-62.067902 49.652037)",1980
"POINT(-62.067902 49.652037)",1981
"POINT(-61.181309 42.866877)",1970
"POINT(-61.181309 42.866877)",1971
"POINT(-61.181309 42.866877)",1972
"POINT(-62.067902 49.652037)",1983
"POINT(-61.181309 42.866877)",1973
"POINT(-61.181309 42.866877)",1974
"POINT(-61.181309 42.866877)",1975
"POINT(-62.067902 49.652037)",1984
"POINT(-61.181309 42.866877)",1976
"POINT(-61.181309 42.866877)",1977
"POINT(-61.181309 42.866877)",1978
"POINT(-62.067902 49.652037)",1985
"POINT(-61.181309 42.866877)",1979
"POINT(-61.181309 42.866877)",1980
"POINT(-62.067902 49.652037)",1986
"POINT(-61.181309 42.866877)",1981
"POINT(-61.181309 42.866877)",1982
"POINT(-61.181309 42.866877)",1983
"POINT(-62.067902 49.652037)",1987
"POINT(-61.181309 42.866877)",1984
"POINT(-61.181309 42.866877)",1985
"POINT(-61.181309 42.866877)",1986
"POINT(-62.067902 49.652037)",1988
"POINT(-61.181309 42.866877)",1987
"POINT(-61.181309 42.866877)",1988
"POINT(-62.067902 49.652037)",1989
"POINT(-61.181309 42.866877)",1989
"POINT(-61.181309 42.866877)",1990
"POINT(-61.181309 42.866877)",1991
"POINT(-62.067902 49.652037)",1990
"POINT(-61.181309 42.866877)",1992
"POINT(-61.181309 42.866877)",1993
"POINT(-61.181309 42.866877)",1994
"POINT(-62.067902 49.652037)",1991
"POINT(-62.067902 49.652037)",1992
"POINT(-57.690888 43.437611)",1970
"POINT(-57.690888 43.437611)",1971
"POINT(-62.067902 49.652037)",1993
"POINT(-57.690888 43.437611)",1972
"POINT(-57.690888 43.437611)",1973
"POINT(-57.690888 43.437611)",1974
"POINT(-62.067902 49.652037)",1994
"POINT(-57.690888 43.437611)",1975
"POINT(-57.690888 43.437611)",1976
"POINT(-58.452138 49.69674)",1975
"POINT(-57.690888 43.437611)",1977
"POINT(-57.690888 43.437611)",1978
"POINT(-57.690888 43.437611)",1979
"POINT(-57.690888 43.437611)",1980
"POINT(-57.690888 43.437611)",1981
"POINT(-57.690888 43.437611)",1982
"POINT(-58.452138 49.69674)",1976
"POINT(-57.690888 43.437611)",1983
"POINT(-57.690888 43.437611)",1984
"POINT(-57.690888 43.437611)",1985
"POINT(-58.452138 49.69674)",1978
"POINT(-57.690888 43.437611)",1986
"POINT(-57.690888 43.437611)",1987
"POINT(-57.690888 43.437611)",1988
"POINT(-58.452138 49.69674)",1979
"POINT(-57.690888 43.437611)",1989
"POINT(-57.690888 43.437611)",1990
"POINT(-57.690888 43.437611)",1991
"POINT(-58.452138 49.69674)",1980
"POINT(-57.690888 43.437611)",1992
"POINT(-57.690888 43.437611)",1993
"POINT(-57.690888 43.437611)",1994
"POINT(-59.348941 46.441917)",1974
"POINT(-59.348941 46.441917)",1975
"POINT(-59.348941 46.441917)",1976
"POINT(-59.348941 46.441917)",1977
"POINT(-59.348941 46.441917)",1978
"POINT(-59.348941 46.441917)",1979
"POINT(-59.348941 46.441917)",1980
"POINT(-59.348941 46.441917)",1981
"POINT(-59.348941 46.441917)",1982
"POINT(-59.348941 46.441917)",1983
"POINT(-59.348941 46.441917)",1984
"POINT(-59.348941 46.441917)",1985
"POINT(-59.348941 46.441917)",1986
"POINT(-59.348941 46.441917)",1987
"POINT(-59.348941 46.441917)",1988
"POINT(-59.348941 46.441917)",1989
"POINT(-59.348941 46.441917)",1990
"POINT(-59.348941 46.441917)",1991
"POINT(-59.348941 46.441917)",1992
"POINT(-59.348941 46.441917)",1994
"POINT(-59.853639 59.286076)",1978
"POINT(-59.853639 59.286076)",1979
"POINT(-59.853639 59.286076)",1981
"POINT(-59.853639 59.286076)",1987
"POINT(-59.853639 59.286076)",1988
"POINT(-59.853639 59.286076)",1991
"POINT(-58.452138 49.69674)",1981
"POINT(-58.452138 49.69674)",1983
"POINT(-58.452138 49.69674)",1984
"POINT(-58.452138 49.69674)",1985
"POINT(-58.452138 49.69674)",1986
"POINT(-59.348941 46.441917)",1970
"POINT(-59.348941 46.441917)",1971
"POINT(-58.452138 49.69674)",1987
"POINT(-59.348941 46.441917)",1972
"POINT(-59.348941 46.441917)",1978
"POINT(-58.452138 49.69674)",1988
"POINT(-59.348941 46.441917)",1979
"POINT(-59.348941 46.441917)",1980
"POINT(-59.348941 46.441917)",1981
"POINT(-58.452138 49.69674)",1989
"POINT(-59.348941 46.441917)",1982
"POINT(-59.348941 46.441917)",1983
"POINT(-59.348941 46.441917)",1984
"POINT(-58.452138 49.69674)",1990
"POINT(-59.348941 46.441917)",1985
"POINT(-59.348941 46.441917)",1986
"POINT(-58.452138 49.69674)",1991
"POINT(-59.348941 46.441917)",1987
"POINT(-59.348941 46.441917)",1988
"POINT(-59.348941 46.441917)",1989
"POINT(-58.452138 49.69674)",1992
"POINT(-59.348941 46.441917)",1990
"POINT(-59.348941 46.441917)",1991
"POINT(-59.348941 46.441917)",1992
"POINT(-58.452138 49.69674)",1994
"POINT(-59.348941 46.441917)",1993
"POINT(-59.348941 46.441917)",1994
"POINT(-55.995809 46.034584)",1970
"POINT(-63.728047 47.637685)",1972
"POINT(-63.728047 47.637685)",1973
"POINT(-63.728047 47.637685)",1974
"POINT(-63.728047 47.637685)",1975
"POINT(-55.995809 46.034584)",1972
"POINT(-63.728047 47.637685)",1976
"POINT(-63.728047 47.637685)",1977
"POINT(-63.728047 47.637685)",1978
"POINT(-55.995809 46.034584)",1973
"POINT(-63.728047 47.637685)",1979
"POINT(-63.728047 47.637685)",1980
"POINT(-55.995809 46.034584)",1974
"POINT(-63.728047 47.637685)",1981
"POINT(-63.728047 47.637685)",1982
"POINT(-63.728047 47.637685)",1983
"POINT(-55.995809 46.034584)",1975
"POINT(-63.728047 47.637685)",1984
"POINT(-63.728047 47.637685)",1985
"POINT(-63.728047 47.637685)",1986
"POINT(-55.995809 46.034584)",1976
"POINT(-63.728047 47.637685)",1987
"POINT(-63.728047 47.637685)",1988
"POINT(-55.995809 46.034584)",1977
"POINT(-63.728047 47.637685)",1989
"POINT(-63.728047 47.637685)",1990
"POINT(-63.728047 47.637685)",1991
"POINT(-55.995809 46.034584)",1978
"POINT(-63.728047 47.637685)",1992
"POINT(-63.728047 47.637685)",1993
"POINT(-63.728047 47.637685)",1994
"POINT(-55.995809 46.034584)",1979
"POINT(-55.995809 46.034584)",1980
"POINT(-62.067902 49.652037)",1973
"POINT(-62.067902 49.652037)",1977
"POINT(-55.995809 46.034584)",1981
"POINT(-62.067902 49.652037)",1978
"POINT(-62.067902 49.652037)",1979
"POINT(-55.995809 46.034584)",1982
"POINT(-62.067902 49.652037)",1980
"POINT(-62.067902 49.652037)",1981
"POINT(-62.067902 49.652037)",1983
"POINT(-55.995809 46.034584)",1983
"POINT(-62.067902 49.652037)",1984
"POINT(-62.067902 49.652037)",1985
"POINT(-55.995809 46.034584)",1984
"POINT(-62.067902 49.652037)",1986
"POINT(-62.067902 49.652037)",1987
"POINT(-62.067902 49.652037)",1988
"POINT(-55.995809 46.034584)",1985
"POINT(-62.067902 49.652037)",1989
"POINT(-62.067902 49.652037)",1990
"POINT(-62.067902 49.652037)",1991
"POINT(-55.995809 46.034584)",1986
"POINT(-62.067902 49.652037)",1992
"POINT(-62.067902 49.652037)",1993
"POINT(-62.067902 49.652037)",1994
"POINT(-55.995809 46.034584)",1987
"POINT(-55.995809 46.034584)",1988
"POINT(-58.452138 49.69674)",1971
"POINT(-58.452138 49.69674)",1972
"POINT(-55.995809 46.034584)",1989
"POINT(-58.452138 49.69674)",1973
"POINT(-58.452138 49.69674)",1976
"POINT(-55.995809 46.034584)",1990
"POINT(-58.452138 49.69674)",1978
"POINT(-58.452138 49.69674)",1979
"POINT(-58.452138 49.69674)",1980
"POINT(-55.995809 46.034584)",1991
"POINT(-58.452138 49.69674)",1981
"POINT(-58.452138 49.69674)",1983
"POINT(-58.452138 49.69674)",1984
"POINT(-55.995809 46.034584)",1992
"POINT(-58.452138 49.69674)",1985
"POINT(-58.452138 49.69674)",1986
"POINT(-55.995809 46.034584)",1993
"POINT(-58.452138 49.69674)",1987
"POINT(-58.452138 49.69674)",1988
"POINT(-58.452138 49.69674)",1989
"POINT(-55.995809 46.034584)",1994
"POINT(-58.452138 49.69674)",1990
"POINT(-58.452138 49.69674)",1991
"POINT(-58.452138 49.69674)",1992
"POINT(-58.635512 47.364248)",1973
"POINT(-58.452138 49.69674)",1993
"POINT(-58.452138 49.69674)",1994
"POINT(-58.635512 47.364248)",1975
"POINT(-55.995809 46.034584)",1970
"POINT(-55.995809 46.034584)",1972
"POINT(-58.635512 47.364248)",1977
"POINT(-55.995809 46.034584)",1973
"POINT(-55.995809 46.034584)",1974
"POINT(-58.635512 47.364248)",1979
"POINT(-55.995809 46.034584)",1975
"POINT(-55.995809 46.034584)",1976
"POINT(-55.995809 46.034584)",1977
"POINT(-58.635512 47.364248)",1980
"POINT(-55.995809 46.034584)",1978
"POINT(-55.995809 46.034584)",1979
"POINT(-55.995809 46.034584)",1980
"POINT(-58.635512 47.364248)",1981
"POINT(-55.995809 46.034584)",1981
"POINT(-55.995809 46.034584)",1982
"POINT(-58.635512 47.364248)",1983
"POINT(-55.995809 46.034584)",1983
"POINT(-55.995809 46.034584)",1984
"POINT(-55.995809 46.034584)",1985
"POINT(-58.635512 47.364248)",1984
"POINT(-55.995809 46.034584)",1986
"POINT(-55.995809 46.034584)",1987
"POINT(-55.995809 46.034584)",1988
"POINT(-58.635512 47.364248)",1985
"POINT(-55.995809 46.034584)",1989
"POINT(-55.995809 46.034584)",1990
"POINT(-58.635512 47.364248)",1986
"POINT(-55.995809 46.034584)",1991
"POINT(-55.995809 46.034584)",1992
"POINT(-55.995809 46.034584)",1993
"POINT(-55.995809 46.034584)",1994
"POINT(-58.635512 47.364248)",1972
"POINT(-58.635512 47.364248)",1973
"POINT(-58.635512 47.364248)",1975
"POINT(-58.635512 47.364248)",1976
"POINT(-58.635512 47.364248)",1977
"POINT(-58.635512 47.364248)",1978
"POINT(-58.635512 47.364248)",1979
"POINT(-58.635512 47.364248)",1980
"POINT(-58.635512 47.364248)",1981
"POINT(-58.635512 47.364248)",1983
"POINT(-58.635512 47.364248)",1984
"POINT(-58.635512 47.364248)",1985
"POINT(-58.635512 47.364248)",1986
"POINT(-58.635512 47.364248)",1987
"POINT(-58.635512 47.364248)",1988
"POINT(-58.635512 47.364248)",1989
"POINT(-58.635512 47.364248)",1990
"POINT(-58.635512 47.364248)",1991
"POINT(-58.635512 47.364248)",1992
"POINT(-58.635512 47.364248)",1993
"POINT(-58.635512 47.364248)",1994
"POINT(-52.782383 44.683779)",1970
"POINT(-52.782383 44.683779)",1971
"POINT(-52.782383 44.683779)",1977
"POINT(-52.782383 44.683779)",1978
"POINT(-52.782383 44.683779)",1979
"POINT(-58.635512 47.364248)",1987
"POINT(-52.782383 44.683779)",1980
"POINT(-52.782383 44.683779)",1981
"POINT(-52.782383 44.683779)",1982
"POINT(-52.782383 44.683779)",1983
"POINT(-58.635512 47.364248)",1988
"POINT(-52.782383 44.683779)",1984
"POINT(-52.782383 44.683779)",1985
"POINT(-52.782383 44.683779)",1986
"POINT(-58.635512 47.364248)",1989
"POINT(-52.782383 44.683779)",1987
"POINT(-52.782383 44.683779)",1988
"POINT(-52.782383 44.683779)",1989
"POINT(-58.635512 47.364248)",1990
"POINT(-52.782383 44.683779)",1990
"POINT(-52.782383 44.683779)",1991
"POINT(-58.635512 47.364248)",1991
"POINT(-52.782383 44.683779)",1992
"POINT(-52.782383 44.683779)",1993
"POINT(-52.782383 44.683779)",1994
"POINT(-58.635512 47.364248)",1992
"POINT(-58.635512 47.364248)",1993
"POINT(-66.214847 41.627502)",1981
"POINT(-66.214847 41.627502)",1984
"POINT(-66.214847 41.627502)",1987
"POINT(-58.635512 47.364248)",1994
"POINT(-66.214847 41.627502)",1989
"POINT(-66.214847 41.627502)",1992
"POINT(-52.782383 44.683779)",1970
"POINT(-65.098835 42.729563)",1971
"POINT(-65.098835 42.729563)",1972
"POINT(-65.098835 42.729563)",1973
"POINT(-65.098835 42.729563)",1974
"POINT(-52.782383 44.683779)",1971
"POINT(-65.098835 42.729563)",1975
"POINT(-65.098835 42.729563)",1976
"POINT(-52.782383 44.683779)",1975
"POINT(-65.098835 42.729563)",1978
"POINT(-65.098835 42.729563)",1979
"POINT(-65.098835 42.729563)",1980
"POINT(-52.782383 44.683779)",1976
"POINT(-65.098835 42.729563)",1981
"POINT(-65.098835 42.729563)",1982
"POINT(-65.098835 42.729563)",1983
"POINT(-52.782383 44.683779)",1977
"POINT(-65.098835 42.729563)",1984
"POINT(-65.098835 42.729563)",1985
"POINT(-52.782383 44.683779)",1978
"POINT(-65.098835 42.729563)",1986
"POINT(-65.098835 42.729563)",1987
"POINT(-65.098835 42.729563)",1988
"POINT(-52.782383 44.683779)",1979
"POINT(-65.098835 42.729563)",1989
"POINT(-65.098835 42.729563)",1990
"POINT(-65.098835 42.729563)",1991
"POINT(-52.782383 44.683779)",1980
"POINT(-65.098835 42.729563)",1993
"POINT(-65.098835 42.729563)",1994
"POINT(-52.782383 44.683779)",1981
"POINT(-52.782383 44.683779)",1982
"POINT(-57.690888 43.437611)",1970
"POINT(-57.690888 43.437611)",1971
"POINT(-57.690888 43.437611)",1972
"POINT(-52.782383 44.683779)",1983
"POINT(-57.690888 43.437611)",1973
"POINT(-57.690888 43.437611)",1974
"POINT(-57.690888 43.437611)",1975
"POINT(-52.782383 44.683779)",1984
"POINT(-57.690888 43.437611)",1976
"POINT(-57.690888 43.437611)",1977
"POINT(-52.782383 44.683779)",1985
"POINT(-57.690888 43.437611)",1978
"POINT(-57.690888 43.437611)",1979
"POINT(-57.690888 43.437611)",1980
"POINT(-52.782383 44.683779)",1986
"POINT(-57.690888 43.437611)",1981
"POINT(-57.690888 43.437611)",1982
"POINT(-57.690888 43.437611)",1983
"POINT(-52.782383 44.683779)",1987
"POINT(-57.690888 43.437611)",1984
"POINT(-57.690888 43.437611)",1985
"POINT(-52.782383 44.683779)",1988
"POINT(-57.690888 43.437611)",1986
"POINT(-57.690888 43.437611)",1987
"POINT(-57.690888 43.437611)",1988
"POINT(-52.782383 44.683779)",1989
"POINT(-57.690888 43.437611)",1989
"POINT(-57.690888 43.437611)",1990
"POINT(-57.690888 43.437611)",1991
"POINT(-52.782383 44.683779)",1990
"POINT(-57.690888 43.437611)",1992
"POINT(-57.690888 43.437611)",1993
"POINT(-52.782383 44.683779)",1991
"POINT(-57.690888 43.437611)",1994
"POINT(-52.782383 44.683779)",1992
"POINT(-59.348941 46.441917)",1970
"POINT(-59.348941 46.441917)",1971
"POINT(-52.782383 44.683779)",1993
"POINT(-59.348941 46.441917)",1972
"POINT(-59.348941 46.441917)",1973
"POINT(-59.348941 46.441917)",1974
"POINT(-52.782383 44.683779)",1994
"POINT(-59.348941 46.441917)",1975
"POINT(-59.348941 46.441917)",1976
"POINT(-65.098835 42.729563)",1975
"POINT(-59.348941 46.441917)",1977
"POINT(-59.348941 46.441917)",1978
"POINT(-59.348941 46.441917)",1979
"POINT(-59.348941 46.441917)",1980
"POINT(-59.348941 46.441917)",1981
"POINT(-59.348941 46.441917)",1982
"POINT(-65.098835 42.729563)",1977
"POINT(-59.348941 46.441917)",1983
"POINT(-59.348941 46.441917)",1984
"POINT(-59.348941 46.441917)",1985
"POINT(-65.098835 42.729563)",1978
"POINT(-59.348941 46.441917)",1986
"POINT(-59.348941 46.441917)",1987
"POINT(-59.348941 46.441917)",1988
"POINT(-65.098835 42.729563)",1979
"POINT(-59.348941 46.441917)",1989
"POINT(-59.348941 46.441917)",1990
"POINT(-65.098835 42.729563)",1980
"POINT(-59.348941 46.441917)",1991
"POINT(-59.348941 46.441917)",1992
"POINT(-59.348941 46.441917)",1993
"POINT(-65.098835 42.729563)",1981
"POINT(-59.348941 46.441917)",1994
"POINT(-65.098835 42.729563)",1982
"POINT(-63.728047 47.637685)",1971
"POINT(-65.098835 42.729563)",1983
"POINT(-63.728047 47.637685)",1972
"POINT(-63.728047 47.637685)",1973
"POINT(-63.728047 47.637685)",1975
"POINT(-65.098835 42.729563)",1984
"POINT(-63.728047 47.637685)",1977
"POINT(-63.728047 47.637685)",1978
"POINT(-65.098835 42.729563)",1985
"POINT(-63.728047 47.637685)",1979
"POINT(-63.728047 47.637685)",1980
"POINT(-63.728047 47.637685)",1981
"POINT(-65.098835 42.729563)",1986
"POINT(-63.728047 47.637685)",1982
"POINT(-63.728047 47.637685)",1983
"POINT(-63.728047 47.637685)",1984
"POINT(-65.098835 42.729563)",1987
"POINT(-63.728047 47.637685)",1985
"POINT(-63.728047 47.637685)",1986
"POINT(-65.098835 42.729563)",1989
"POINT(-63.728047 47.637685)",1987
"POINT(-63.728047 47.637685)",1988
"POINT(-63.728047 47.637685)",1989
"POINT(-63.728047 47.637685)",1990
"POINT(-63.728047 47.637685)",1991
"POINT(-63.728047 47.637685)",1992
"POINT(-63.728047 47.637685)",1993
"POINT(-63.728047 47.637685)",1994
"POINT(-62.067902 49.652037)",1983
"POINT(-62.067902 49.652037)",1984
"POINT(-62.067902 49.652037)",1985
"POINT(-62.067902 49.652037)",1986
"POINT(-62.067902 49.652037)",1987
"POINT(-62.067902 49.652037)",1988
"POINT(-62.067902 49.652037)",1989
"POINT(-62.067902 49.652037)",1990
"POINT(-62.067902 49.652037)",1991
"POINT(-62.067902 49.652037)",1992
"POINT(-62.067902 49.652037)",1993
"POINT(-62.067902 49.652037)",1994
"POINT(-58.452138 49.69674)",1983
"POINT(-58.452138 49.69674)",1984
"POINT(-58.452138 49.69674)",1985
"POINT(-58.452138 49.69674)",1986
"POINT(-58.452138 49.69674)",1987
"POINT(-58.452138 49.69674)",1988
"POINT(-58.452138 49.69674)",1989
"POINT(-58.452138 49.69674)",1990
"POINT(-58.452138 49.69674)",1991
"POINT(-58.452138 49.69674)",1992
"POINT(-58.452138 49.69674)",1993
"POINT(-58.452138 49.69674)",1994
"POINT(-65.098835 42.729563)",1990
"POINT(-55.995809 46.034584)",1984
"POINT(-55.995809 46.034584)",1985
"POINT(-57.690888 43.437611)",1979
"POINT(-55.995809 46.034584)",1986
"POINT(-55.995809 46.034584)",1987
"POINT(-55.995809 46.034584)",1994
"POINT(-57.690888 43.437611)",1980
"POINT(-58.635512 47.364248)",1983
"POINT(-58.635512 47.364248)",1984
"POINT(-58.635512 47.364248)",1985
"POINT(-57.690888 43.437611)",1981
"POINT(-58.635512 47.364248)",1986
"POINT(-58.635512 47.364248)",1987
"POINT(-58.635512 47.364248)",1988
"POINT(-57.690888 43.437611)",1982
"POINT(-58.635512 47.364248)",1989
"POINT(-58.635512 47.364248)",1990
"POINT(-58.635512 47.364248)",1991
"POINT(-57.690888 43.437611)",1983
"POINT(-58.635512 47.364248)",1992
"POINT(-58.635512 47.364248)",1993
"POINT(-57.690888 43.437611)",1984
"POINT(-58.635512 47.364248)",1994
"POINT(-57.690888 43.437611)",1985
"POINT(-65.098835 42.729563)",1970
"POINT(-65.098835 42.729563)",1975
"POINT(-57.690888 43.437611)",1986
"POINT(-65.098835 42.729563)",1983
"POINT(-65.098835 42.729563)",1984
"POINT(-65.098835 42.729563)",1987
"POINT(-57.690888 43.437611)",1987
"POINT(-65.098835 42.729563)",1994
"POINT(-57.690888 43.437611)",1988
"POINT(-65.098835 42.729563)",1979
"POINT(-57.690888 43.437611)",1989
"POINT(-65.098835 42.729563)",1980
"POINT(-65.098835 42.729563)",1981
"POINT(-65.098835 42.729563)",1982
"POINT(-57.690888 43.437611)",1990
"POINT(-65.098835 42.729563)",1983
"POINT(-65.098835 42.729563)",1984
"POINT(-57.690888 43.437611)",1993
"POINT(-65.098835 42.729563)",1985
"POINT(-65.098835 42.729563)",1986
"POINT(-65.098835 42.729563)",1990
"POINT(-63.728047 47.637685)",1985
"POINT(-65.098835 42.729563)",1991
"POINT(-65.098835 42.729563)",1992
"POINT(-65.098835 42.729563)",1993
"POINT(-65.098835 42.729563)",1994
"POINT(-63.728047 47.637685)",1989
"POINT(-57.690888 43.437611)",1982
"POINT(-63.728047 47.637685)",1990
"POINT(-57.690888 43.437611)",1983
"POINT(-57.690888 43.437611)",1984
"POINT(-65.098835 42.729563)",1985
"POINT(-57.690888 43.437611)",1990
"POINT(-65.098835 42.729563)",1986
"POINT(-65.098835 42.729563)",1987
"POINT(-61.181309 42.866877)",1983
"POINT(-61.181309 42.866877)",1985
"POINT(-61.181309 42.866877)",1986
"POINT(-61.181309 42.866877)",1990
"POINT(-57.690888 43.437611)",1983
"POINT(-57.690888 43.437611)",1984
"POINT(-63.728047 47.637685)",1984
"POINT(-63.728047 47.637685)",1985
"POINT(-57.690888 43.437611)",1985
"POINT(-63.728047 47.637685)",1986
"POINT(-63.728047 47.637685)",1988
"POINT(-57.690888 43.437611)",1986
"POINT(-63.728047 47.637685)",1990
"POINT(-63.728047 47.637685)",1992
"POINT(-63.728047 47.637685)",1994
"POINT(-57.690888 43.437611)",1987
"POINT(-57.690888 43.437611)",1991
"POINT(-59.348941 46.441917)",1986
"POINT(-59.348941 46.441917)",1993
"POINT(-59.348941 46.441917)",1994
"POINT(-57.690888 43.437611)",1992
"POINT(-57.690888 43.437611)",1993
"POINT(-63.728047 47.637685)",1985
"POINT(-63.728047 47.637685)",1986
"POINT(-59.348941 46.441917)",1985
"POINT(-63.728047 47.637685)",1987
"POINT(-63.728047 47.637685)",1988
"POINT(-63.728047 47.637685)",1989
"POINT(-63.728047 47.637685)",1990
"POINT(-63.728047 47.637685)",1991
"POINT(-63.728047 47.637685)",1993
"POINT(-59.348941 46.441917)",1992
"POINT(-63.728047 47.637685)",1994
"POINT(-59.348941 46.441917)",1993
"POINT(-52.121122 50.695322)",1978
"POINT(-63.728047 47.637685)",1984
"POINT(-52.121122 50.695322)",1983
"POINT(-52.121122 50.695322)",1985
"POINT(-63.728047 47.637685)",1985
"POINT(-65.098835 42.729563)",1971
"POINT(-65.098835 42.729563)",1972
"POINT(-65.098835 42.729563)",1973
"POINT(-63.728047 47.637685)",1986
"POINT(-65.098835 42.729563)",1974
"POINT(-65.098835 42.729563)",1982
"POINT(-63.728047 47.637685)",1987
"POINT(-65.098835 42.729563)",1983
"POINT(-65.098835 42.729563)",1984
"POINT(-65.098835 42.729563)",1985
"POINT(-63.728047 47.637685)",1988
"POINT(-65.098835 42.729563)",1989
"POINT(-65.098835 42.729563)",1992
"POINT(-65.098835 42.729563)",1993
"POINT(-63.728047 47.637685)",1989
"POINT(-65.098835 42.729563)",1994
"POINT(-63.728047 47.637685)",1990
"POINT(-63.728047 47.637685)",1991
"POINT(-61.181309 42.866877)",1989
"POINT(-61.181309 42.866877)",1990
"POINT(-61.181309 42.866877)",1991
"POINT(-63.728047 47.637685)",1992
"POINT(-61.181309 42.866877)",1992
"POINT(-63.728047 47.637685)",1993
"POINT(-57.690888 43.437611)",1991
