Species Name,Scientific Name Authorship,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies
"Bryum muehlenbeckii Bruch & W. P. Schimper in B.S.G., 1846","Bruch & W. P. Schimper in B.S.G., 1846",Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,Bryum muehlenbeckii,
"Cyrtomnium hymenophyllum Holmen, 1957","Holmen, 1957",Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Cyrtomnium,Cyrtomnium hymenophyllum,
"Dichelyma falcatum Myrin, 1833","Myrin, 1833",Plantae,Bryophyta,Bryopsida,Isobryales,Fontinalaceae,Dichelyma,Dichelyma falcatum,
"Dichelyma pallescens Bruch & W. P. Schimper in B.S.G., 1846","Bruch & W. P. Schimper in B.S.G., 1846",Plantae,Bryophyta,Bryopsida,Isobryales,Fontinalaceae,Dichelyma,Dichelyma pallescens,
"Brachythecium plumosum W. P. Schimper in B.S.G., 1853","W. P. Schimper in B.S.G., 1853",Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,Brachythecium plumosum,
"Pseudoleskea radicosa Macoun & Kindberg, 1892","Macoun & Kindberg, 1892",Plantae,Bryophyta,Bryopsida,Hypnales,Leskeaceae,Pseudoleskea,Pseudoleskea radicosa,
"Pseudoleskeella tectorum Kindberg ex Brotherus, 1907","Kindberg ex Brotherus, 1907",Plantae,Bryophyta,Bryopsida,Hypnales,Leskeaceae,Pseudoleskeella,Pseudoleskeella tectorum,
"Hygrohypnum molle Loeske, 1903","Loeske, 1903",Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Hygrohypnum,Hygrohypnum molle,
"Pseudocalliergon trifarium Loeske, 1907","Loeske, 1907",Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Pseudocalliergon,Pseudocalliergon trifarium,
"Hygroamblystegium tenax Jennings, 1913","Jennings, 1913",Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Hygroamblystegium,Hygroamblystegium tenax,
"Hygroamblystegium fluviatile Loeske, 1903","Loeske, 1903",Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Hygroamblystegium,Hygroamblystegium fluviatile,
"Hypnum fauriei Cardot, 1904","Cardot, 1904",Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Hypnum,Hypnum fauriei,
"Taxiphyllum deplanatum Fleischer, 1923","Fleischer, 1923",Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Taxiphyllum,Taxiphyllum deplanatum,
"Diphyscium foliosum D. Mohr, 1803","D. Mohr, 1803",Plantae,Bryophyta,Bryopsida,Buxbaumiales,Buxbaumiaceae,Diphyscium,Diphyscium foliosum,
"Psilopilum laevigatum Lindberg, 1861","Lindberg, 1861",Plantae,Bryophyta,Bryopsida,Polytrichales,Polytrichaceae,Psilopilum,Psilopilum laevigatum,
Cephaloziella varians (Gottsche) Steph.,Steph. (Gottsche),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,Cephaloziella varians,
Cephaloziella divaricata (Sm.) Schiffn.,Schiffn. (Sm.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,Cephaloziella divaricata,
Harpanthus flotovianus (Nees) Nees,Nees (Nees),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Geocalycaceae,Harpanthus,Harpanthus flotovianus,
Hygrobiella laxifolia (Hook.) Spruce,Spruce (Hook.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziaceae,Hygrobiella,Hygrobiella laxifolia,
Lophozia wenzelii (Nees) Steph.,Steph. (Nees),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Lophozia,Lophozia wenzelii,
Marsupella emarginata (Ehrh.) Dumort.,Dumort. (Ehrh.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Gymnomitriaceae,Marsupella,Marsupella emarginata,
Prasanthus suecicus (Gottsche) Lindb.,Lindb. (Gottsche),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Gymnomitriaceae,Prasanthus,Prasanthus suecicus,
Cephalozia loitlesbergeri Schiffn.,Schiffn.,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziaceae,Cephalozia,Cephalozia loitlesbergeri,
Scapania nemorosa (Linnaeus) Dum.,Dum. (Linnaeus),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Scapania,Scapania nemorosa,
Jungermannia obovata Nees,Nees,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Jungermanniaceae,Jungermannia,Jungermannia obovata,
Anthoceros macounii M. Howe,M. Howe,Plantae,Anthocerotophyta,Anthocerotopsida,Anthocerotales,Anthocerotaceae,Anthoceros,Anthoceros macounii,
Rhytidiadelphus subpinnatus (Lindb.) T. Kop.,T. Kop. (Lindb.),Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Rhytidiadelphus,Rhytidiadelphus subpinnatus,
Hylocomium umbratum (Ehrh. ex Hedw.) Schimp.,Schimp. (Ehrh. ex Hedw.),Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Hylocomiastrum,Hylocomium umbratum,
Eurhynchium riparioides (Hedw.) P.W. Richards,P.W. Richards (Hedw.),Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Eurhynchium,Eurhynchium riparioides,
Calliergon trifarium (F. Weber & D. Mohr) Kindb.,Kindb. (F. Weber & D. Mohr),Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Acrocladium,Calliergon trifarium,
Campylium halleri (Sw. ex Hedw.) Lindb.,Lindb. (Sw. ex Hedw.),Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Amblystegium,Campylium halleri,
Bryum inclinatum (Brid.) Bland.,Bland. (Brid.),,,,,,,Bryum inclinatum,
Sphagnum plumulosum,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum plumulosum,
"Encalypta alpina Smith, 1805","Smith, 1805",Plantae,Bryophyta,Bryopsida,Pottiales,Encalyptaceae,Encalypta,Encalypta alpina,
"Barbula unguiculata Hedwig, 1801","Hedwig, 1801",Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Barbula,Barbula unguiculata,
"Weissia muhlenbergiana W. D. Reese & B. A. E. Lemmon, 1965","W. D. Reese & B. A. E. Lemmon, 1965",Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,Weissia muhlenbergiana,
"Grimmia agassizii (Sullivant & Lesquereux in Sullivant) Jaeger, 1874","Jaeger, 1874 (Sullivant & Lesquereux in Sullivant)",,,,,,,Grimmia agassizii,
"Campylopus schimperi J. Milde in Rabenhorst, 1864","J. Milde in Rabenhorst, 1864",Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Campylopus,Campylopus schimperi,
"Mnium lycopodioides Schwaegrichen, 1826","Schwaegrichen, 1826",Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Mnium,Mnium lycopodioides,
"Myurella tenerrima Lindberg, 1879","Lindberg, 1879",Plantae,Bryophyta,Bryopsida,Hypnales,Theliaceae,Myurella,Myurella tenerrima,
"Orthothecium strictum Lorentz, 1864","Lorentz, 1864",Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Orthothecium,Orthothecium strictum,
"Andreaea alpestris W. P. Schimper in B.S.G., 1855","W. P. Schimper in B.S.G., 1855",Plantae,Bryophyta,Andreaeopsida,Andreaeales,Andreaeaceae,Andreaea,Andreaea alpestris,
Nowellia curvifolia (Dicks.) Mitt.,Mitt. (Dicks.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziaceae,Nowellia,Nowellia curvifolia,
Pohlia longicolla (Hedw.) Lindb.,Lindb. (Hedw.),Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Pohlia,Pohlia longicolla,
Mnium cuspidatum Hedw.,Hedw.,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Plagiomnium,Mnium cuspidatum,
Gymnostomum recurvirostrum Hedw.,Hedw.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Bryoerythrophyllum,Gymnostomum recurvirostrum,
Dicranella staphylina H. Whiteh.,H. Whiteh.,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranella,Dicranella staphylina,
Polytrichastrum sexangulare (Brid.) G. L. Sm.,G. L. Sm. (Brid.),Plantae,Bryophyta,Bryopsida,Polytrichales,Polytrichaceae,Polytrichastrum,Polytrichastrum sexangulare,
Chiloscyphus rivularis (Schrad.) Hazsl.,Hazsl. (Schrad.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophocoleaceae,Chiloscyphus,Chiloscyphus rivularis,
Chiloscyphus minor (Nees) J.J. Engel & R.M. Schust.,J.J. Engel & R.M. Schust. (Nees),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophocoleaceae,Chiloscyphus,Chiloscyphus minor,
Plagiochila asplenioides,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Plagiochilaceae,Plagiochila,Plagiochila asplenioides,
Dicranella schreberiana (Hedw.) Dixon,Dixon (Hedw.),,,,,,,Dicranella schreberiana,
Codriophorus aciculare (Hedw.) P. Beauv.,P. Beauv. (Hedw.),Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Codriophorus,Codriophorus aciculare,
Niphotrichum ericoides (Brid.) Bednarek-Ochyra & Ochyra,Bednarek-Ochyra & Ochyra (Brid.),Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Niphotrichum,Niphotrichum ericoides,
Orthotrichum elegans SchwÃ¤gr. ex Hook. & Grev.,SchwÃ¤gr. ex Hook. & Grev.,,,,,,,Orthotrichum elegans,
Pohlia filum,,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Pohlia,Pohlia filum,
Scapania hyperborea JÃ¶rg.,JÃ¶rg.,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Scapania,Scapania hyperborea,
Sciuro-hypnum plumosum (Hedw.) Ignatov & Huttunen,Ignatov & Huttunen (Hedw.),Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Sciuro-hypnum,Sciuro-hypnum plumosum,
"Hennediella heimii Zander, 1993","Zander, 1993",Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Hennediella,Hennediella heimii,
"Tortella humilis Jennings, 1913","Jennings, 1913",Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Tortella,Tortella humilis,
"Ulota drummondii Bridel, 1826","Bridel, 1826",Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Ulota,Ulota drummondii,
"Splachnum sphaericum Hedwig, 1801","Hedwig, 1801",Plantae,Bryophyta,Bryopsida,Funariales,Splachnaceae,Splachnum,Splachnum sphaericum,
"Pleuridium subulatum Rabenhorst, 1848","Rabenhorst, 1848",Plantae,Bryophyta,Bryopsida,Dicranales,Ditrichaceae,Pleuridium,Pleuridium subulatum,
"Bryum demaretianum Arts, 1992","Arts, 1992",Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,Bryum demaretianum,
"Bryum creberrimum Taylor, 1846","Taylor, 1846",Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,Bryum creberrimum,
"Anomobryum julaceum W. P. Schimper, 1860","W. P. Schimper, 1860",Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Anomobryum,Anomobryum julaceum,
"Fontinalis missourica Cardot, 1896","Cardot, 1896",Plantae,Bryophyta,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,Fontinalis missourica,
"Brachythecium glaciale W. P. Schimper in B.S.G., 1853","W. P. Schimper in B.S.G., 1853",Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,Brachythecium glaciale,
"Brachythecium rotaeanum De Notaris, 1867","De Notaris, 1867",Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,Brachythecium rotaeanum,
"Brachythecium starkii W. P. Schimper in B.S.G., 1853","W. P. Schimper in B.S.G., 1853",Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,Brachythecium starkii,
"Brachythecium oedipodium Jaeger, 1878","Jaeger, 1878",Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,Brachythecium oedipodium,
"Campylium radicale Grout, 1931","Grout, 1931",Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Campylium,Campylium radicale,
"Pterigynandrum filiforme Hedwig, 1801","Hedwig, 1801",Plantae,Bryophyta,Bryopsida,Hypnales,Pterigynandraceae,Pterigynandrum,Pterigynandrum filiforme,
"Hypnum fertile Sendtner, 1841","Sendtner, 1841",Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Hypnum,Hypnum fertile,
"Pylaisia intricata W. P. Schimper in B.S.G., 1854","W. P. Schimper in B.S.G., 1854",Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Pylaisia,Pylaisia intricata,
"Oligotrichum falcatum Steere, 1958","Steere, 1958",Plantae,Bryophyta,Bryopsida,Polytrichales,Polytrichaceae,Oligotrichum,Oligotrichum falcatum,
Ricciocarpos natans (L.) Corda,Corda (L.),Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Ricciaceae,Ricciocarpus,Ricciocarpos natans,
Bazzania tricrenata (Wahlenb.) Lindb.,Lindb. (Wahlenb.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lepidoziaceae,Bazzania,Bazzania tricrenata,
Cladopodiella francisci (Hook.) JÃ¸rg.,JÃ¸rg. (Hook.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziaceae,Cladopodiella,Cladopodiella francisci,
Cephalozia connivens (Dicks.) Lindb.,Lindb. (Dicks.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziaceae,Cephalozia,Cephalozia connivens,
Odontoschisma sphagni (Dicks.) Dumort.,Dumort. (Dicks.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziaceae,Odontoschisma,Odontoschisma sphagni,
Scapania curta (Mart.) Dumort.,Dumort. (Mart.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Scapania,Scapania curta,
Calypogeia integristipula Steph.,Steph.,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Calypogeiaceae,Calypogeia,Calypogeia integristipula,
Eocalypogeia schusterana (S.Hatt. & Mizut.) R.M.Schust.,R.M.Schust. (S.Hatt. & Mizut.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Calypogeiaceae,Eocalypogeia,Eocalypogeia schusterana,
Leiocolea badensis (Gottsche) JÃ¸rg.,JÃ¸rg. (Gottsche),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Jungermanniaceae,Leiocolea,Leiocolea badensis,
Riccardia chamedryfolia (With.) Grolle,Grolle (With.),Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Aneuraceae,Riccardia,Riccardia chamedryfolia,
Phaeoceros laevis (L.) Prosk.,Prosk. (L.),Plantae,Anthocerotophyta,Anthocerotopsida,Notothyladales,Notothyladaceae,Phaeoceros,Phaeoceros laevis,
Marsupella revoluta (Nees) Dumort.,Dumort. (Nees),,,,,,,Marsupella revoluta,
Lophozia excisa (Dicks.) Dum.,Dum. (Dicks.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Lophozia,Lophozia excisa,
Lophozia heterocolpos (Thed.) M. Howe,M. Howe (Thed.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Lophozia,Lophozia heterocolpos,
Anastrophyllum hellerianum (Nees) Schust.,Schust. (Nees),,,,,,,Anastrophyllum hellerianum,
Jungermannia gracillima Sm.,Sm.,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Jungermanniaceae,Jungermannia,Jungermannia gracillima,
Phaeoceros carolinianus (Michx.) Prosk.,Prosk. (Michx.),Plantae,Anthocerotophyta,Anthocerotopsida,Notothyladales,Notothyladaceae,Phaeoceros,Phaeoceros carolinianus,
Dicranum angustum Lindb.,Lindb.,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,Dicranum angustum,
Hylocomium brevirostre (Brid.) Schimp.,Schimp. (Brid.),Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Loeskeobryum,Hylocomium brevirostre,
Limprichtia revolvens (Sw.) Loeske,Loeske (Sw.),Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Drepanocladus,Limprichtia revolvens,
Amblystegium riparium (Hedw.) Schimp.,Schimp. (Hedw.),Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Campylium,Amblystegium riparium,
"Encalypta brevicollis Ã…ngstrÃ¶m, 1844","Ã…ngstrÃ¶m, 1844",Plantae,Bryophyta,Bryopsida,Pottiales,Encalyptaceae,Encalypta,Encalypta brevicollis,
"Didymodon ferrugineus M. O. Hill, 1981","M. O. Hill, 1981",Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Didymodon,Didymodon ferrugineus,
"Grimmia maritima (Sullivant & Lesquereux in Sullivant) Kindberg, 1897","Kindberg, 1897 (Sullivant & Lesquereux in Sullivant)",Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Grimmia,Grimmia maritima,
"Grimmia atrata Mielichhofer ex Hornschuch, 1819","Mielichhofer ex Hornschuch, 1819",Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Grimmia,Grimmia atrata,
"Arctoa fulvella Bruch & W. P. Schimper in B.S.G., 1846","Bruch & W. P. Schimper in B.S.G., 1846",Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Arctoa,Arctoa fulvella,
"Ditrichum pusillum Hampe, 1867","Hampe, 1867",Plantae,Bryophyta,Bryopsida,Dicranales,Ditrichaceae,Ditrichum,Ditrichum pusillum,
"Ceratodon heterophyllus Kindberg, 1892","Kindberg, 1892",Plantae,Bryophyta,Bryopsida,Dicranales,Ditrichaceae,Ceratodon,Ceratodon heterophyllus,
"Fissidens elegans Bridel, 1806","Bridel, 1806",Plantae,Bryophyta,Bryopsida,Fissidentales,Fissidentaceae,Fissidens,Fissidens elegans,
"Fissidens pallidinervis Mitten, 1869","Mitten, 1869",Plantae,Bryophyta,Bryopsida,Fissidentales,Fissidentaceae,Fissidens,Fissidens pallidinervis,
"Fissidens polypodioides Hedwig, 1801","Hedwig, 1801",Plantae,Bryophyta,Bryopsida,Fissidentales,Fissidentaceae,Fissidens,Fissidens polypodioides,
"Anomodon viticulosus W. J. Hooker & Taylor, 1818","W. J. Hooker & Taylor, 1818",Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Anomodon,Anomodon viticulosus,
Asterella tenella (L.) P.Beauv.,P.Beauv. (L.),Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Aytoniaceae,Asterella,Asterella tenella,
Diplophyllum apiculatum (A.Evans) Steph.,Steph. (A.Evans),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Diplophyllum,Diplophyllum apiculatum,
Anthelia julacea (L.) Dumort.,Dumort. (L.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Antheliaceae,Anthelia,Anthelia julacea,
Cynodontium alpestre (Wahlenb.) Milde,Milde (Wahlenb.),Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Cynodontium,Cynodontium alpestre,
Dicranella crispa (Hedw.) Schimp.,Schimp. (Hedw.),Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranella,Dicranella crispa,
Mnium cinclidioides,,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Pseudobryum,Mnium cinclidioides,
Astomum muhlenbergianum (Sw.) Grout,Grout (Sw.),Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,Astomum muhlenbergianum,
Sarmentypnum tundrae (Arnell) HedenÃ¤s,HedenÃ¤s (Arnell),Plantae,Bryophyta,Bryopsida,Hypnales,Calliergonaceae,Sarmentypnum,Sarmentypnum tundrae,
Fossombronia wondraczekii (Corda) Lindb.,Lindb. (Corda),Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Codoniaceae,Fossombronia,Fossombronia wondraczekii,
Mniobryum sudeticum,,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Mniobryum,Mniobryum sudeticum,
Tritomaria polita (Nees) JÃ¶rg.,JÃ¶rg. (Nees),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Saccobasis,Tritomaria polita,
Eurhynchiastrum pulchellum (Hedw.) Ignatov & Huttunen,Ignatov & Huttunen (Hedw.),,,,,,,Eurhynchiastrum pulchellum,
Marchantia quadrata Scop.,Scop.,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Marchantiaceae,Preissia,Marchantia quadrata,
Schistidium alpicola (Hedw.) Limpr.,Limpr. (Hedw.),,,,,,,Schistidium alpicola,
"Ephemerum crassinervium (Austin) Renauld & Cardot, 1891","Renauld & Cardot, 1891 (Austin)",Plantae,Bryophyta,Bryopsida,Funariales,Ephemeraceae,Ephemerum,Ephemerum crassinervium,
Zygodon viridissimus (Dicks.) R. Br.,R. Br. (Dicks.),Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Zygodon,Zygodon viridissimus,
"Acaulon muticum C. MÃ¼ller, 1847","C. MÃ¼ller, 1847",Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Acaulon,Acaulon muticum,
Drepanocladus badius (Hartm.) G. Roth,G. Roth (Hartm.),Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Loeskypnum,Drepanocladus badius,
Sphagnum parvifolium,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum parvifolium,
Pogonatum alpinum (Hedw.) RÃ¶hl.,RÃ¶hl. (Hedw.),Plantae,Bryophyta,Bryopsida,Polytrichales,Polytrichaceae,Polytrichastrum,Pogonatum alpinum,
Sciuro-hypnum oedipodium (Mitt.) Ignatov & Huttunen,Ignatov & Huttunen (Mitt.),Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Sciuro-hypnum,Sciuro-hypnum oedipodium,
Bryum bicolor Dicks.,Dicks.,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,Bryum bicolor,
Physcomitrium pyriforme (Hedw.) Brid.,Brid. (Hedw.),Plantae,Bryophyta,Bryopsida,Funariales,Funariaceae,Physcomitrium,Physcomitrium pyriforme,
"Encalypta ciliata (Funck in Nees & Hornschuch) Hampe, 1837","Hampe, 1837 (Funck in Nees & Hornschuch)",Plantae,Bryophyta,Bryopsida,Pottiales,Encalyptaceae,Encalypta,Encalypta ciliata,
Scapania uliginosa (Lindenb.) Dum.,Dum. (Lindenb.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Scapania,Scapania uliginosa,
Tritomaria scitula (Taylor) JÃ¸rg.,JÃ¸rg. (Taylor),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Tritomaria,Tritomaria scitula,
Brachythecium oxycladon,,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,Brachythecium oxycladon,
Polytrichum sexangulare FlÃ¶rke,FlÃ¶rke,Plantae,Bryophyta,Bryopsida,Polytrichales,Polytrichaceae,Polytrichastrum,Polytrichum sexangulare,
Seligeria donniana (Sm.) MÃ¼ll.Hal.,MÃ¼ll.Hal. (Sm.),Plantae,Bryophyta,Bryopsida,Seligerales,Seligeriaceae,Seligeria,Seligeria donniana,
"Sphagnum andersonianum Andrus, 1980","Andrus, 1980",Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum andersonianum,
"Seligeria campylopoda Kindberg in Macoun, 1892","Kindberg in Macoun, 1892",Plantae,Bryophyta,Bryopsida,Seligerales,Seligeriaceae,Seligeria,Seligeria campylopoda,
"Stegonia latifolia Venturi ex Brotherus, 1923","Venturi ex Brotherus, 1923",Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Stegonia,Stegonia latifolia,
"Aloina brevirostris Kindberg, 1883","Kindberg, 1883",Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Aloina,Aloina brevirostris,
"Orthotrichum stellatum Bridel, 1826","Bridel, 1826",Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum,Orthotrichum stellatum,
"Rhabdoweisia crispata Lindberg, 1871","Lindberg, 1871",Plantae,Bryophyta,Bryopsida,Dicranales,Rhabdoweisiaceae,Rhabdoweisia,Rhabdoweisia crispata,
"Dicranum flagellare Hedwig, 1801","Hedwig, 1801",Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,Dicranum flagellare,
"Dicranum drummondii C. MÃ¼ller, 1848","C. MÃ¼ller, 1848",Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,Dicranum drummondii,
"Dicranum bonjeanii De Notaris in Lisa, 1837","De Notaris in Lisa, 1837",Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,Dicranum bonjeanii,
"Dicranum fragilifolium Lindberg, 1857","Lindberg, 1857",Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,Dicranum fragilifolium,
"Philonotis tomentella Molendo in Lorentz, 1864","Molendo in Lorentz, 1864",Plantae,Bryophyta,Bryopsida,Bryales,Bartramiaceae,Philonotis,Philonotis tomentella,
"Bryum arcticum Bruch & W. P. Schimper in B.S.G., 1846","Bruch & W. P. Schimper in B.S.G., 1846",Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,Bryum arcticum,
"Bryum violaceum Crundwell & Nyholm, 1963","Crundwell & Nyholm, 1963",Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,Bryum violaceum,
"Bryum veronense De Notaris, 1866","De Notaris, 1866",Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,Bryum veronense,
"Bryum calophyllum R. Brown, 1823","R. Brown, 1823",Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,Bryum calophyllum,
"Bryum caespiticium Hedwig, 1801","Hedwig, 1801",Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,Bryum caespiticium,
"Plagiobryum zierii Lindberg, 1863","Lindberg, 1863",Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Plagiobryum,Plagiobryum zierii,
"Cirriphyllum piliferum Grout, 1898","Grout, 1898",Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Cirriphyllum,Cirriphyllum piliferum,
"Brachythecium nelsonii Grout, 1902","Grout, 1902",Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,Brachythecium nelsonii,
"Brachythecium laetum W. P. Schimper in B.S.G., 1853","W. P. Schimper in B.S.G., 1853",Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,Brachythecium laetum,
