Species Name,Scientific Name Authorship,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies
Barbilophozia atlantica (Kaal.) K. MÃ¼ll.,K. MÃ¼ll. (Kaal.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Anastrophyllaceae,Orthocaulis,Barbilophozia atlantica,
Sphenolobus minutus (Schreb.) Berggr.,Berggr. (Schreb.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Anastrophyllaceae,Sphenolobus,Sphenolobus minutus,
"Sphagnum annulatum Warnstorf, 1898","Warnstorf, 1898",Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum annulatum,
"Schistostega pennata Weber & D. Mohr, 1803","Weber & D. Mohr, 1803",Plantae,Bryophyta,Bryopsida,Schistostegiales,Schistostegaceae,Schistostega,Schistostega pennata,
"Hylocomiastrum pyrenaicum Fleischer in Brotherus, 1925","Fleischer in Brotherus, 1925",Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Hylocomiastrum,Hylocomiastrum pyrenaicum,
"Brachythecium turgidum Kindberg, 1888","Kindberg, 1888",Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,Brachythecium turgidum,
"Brotherella recurvans Fleischer, 1914","Fleischer, 1914",Plantae,Bryophyta,Bryopsida,Hypnales,Sematophyllaceae,Brotherella,Brotherella recurvans,
"Conocephalum salebrosum Szweyk., Buczk. & Odrzyk.","Szweyk., Buczk. & Odrzyk.",Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Conocephalaceae,Conocephalum,Conocephalum salebrosum,
Trichocolea tomentella (Ehrh.) Dumort.,Dumort. (Ehrh.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Trichocoleaceae,Trichocolea,Trichocolea tomentella,
Riccardia latifrons (Lindb.) Lindb.,Lindb. (Lindb.),Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Aneuraceae,Riccardia,Riccardia latifrons,
Thuidium abietinum (Hedw.) Schimp.,Schimp. (Hedw.),Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Thuidium,Thuidium abietinum,
"Tortula mucronifolia Schwaegrichen, 1811","Schwaegrichen, 1811",Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Tortula,Tortula mucronifolia,
"Dicranella subulata W. P. Schimper, 1856","W. P. Schimper, 1856",Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranella,Dicranella subulata,
"Campylophyllum halleri Fleischer, 1914","Fleischer, 1914",Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Campylophyllum,Campylophyllum halleri,
Riccia fluitans,,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Ricciaceae,Riccia,Riccia fluitans,
Didymodon acutus (Brid.) K. Saito,K. Saito (Brid.),Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Didymodon,Didymodon acutus,
Cephaloziella grimsulana (J.B. Jack) K. MÃ¼ller,K. MÃ¼ller (J.B. Jack),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,Cephaloziella grimsulana,
Homalia trichomanoides (Hedw.) B. S. G.,B. S. G. (Hedw.),Plantae,Bryophyta,Bryopsida,Leucodontales,Neckeraceae,Homalia,Homalia trichomanoides,
Niphotrichum canescens (Hedw.) Bednarek-Ochyra & Ochyra,Bednarek-Ochyra & Ochyra (Hedw.),Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Niphotrichum,Niphotrichum canescens,
Plagiomnium medium (Bruch & Schimp.) T.J.Kop.,T.J.Kop. (Bruch & Schimp.),Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Plagiomnium,Plagiomnium medium,
Bucklandiella heterosticha (Hedw.) Bednarek-Ochyra & Ochyra,Bednarek-Ochyra & Ochyra (Hedw.),Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Bucklandiella,Bucklandiella heterosticha,
Rhizomnium gracile T.J. Kop.,T.J. Kop.,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Rhizomnium,Rhizomnium gracile,
Pohlia sphagnicola (Bruch & Schimp.) Lindb. & Arnell,Lindb. & Arnell (Bruch & Schimp.),,,,,,,Pohlia sphagnicola,
Leskea polycarpa Ehrhart,Ehrhart,Plantae,Bryophyta,Bryopsida,Hypnales,Leskeaceae,Leskea,Leskea polycarpa,
Drepanocladus longifolius Brotherus,Brotherus,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Drepanocladus,Drepanocladus longifolius,
Gymnomitrion apiculatum (Schiffn.) MÃ¼ll.Frib.,MÃ¼ll.Frib. (Schiffn.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Gymnomitriaceae,Marsupella,Gymnomitrion apiculatum,
Nardia geoscyphus (De Not.) Lindb.,Lindb. (De Not.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Solenostomataceae,Nardia,Nardia geoscyphus,
"Sphagnum inundatum Russow, 1894","Russow, 1894",Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum inundatum,
"Seligeria oelandica C. E. O. Jensen & Medelius, 1929","C. E. O. Jensen & Medelius, 1929",Plantae,Bryophyta,Bryopsida,Seligerales,Seligeriaceae,Seligeria,Seligeria oelandica,
"Ulota coarctata Hammar, 1852","Hammar, 1852",Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Ulota,Ulota coarctata,
"Dicranum spurium Hedwig, 1801","Hedwig, 1801",Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,Dicranum spurium,
"Bryum calobryoides Spence, 1986","Spence, 1986",Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,Bryum calobryoides,
"Thuidium recognitum Lindberg, 1874","Lindberg, 1874",Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Thuidium,Thuidium recognitum,
"Hylocomiastrum umbratum Fleischer in Brotherus, 1925","Fleischer in Brotherus, 1925",Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Hylocomiastrum,Hylocomiastrum umbratum,
Brachythecium campestre,,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,Brachythecium campestre,
"Eurhynchium pulchellum Jennings, 1913","Jennings, 1913",Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Eurhynchium,Eurhynchium pulchellum,
"Hygrohypnum smithii Brotherus, 1908","Brotherus, 1908",Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Hygrohypnum,Hygrohypnum smithii,
Cephaloziella rubella (Nees) Warnst.,Warnst. (Nees),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,Cephaloziella rubella,
Lophozia longidens (Lindb.) Macoun,Macoun (Lindb.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Lophozia,Lophozia longidens,
Frullania brittoniae A. Evans,A. Evans,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Frullaniaceae,Frullania,Frullania brittoniae,
Tritomaria heterophylla R.M. Schust.,R.M. Schust.,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Tritomaria,Tritomaria heterophylla,
Lophozia bicrenata (Hoffm.) Dum.,Dum. (Hoffm.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Lophozia,Lophozia bicrenata,
Isopterygium pulchellum,,Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Isopterygium,Isopterygium pulchellum,
Amblystegium varium (Hedw.) Lindb.,Lindb. (Hedw.),Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Hygroamblystegium,Amblystegium varium,
Polytrichum longisetum Sw. ex Brid.,Sw. ex Brid.,Plantae,Bryophyta,Bryopsida,Polytrichales,Polytrichaceae,Polytrichastrum,Polytrichum longisetum,
Sphagnum perfoliatum Sav.-Ljub.,Sav.-Ljub.,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum perfoliatum,
"Pohlia obtusifolia L. F. Koch, 1950","L. F. Koch, 1950",Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Pohlia,Pohlia obtusifolia,
"Mnium spinulosum Bruch & W. P. Schimper in B.S.G., 1846","Bruch & W. P. Schimper in B.S.G., 1846",Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Mnium,Mnium spinulosum,
"Helodium blandowii Warnstorf, 1905","Warnstorf, 1905",Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Helodium,Helodium blandowii,
"Andreaea crassinervia Bruch, 1832","Bruch, 1832",Plantae,Bryophyta,Andreaeopsida,Andreaeales,Andreaeaceae,Andreaea,Andreaea crassinervia,
Kurzia pauciflora (Dicks.) Grolle,Grolle (Dicks.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lepidoziaceae,Kurzia,Kurzia pauciflora,
Drepanocladus polygamus (Schimp.) HedenÃ¤s,HedenÃ¤s (Schimp.),Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Drepanocladus,Drepanocladus polygamus,
Barbilophozia floerkei (Web. & Mohr) Loeske,Loeske (Web. & Mohr),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Anastrophyllaceae,Barbilophozia,Barbilophozia floerkei,
Bryum capillare Hedw.,Hedw.,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,Bryum capillare,
Ptychostomum inclinatum (Sw. ex Brid.) J.R. Spence,J.R. Spence (Sw. ex Brid.),Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Ptychostomum,Ptychostomum inclinatum,
Schistidium papillosum Culm.,Culm.,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Schistidium,Schistidium papillosum,
Cyrtomnium hymenophylloides (Huebener) T.J.Kop.,T.J.Kop. (Huebener),Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Cyrtomnium,Cyrtomnium hymenophylloides,
Palustriella falcata (Brid.) HedenÃ¤s,HedenÃ¤s (Brid.),Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Palustriella,Palustriella falcata,
Sphaerocephalus palustris (Hedw.) Lindb.,Lindb. (Hedw.),Plantae,Bryophyta,Bryopsida,Bryales,Aulacomniaceae,Sphaerocephalus,Sphaerocephalus palustris,
Lescuraea saxicola (Schimp.) Milde,Milde (Schimp.),Plantae,Bryophyta,Bryopsida,Hypnales,Leskeaceae,Lescuraea,Lescuraea saxicola,
Atrichum undulatum (Brotherus) Chen Pan-chieh & Wan Thung-ling,Chen Pan-chieh & Wan Thung-ling (Brotherus),,,,,,,Atrichum undulatum,
Seligeria calcarea (Hedw.) B. S. G.,B. S. G. (Hedw.),Plantae,Bryophyta,Bryopsida,Seligerales,Seligeriaceae,Seligeria,Seligeria calcarea,
Cnestrum alpestre (HÃ¼b.) Mogensen,Mogensen (HÃ¼b.),Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Cnestrum,Cnestrum alpestre,
Sphagnum macrophyllum Bernhardi,Bernhardi,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum macrophyllum,
Calypogeia muelleriana (Schiffn.) K. MÃ¼ll.,K. MÃ¼ll. (Schiffn.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Calypogeiaceae,Calypogeia,Calypogeia muelleriana,
Jamesoniella autumnalis (DC.) Steph.,Steph. (DC.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Jamesoniellaceae,Jamesoniella,Jamesoniella autumnalis,
"Sphagnum denticulatum Bridel, 1826","Bridel, 1826",Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum denticulatum,
"Sphagnum subnitens Russow & Warnstorf, 1888","Russow & Warnstorf, 1888",Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum subnitens,
"Orthotrichum pylaisii Bridel, 1826","Bridel, 1826",Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum,Orthotrichum pylaisii,
"Splachnum ampullaceum Hedwig, 1801","Hedwig, 1801",Plantae,Bryophyta,Bryopsida,Funariales,Splachnaceae,Splachnum,Splachnum ampullaceum,
"Cynodontium polycarpum W. P. Schimper, 1856","W. P. Schimper, 1856",Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Cynodontium,Cynodontium polycarpum,
"Dicranum ontariense Peterson, 1977","Peterson, 1977",Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,Dicranum ontariense,
"Rosulabryum capillare Spence, 1996","Spence, 1996",Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Rosulabryum,Rosulabryum capillare,
"Pseudotaxiphyllum elegans Iwatsuki, 1987","Iwatsuki, 1987",Plantae,Bryophyta,Bryopsida,Hypnales,Plagiotheciaceae,Pseudotaxiphyllum,Pseudotaxiphyllum elegans,
"Campylium chrysophyllum J. M. Lange, 1887","J. M. Lange, 1887",Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Campylium,Campylium chrysophyllum,
"Platydictya jungermannioides H. Crum, 1964","H. Crum, 1964",Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Platydictya,Platydictya jungermannioides,
"Hypnum curvifolium Hedwig, 1801","Hedwig, 1801",Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Hypnum,Hypnum curvifolium,
"Atrichum tenellum Bruch & W. P. Schimper in B.S.G., 1844","Bruch & W. P. Schimper in B.S.G., 1844",Plantae,Bryophyta,Bryopsida,Polytrichales,Polytrichaceae,Atrichum,Atrichum tenellum,
Geocalyx graveolens (Schrad.) Nees,Nees (Schrad.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Geocalycaceae,Geocalyx,Geocalyx graveolens,
Tritomaria exsectiformis (Breidl.) Schiffn. ex Loeske,Schiffn. ex Loeske (Breidl.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Tritomaria,Tritomaria exsectiformis,
Jungermannia exsertifolia Steph.,Steph.,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Jungermanniaceae,Jungermannia,Jungermannia exsertifolia,
Cephaloziella arctica Bryhn & Douin,Bryhn & Douin,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,Cephaloziella arctica,
Scapania kaurinii Ryan,Ryan,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Scapania,Scapania kaurinii,
Lophozia incisa (Schrad.) Dumort.,Dumort. (Schrad.),,,,,,,Lophozia incisa,
Fossombronia foveolata Lindb.,Lindb.,Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Codoniaceae,Fossombronia,Fossombronia foveolata,
Pseudoleskeella nervosa (Brid.) Nyh.,Nyh. (Brid.),Plantae,Bryophyta,Bryopsida,Hypnales,Leskeaceae,Pseudoleskeella,Pseudoleskeella nervosa,
Tomenthypnum nitens (Hedw.) Loeske,Loeske (Hedw.),,,,,,,Tomenthypnum nitens ,
Loeskypnum wickesiae (Grout) Tuom.,Tuom. (Grout),Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Loeskypnum,Loeskypnum wickesiae,
Campylium polygamum (Schimp.) C.E.O. Jensen,C.E.O. Jensen (Schimp.),Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Drepanocladus,Campylium polygamum,
Sphagnum capillaceum (F.W. Weiss) Schrank,Schrank (F.W. Weiss),Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum capillaceum,
Sphagnum auriculatum Schimp.,Schimp.,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum auriculatum,
"Barbula convoluta Hedwig, 1801","Hedwig, 1801",Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Barbula,Barbula convoluta,
"Tayloria lingulata Lindberg, 1879","Lindberg, 1879",Plantae,Bryophyta,Bryopsida,Funariales,Splachnaceae,Tayloria,Tayloria lingulata,
"Schistidium trichodon Poelt, 1953","Poelt, 1953",Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Schistidium,Schistidium trichodon,
"Grimmia muehlenbeckii W. P. Schimper, 1860","W. P. Schimper, 1860",Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Grimmia,Grimmia muehlenbeckii,
"Ditrichum pallidum Hampe, 1867","Hampe, 1867",Plantae,Bryophyta,Bryopsida,Dicranales,Ditrichaceae,Ditrichum,Ditrichum pallidum,
"Pohlia elongata Hedwig, 1801","Hedwig, 1801",Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Pohlia,Pohlia elongata,
"Pohlia bulbifera Warnstorf, 1904","Warnstorf, 1904",Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Pohlia,Pohlia bulbifera,
"Mnium hornum Hedwig, 1801","Hedwig, 1801",Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Mnium,Mnium hornum,
"Heterocladium dimorphum W. P. Schimper in B.S.G., 1852","W. P. Schimper in B.S.G., 1852",Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Heterocladium,Heterocladium dimorphum,
Zygodon rupestris (Lindb. ex Hartm.) Lindb. ex Britt.,Lindb. ex Britt. (Lindb. ex Hartm.),Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Zygodon,Zygodon rupestris,
"Rhodobryum ontariense (Kindb.) Kindb., 1898","Kindb., 1898 (Kindb.)",Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Rhodobryum,Rhodobryum ontariense,
Jungermannia cordifolia Brot.,Brot.,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Jungermanniaceae,Jungermannia,Jungermannia cordifolia,
Sciuro-hypnum populeum (Hedw.) Ignatov & Huttunen,Ignatov & Huttunen (Hedw.),Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Sciuro-hypnum,Sciuro-hypnum populeum,
Brachythecium erythrorrhizon B. S. G.,B. S. G.,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,Brachythecium erythrorrhizon,
"Mnium ambiguum H. L. H. MÃ¼ller, 1866","H. L. H. MÃ¼ller, 1866",Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Mnium,Mnium ambiguum,
"Seligeria tristichoides Kindberg, 1896","Kindberg, 1896",Plantae,Bryophyta,Bryopsida,Seligerales,Seligeriaceae,Seligeria,Seligeria tristichoides,
"Splachnum vasculosum Hedwig, 1801","Hedwig, 1801",Plantae,Bryophyta,Bryopsida,Funariales,Splachnaceae,Splachnum,Splachnum vasculosum,
"Racomitrium sudeticum Bruch & W. P. Schimper in B.S.G., 1845","Bruch & W. P. Schimper in B.S.G., 1845",Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Racomitrium,Racomitrium sudeticum,
"Cynodontium strumulosum C. MÃ¼ller & Kindberg in Macoun, 1892","C. MÃ¼ller & Kindberg in Macoun, 1892",Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Cynodontium,Cynodontium strumulosum,
"Dicranum majus Turner, 1804","Turner, 1804",Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,Dicranum majus,
"Dicranum fulvum W. J. Hooker, 1819","W. J. Hooker, 1819",Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,Dicranum fulvum,
"Saelania glaucescens Brotherus in Bomansson & Brotherus, 1894","Brotherus in Bomansson & Brotherus, 1894",Plantae,Bryophyta,Bryopsida,Dicranales,Ditrichaceae,Saelania,Saelania glaucescens,
Plagiomnium ciliare,,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Plagiomnium,Plagiomnium ciliare,
"Fontinalis hypnoides C. J. Hartman, 1843","C. J. Hartman, 1843",Plantae,Bryophyta,Bryopsida,Isobryales,Fontinalaceae,Fontinalis,Fontinalis hypnoides,
"Tetrodontium ovatum Schwaegrichen, 1824","Schwaegrichen, 1824",Plantae,Bryophyta,Bryopsida,Tetraphidales,Tetraphidaceae,Tetrodontium,Tetrodontium ovatum,
"Isopterygiopsis muelleriana Iwatsuki, 1970","Iwatsuki, 1970",Plantae,Bryophyta,Bryopsida,Hypnales,Plagiotheciaceae,Isopterygiopsis,Isopterygiopsis muelleriana,
"Platyhypnidium riparioides Dixon, 1934","Dixon, 1934",Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Platyhypnidium,Platyhypnidium riparioides,
"Hygrohypnum polare Loeske, 1905","Loeske, 1905",Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Hygrohypnum,Hygrohypnum polare,
"Warnstorfia pseudostraminea Tuomikoski & T. Koponen, 1979","Tuomikoski & T. Koponen, 1979",Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Warnstorfia,Warnstorfia pseudostraminea,
"Herzogiella striatella Iwatsuki, 1970","Iwatsuki, 1970",Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Herzogiella,Herzogiella striatella,
"Hypnum recurvatum Kindberg, 1891","Kindberg, 1891",Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Hypnum,Hypnum recurvatum,
"Platygyrium repens W. P. Schimper in B.S.G., 1851","W. P. Schimper in B.S.G., 1851",Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Platygyrium,Platygyrium repens,
"Buxbaumia aphylla Hedwig, 1801","Hedwig, 1801",Plantae,Bryophyta,Bryopsida,Buxbaumiales,Buxbaumiaceae,Buxbaumia,Buxbaumia aphylla,
"Oligotrichum hercynicum Lamarck & A. P. de Candolle, 1805","Lamarck & A. P. de Candolle, 1805",Plantae,Bryophyta,Bryopsida,Polytrichales,Polytrichaceae,Oligotrichum,Oligotrichum hercynicum,
Jungermannia pumila With.,With.,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Jungermanniaceae,Jungermannia,Jungermannia pumila,
Cephalozia catenulata (HÃ¼b.) Lindb.,Lindb. (HÃ¼b.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziaceae,Cephalozia,Cephalozia catenulata,
Scapania subalpina (Lindenb.) Dum.,Dum. (Lindenb.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Scapania,Scapania subalpina,
Scapania umbrosa (Schrad.) Dum.,Dum. (Schrad.),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Scapania,Scapania umbrosa,
Scapania gymnostomophila Kaal.,Kaal.,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Scapania,Scapania gymnostomophila,
Hylocomium pyrenaicum (Spruce) Lindb.,Lindb. (Spruce),Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Hylocomiastrum,Hylocomium pyrenaicum,
Pylaisiella polyantha (Hedw.) Grout,Grout (Hedw.),Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Pylaisiella,Pylaisiella polyantha,
"Tortula systylia Lindberg, 1879","Lindberg, 1879",Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Tortula,Tortula systylia,
"Ephemerum spinulosum Bruch & W. P. Schimper in W. P. Schimper, 1860","Bruch & W. P. Schimper in W. P. Schimper, 1860",Plantae,Bryophyta,Bryopsida,Funariales,Ephemeraceae,Ephemerum,Ephemerum spinulosum,
"Schistidium liliputanum Deguchi, 1978","Deguchi, 1978",Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Schistidium,Schistidium liliputanum,
"Grimmia unicolor W. J. Hooker in Greville, 1825","W. J. Hooker in Greville, 1825",Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Grimmia,Grimmia unicolor,
"Cinclidium subrotundum Lindberg, 1868","Lindberg, 1868",Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Cinclidium,Cinclidium subrotundum,
"Fissidens bryoides Hedwig, 1801","Hedwig, 1801",Plantae,Bryophyta,Bryopsida,Fissidentales,Fissidentaceae,Fissidens,Fissidens bryoides,
Plectocolea hyalina (Lyell) Mitt.,Mitt. (Lyell),Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Jungermanniaceae,Jungermannia,Plectocolea hyalina,
Thuidium delicatulum (Hedw.) B. S. G.,B. S. G. (Hedw.),Plantae,Bryophyta,Bryopsida,Hypnales,Thuidiaceae,Thuidium,Thuidium delicatulum,
Moerckia flotoviana (Nees) Schiffner,Schiffner (Nees),Plantae,Marchantiophyta,Jungermanniopsida,Pallaviciniales,Moerckiaceae,Moerckia,Moerckia flotoviana,
Conocephalum conicum (Linnaeus) Lindb.,Lindb. (Linnaeus),Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Conocephalaceae,Conocephalum,Conocephalum conicum,
Rhizomnium appalachianum T.J. Kop.,T.J. Kop.,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Rhizomnium,Rhizomnium appalachianum,
Rhizomnium magnifolium (Horik.) T.J.Kop.,T.J.Kop. (Horik.),Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Rhizomnium,Rhizomnium magnifolium,
Cololejeunea biddlecomiae (Aust.) Evans,Evans (Aust.),Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Lejeuneaceae,Cololejeunea,Cololejeunea biddlecomiae,
"Sphagnum strictum Sullivant, 1846","Sullivant, 1846",Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum strictum,
"Sphagnum aongstroemii C. Hartman, 1858","C. Hartman, 1858",Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum aongstroemii,
"Seligeria diversifolia Lindberg, 1861","Lindberg, 1861",Plantae,Bryophyta,Bryopsida,Seligerales,Seligeriaceae,Seligeria,Seligeria diversifolia,
"Ulota hutchinsiae Hammar, 1852","Hammar, 1852",Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Ulota,Ulota hutchinsiae,
"Ulota phyllantha Bridel, 1819","Bridel, 1819",Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Ulota,Ulota phyllantha,
"Physcomitrium immersum Sullivant in A. Gray, 1848","Sullivant in A. Gray, 1848",Plantae,Bryophyta,Bryopsida,Funariales,Funariaceae,Physcomitrium,Physcomitrium immersum,
"Racomitrium aciculare Bridel, 1819","Bridel, 1819",Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Racomitrium,Racomitrium aciculare,
"Racomitrium affine Lindberg, 1875","Lindberg, 1875",Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Racomitrium,Racomitrium affine,
"Racomitrium ericoides Bridel, 1819","Bridel, 1819",Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Racomitrium,Racomitrium ericoides,
"Dicranum viride Lindberg, 1863","Lindberg, 1863",Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,Dicranum viride,
