"polygon_id","ts_count","taxa_count","geom"
855256,"0","0","MULTIPOLYGON(((-75.28255860099215 53.74090104049521,-75.73171624305189 53.89399371533502,-75.73171624305189 54.19850365951542,-75.28255860099215 54.34992286598044,-74.83340095893237 54.19850365951542,-74.83340095893237 53.89399371533502,-75.28255860099215 53.74090104049521)))"
855257,"0","0","MULTIPOLYGON(((-75.28255860099215 54.65109468086872,-75.73171624305189 54.80084929792614,-75.73171624305189 55.098701058943526,-75.28255860099215 55.24680027961811,-74.83340095893237 55.098701058943526,-74.83340095893237 54.80084929792614,-75.28255860099215 54.65109468086872)))"
855258,"0","0","MULTIPOLYGON(((-75.28255860099215 55.54135067495744,-75.73171624305189 55.68780399105903,-75.73171624305189 55.9790722914612,-75.28255860099215 56.123889478634865,-74.83340095893237 55.9790722914612,-74.83340095893237 55.68780399105903,-75.28255860099215 55.54135067495744)))"
855259,"0","0","MULTIPOLYGON(((-75.28255860099215 56.41189550781593,-75.73171624305189 56.55508661092018,-75.73171624305189 56.839850716659654,-75.28255860099215 56.98142603547739,-74.83340095893237 56.839850716659654,-74.83340095893237 56.55508661092018,-75.28255860099215 56.41189550781593)))"
855260,"0","0","MULTIPOLYGON(((-75.28255860099215 57.26296906137591,-75.73171624305189 57.40293913666191,-75.73171624305189 57.681282394574936,-75.28255860099215 57.81965799444261,-74.83340095893237 57.681282394574936,-74.83340095893237 57.40293913666191,-75.28255860099215 57.26296906137591)))"
855261,"0","0","MULTIPOLYGON(((-75.28255860099215 58.09482323759508,-75.73171624305189 58.23161534424471,-75.73171624305189 58.503624741029995,-75.28255860099215 58.63884453781967,-74.83340095893237 58.503624741029995,-74.83340095893237 58.23161534424471,-75.28255860099215 58.09482323759508)))"
855262,"0","0","MULTIPOLYGON(((-75.28255860099215 58.90772064628476,-75.73171624305189 59.04137950514466,-75.73171624305189 59.307145248161845,-75.28255860099215 59.43925471735169,-74.83340095893237 59.307145248161845,-74.83340095893237 59.04137950514466,-75.28255860099215 58.90772064628476)))"
855263,"0","0","MULTIPOLYGON(((-75.28255860099215 59.70193335847631,-75.73171624305189 59.83250515068524,-75.73171624305189 60.09212027069717,-75.28255860099215 60.22116625148502,-74.83340095893237 60.09212027069717,-74.83340095893237 59.83250515068524,-75.28255860099215 59.70193335847631)))"
855264,"0","0","MULTIPOLYGON(((-75.28255860099215 60.47774172561073,-75.73171624305189 60.605273902188486,-75.73171624305189 60.85883387799965,-75.28255860099215 60.98486438834694,-74.83340095893237 60.85883387799965,-74.83340095893237 60.605273902188486,-75.28255860099215 60.47774172561073)))"
855265,"0","0","MULTIPOLYGON(((-75.28255860099215 61.23543326433037,-75.73171624305189 61.359974366647215,-75.73171624305189 61.607576771439966,-75.28255860099215 61.73064083392938,-74.83340095893237 61.607576771439966,-74.83340095893237 61.359974366647215,-75.28255860099215 61.23543326433037)))"
855266,"0","0","MULTIPOLYGON(((-75.28255860099215 61.97530160621213,-75.73171624305189 62.096901097190106,-75.73171624305189 62.33864526623141,-75.28255860099215 62.458792744560206,-74.83340095893237 62.33864526623141,-74.83340095893237 62.096901097190106,-75.28255860099215 61.97530160621213)))"
855267,"0","0","MULTIPOLYGON(((-74.83340095893237 45.17424592827279,-75.28255860099215 45.35676185632765,-75.28255860099215 45.72003337687708,-74.83340095893237 45.90078910917727,-74.38424331687263 45.72003337687708,-74.38424331687263 45.35676185632765,-74.83340095893237 45.17424592827279)))"
855268,"1","1","MULTIPOLYGON(((-74.83340095893237 46.2605410411582,-75.28255860099215 46.43953751872483,-75.28255860099215 46.795772360332826,-74.83340095893237 46.97301113617428,-74.38424331687263 46.795772360332826,-74.38424331687263 46.43953751872483,-74.83340095893237 46.2605410411582)))"
855269,"0","0","MULTIPOLYGON(((-74.83340095893237 47.32573259083572,-75.28255860099215 47.50121581120846,-75.28255860099215 47.850428750131066,-74.83340095893237 48.024159135835944,-74.38424331687263 47.850428750131066,-74.38424331687263 47.50121581120846,-74.83340095893237 47.32573259083572)))"
855270,"0","0","MULTIPOLYGON(((-74.83340095893237 48.3698695606592,-75.28255860099215 48.54185038840175,-75.28255860099215 48.884065394003045,-74.83340095893237 49.0543004778452,-74.38424331687263 48.884065394003045,-74.38424331687263 48.54185038840175,-74.83340095893237 48.3698695606592)))"
855271,"0","0","MULTIPOLYGON(((-74.83340095893237 49.3930282153543,-75.28255860099215 49.56152188828269,-75.28255860099215 49.89677152835408,-74.83340095893237 50.06352862398913,-74.38424331687263 49.89677152835408,-74.38424331687263 49.56152188828269,-74.83340095893237 49.3930282153543)))"
855272,"0","0","MULTIPOLYGON(((-74.83340095893237 50.39531032037834,-75.28255860099215 50.56033615484632,-75.28255860099215 50.88866100833348,-74.83340095893237 51.05196136232246,-74.38424331687263 50.88866100833348,-74.38424331687263 50.56033615484632,-74.83340095893237 50.39531032037834)))"
855273,"0","0","MULTIPOLYGON(((-74.83340095893237 51.37684138502317,-75.28255860099215 51.538422486042094,-75.28255860099215 51.85987056614272,-74.83340095893237 52.01973907100145,-74.38424331687263 51.85987056614272,-74.38424331687263 51.538422486042094,-74.83340095893237 51.37684138502317)))"
855274,"0","0","MULTIPOLYGON(((-74.83340095893237 52.33776893795314,-75.28255860099215 52.49593191547987,-75.28255860099215 52.81055810568268,-74.83340095893237 52.96702301969378,-74.38424331687263 52.81055810568268,-74.38424331687263 52.49593191547987,-74.83340095893237 52.33776893795314)))"
855275,"0","0","MULTIPOLYGON(((-74.83340095893237 53.27826084269948,-75.28255860099215 53.43303553523545,-75.28255860099215 53.74090104049521,-74.83340095893237 53.89399371533502,-74.38424331687263 53.74090104049521,-74.38424331687263 53.43303553523545,-74.83340095893237 53.27826084269948)))"
855276,"0","0","MULTIPOLYGON(((-74.83340095893237 54.19850365951542,-75.28255860099215 54.34992286598044,-75.28255860099215 54.65109468086872,-74.83340095893237 54.80084929792614,-74.38424331687263 54.65109468086872,-74.38424331687263 54.34992286598044,-74.83340095893237 54.19850365951542)))"
855277,"0","0","MULTIPOLYGON(((-74.83340095893237 55.098701058943526,-75.28255860099215 55.24680027961811,-75.28255860099215 55.54135067495744,-74.83340095893237 55.68780399105903,-74.38424331687263 55.54135067495744,-74.38424331687263 55.24680027961811,-74.83340095893237 55.098701058943526)))"
855278,"0","0","MULTIPOLYGON(((-74.83340095893237 55.9790722914612,-75.28255860099215 56.123889478634865,-75.28255860099215 56.41189550781593,-74.83340095893237 56.55508661092018,-74.38424331687263 56.41189550781593,-74.38424331687263 56.123889478634865,-74.83340095893237 55.9790722914612)))"
855279,"0","0","MULTIPOLYGON(((-74.83340095893237 56.839850716659654,-75.28255860099215 56.98142603547739,-75.28255860099215 57.26296906137591,-74.83340095893237 57.40293913666191,-74.38424331687263 57.26296906137591,-74.38424331687263 56.98142603547739,-74.83340095893237 56.839850716659654)))"
855280,"0","0","MULTIPOLYGON(((-74.83340095893237 57.681282394574936,-75.28255860099215 57.81965799444261,-75.28255860099215 58.09482323759508,-74.83340095893237 58.23161534424471,-74.38424331687263 58.09482323759508,-74.38424331687263 57.81965799444261,-74.83340095893237 57.681282394574936)))"
855281,"0","0","MULTIPOLYGON(((-74.83340095893237 58.503624741029995,-75.28255860099215 58.63884453781967,-75.28255860099215 58.90772064628476,-74.83340095893237 59.04137950514466,-74.38424331687263 58.90772064628476,-74.38424331687263 58.63884453781967,-74.83340095893237 58.503624741029995)))"
855282,"0","0","MULTIPOLYGON(((-74.83340095893237 59.307145248161845,-75.28255860099215 59.43925471735169,-75.28255860099215 59.70193335847631,-74.83340095893237 59.83250515068524,-74.38424331687263 59.70193335847631,-74.38424331687263 59.43925471735169,-74.83340095893237 59.307145248161845)))"
855283,"0","0","MULTIPOLYGON(((-74.83340095893237 60.09212027069717,-75.28255860099215 60.22116625148502,-75.28255860099215 60.47774172561073,-74.83340095893237 60.605273902188486,-74.38424331687263 60.47774172561073,-74.38424331687263 60.22116625148502,-74.83340095893237 60.09212027069717)))"
855284,"0","0","MULTIPOLYGON(((-74.83340095893237 60.85883387799965,-75.28255860099215 60.98486438834694,-75.28255860099215 61.23543326433037,-74.83340095893237 61.359974366647215,-74.38424331687263 61.23543326433037,-74.38424331687263 60.98486438834694,-74.83340095893237 60.85883387799965)))"
855285,"0","0","MULTIPOLYGON(((-74.83340095893237 61.607576771439966,-75.28255860099215 61.73064083392938,-75.28255860099215 61.97530160621213,-74.83340095893237 62.096901097190106,-74.38424331687263 61.97530160621213,-74.38424331687263 61.73064083392938,-74.83340095893237 61.607576771439966)))"
855286,"115","23","MULTIPOLYGON(((-74.38424331687263 44.62317712958087,-74.83340095893237 44.80745356368022,-74.83340095893237 45.17424592827279,-74.38424331687263 45.35676185632765,-73.93508567481285 45.17424592827279,-73.93508567481285 44.80745356368022,-74.38424331687263 44.62317712958087)))"
855287,"1","1","MULTIPOLYGON(((-74.38424331687263 45.72003337687708,-74.83340095893237 45.90078910917727,-74.83340095893237 46.2605410411582,-74.38424331687263 46.43953751872483,-73.93508567481285 46.2605410411582,-73.93508567481285 45.90078910917727,-74.38424331687263 45.72003337687708)))"
855288,"0","0","MULTIPOLYGON(((-74.38424331687263 46.795772360332826,-74.83340095893237 46.97301113617428,-74.83340095893237 47.32573259083572,-74.38424331687263 47.50121581120846,-73.93508567481285 47.32573259083572,-73.93508567481285 46.97301113617428,-74.38424331687263 46.795772360332826)))"
855289,"0","0","MULTIPOLYGON(((-74.38424331687263 47.850428750131066,-74.83340095893237 48.024159135835944,-74.83340095893237 48.3698695606592,-74.38424331687263 48.54185038840175,-73.93508567481285 48.3698695606592,-73.93508567481285 48.024159135835944,-74.38424331687263 47.850428750131066)))"
855290,"0","0","MULTIPOLYGON(((-74.38424331687263 48.884065394003045,-74.83340095893237 49.0543004778452,-74.83340095893237 49.3930282153543,-74.38424331687263 49.56152188828269,-73.93508567481285 49.3930282153543,-73.93508567481285 49.0543004778452,-74.38424331687263 48.884065394003045)))"
855291,"0","0","MULTIPOLYGON(((-74.38424331687263 49.89677152835408,-74.83340095893237 50.06352862398913,-74.83340095893237 50.39531032037834,-74.38424331687263 50.56033615484632,-73.93508567481285 50.39531032037834,-73.93508567481285 50.06352862398913,-74.38424331687263 49.89677152835408)))"
855292,"0","0","MULTIPOLYGON(((-74.38424331687263 50.88866100833348,-74.83340095893237 51.05196136232246,-74.83340095893237 51.37684138502317,-74.38424331687263 51.538422486042094,-73.93508567481285 51.37684138502317,-73.93508567481285 51.05196136232246,-74.38424331687263 50.88866100833348)))"
855293,"0","0","MULTIPOLYGON(((-74.38424331687263 51.85987056614272,-74.83340095893237 52.01973907100145,-74.83340095893237 52.33776893795314,-74.38424331687263 52.49593191547987,-73.93508567481285 52.33776893795314,-73.93508567481285 52.01973907100145,-74.38424331687263 51.85987056614272)))"
855294,"0","0","MULTIPOLYGON(((-74.38424331687263 52.81055810568268,-74.83340095893237 52.96702301969378,-74.83340095893237 53.27826084269948,-74.38424331687263 53.43303553523545,-73.93508567481285 53.27826084269948,-73.93508567481285 52.96702301969378,-74.38424331687263 52.81055810568268)))"
855295,"0","0","MULTIPOLYGON(((-74.38424331687263 53.74090104049521,-74.83340095893237 53.89399371533502,-74.83340095893237 54.19850365951542,-74.38424331687263 54.34992286598044,-73.93508567481285 54.19850365951542,-73.93508567481285 53.89399371533502,-74.38424331687263 53.74090104049521)))"
855296,"0","0","MULTIPOLYGON(((-74.38424331687263 54.65109468086872,-74.83340095893237 54.80084929792614,-74.83340095893237 55.098701058943526,-74.38424331687263 55.24680027961811,-73.93508567481285 55.098701058943526,-73.93508567481285 54.80084929792614,-74.38424331687263 54.65109468086872)))"
855297,"0","0","MULTIPOLYGON(((-74.38424331687263 55.54135067495744,-74.83340095893237 55.68780399105903,-74.83340095893237 55.9790722914612,-74.38424331687263 56.123889478634865,-73.93508567481285 55.9790722914612,-73.93508567481285 55.68780399105903,-74.38424331687263 55.54135067495744)))"
855298,"0","0","MULTIPOLYGON(((-74.38424331687263 56.41189550781593,-74.83340095893237 56.55508661092018,-74.83340095893237 56.839850716659654,-74.38424331687263 56.98142603547739,-73.93508567481285 56.839850716659654,-73.93508567481285 56.55508661092018,-74.38424331687263 56.41189550781593)))"
855299,"0","0","MULTIPOLYGON(((-74.38424331687263 57.26296906137591,-74.83340095893237 57.40293913666191,-74.83340095893237 57.681282394574936,-74.38424331687263 57.81965799444261,-73.93508567481285 57.681282394574936,-73.93508567481285 57.40293913666191,-74.38424331687263 57.26296906137591)))"
855300,"0","0","MULTIPOLYGON(((-74.38424331687263 58.09482323759508,-74.83340095893237 58.23161534424471,-74.83340095893237 58.503624741029995,-74.38424331687263 58.63884453781967,-73.93508567481285 58.503624741029995,-73.93508567481285 58.23161534424471,-74.38424331687263 58.09482323759508)))"
855301,"0","0","MULTIPOLYGON(((-74.38424331687263 58.90772064628476,-74.83340095893237 59.04137950514466,-74.83340095893237 59.307145248161845,-74.38424331687263 59.43925471735169,-73.93508567481285 59.307145248161845,-73.93508567481285 59.04137950514466,-74.38424331687263 58.90772064628476)))"
855302,"0","0","MULTIPOLYGON(((-74.38424331687263 59.70193335847631,-74.83340095893237 59.83250515068524,-74.83340095893237 60.09212027069717,-74.38424331687263 60.22116625148502,-73.93508567481285 60.09212027069717,-73.93508567481285 59.83250515068524,-74.38424331687263 59.70193335847631)))"
855303,"0","0","MULTIPOLYGON(((-74.38424331687263 60.47774172561073,-74.83340095893237 60.605273902188486,-74.83340095893237 60.85883387799965,-74.38424331687263 60.98486438834694,-73.93508567481285 60.85883387799965,-73.93508567481285 60.605273902188486,-74.38424331687263 60.47774172561073)))"
855304,"0","0","MULTIPOLYGON(((-74.38424331687263 61.23543326433037,-74.83340095893237 61.359974366647215,-74.83340095893237 61.607576771439966,-74.38424331687263 61.73064083392938,-73.93508567481285 61.607576771439966,-73.93508567481285 61.359974366647215,-74.38424331687263 61.23543326433037)))"
855305,"0","0","MULTIPOLYGON(((-74.38424331687263 61.97530160621213,-74.83340095893237 62.096901097190106,-74.83340095893237 62.33864526623141,-74.38424331687263 62.458792744560206,-73.93508567481285 62.33864526623141,-73.93508567481285 62.096901097190106,-74.38424331687263 61.97530160621213)))"
855306,"0","0","MULTIPOLYGON(((-73.93508567481285 45.17424592827279,-74.38424331687263 45.35676185632765,-74.38424331687263 45.72003337687708,-73.93508567481285 45.90078910917727,-73.4859280327531 45.72003337687708,-73.4859280327531 45.35676185632765,-73.93508567481285 45.17424592827279)))"
855307,"0","0","MULTIPOLYGON(((-73.93508567481285 46.2605410411582,-74.38424331687263 46.43953751872483,-74.38424331687263 46.795772360332826,-73.93508567481285 46.97301113617428,-73.4859280327531 46.795772360332826,-73.4859280327531 46.43953751872483,-73.93508567481285 46.2605410411582)))"
855308,"0","0","MULTIPOLYGON(((-73.93508567481285 47.32573259083572,-74.38424331687263 47.50121581120846,-74.38424331687263 47.850428750131066,-73.93508567481285 48.024159135835944,-73.4859280327531 47.850428750131066,-73.4859280327531 47.50121581120846,-73.93508567481285 47.32573259083572)))"
855309,"0","0","MULTIPOLYGON(((-73.93508567481285 48.3698695606592,-74.38424331687263 48.54185038840175,-74.38424331687263 48.884065394003045,-73.93508567481285 49.0543004778452,-73.4859280327531 48.884065394003045,-73.4859280327531 48.54185038840175,-73.93508567481285 48.3698695606592)))"
855310,"0","0","MULTIPOLYGON(((-73.93508567481285 49.3930282153543,-74.38424331687263 49.56152188828269,-74.38424331687263 49.89677152835408,-73.93508567481285 50.06352862398913,-73.4859280327531 49.89677152835408,-73.4859280327531 49.56152188828269,-73.93508567481285 49.3930282153543)))"
855311,"0","0","MULTIPOLYGON(((-73.93508567481285 50.39531032037834,-74.38424331687263 50.56033615484632,-74.38424331687263 50.88866100833348,-73.93508567481285 51.05196136232246,-73.4859280327531 50.88866100833348,-73.4859280327531 50.56033615484632,-73.93508567481285 50.39531032037834)))"
855312,"0","0","MULTIPOLYGON(((-73.93508567481285 51.37684138502317,-74.38424331687263 51.538422486042094,-74.38424331687263 51.85987056614272,-73.93508567481285 52.01973907100145,-73.4859280327531 51.85987056614272,-73.4859280327531 51.538422486042094,-73.93508567481285 51.37684138502317)))"
855313,"0","0","MULTIPOLYGON(((-73.93508567481285 52.33776893795314,-74.38424331687263 52.49593191547987,-74.38424331687263 52.81055810568268,-73.93508567481285 52.96702301969378,-73.4859280327531 52.81055810568268,-73.4859280327531 52.49593191547987,-73.93508567481285 52.33776893795314)))"
855314,"0","0","MULTIPOLYGON(((-73.93508567481285 53.27826084269948,-74.38424331687263 53.43303553523545,-74.38424331687263 53.74090104049521,-73.93508567481285 53.89399371533502,-73.4859280327531 53.74090104049521,-73.4859280327531 53.43303553523545,-73.93508567481285 53.27826084269948)))"
855315,"0","0","MULTIPOLYGON(((-73.93508567481285 54.19850365951542,-74.38424331687263 54.34992286598044,-74.38424331687263 54.65109468086872,-73.93508567481285 54.80084929792614,-73.4859280327531 54.65109468086872,-73.4859280327531 54.34992286598044,-73.93508567481285 54.19850365951542)))"
855316,"0","0","MULTIPOLYGON(((-73.93508567481285 55.098701058943526,-74.38424331687263 55.24680027961811,-74.38424331687263 55.54135067495744,-73.93508567481285 55.68780399105903,-73.4859280327531 55.54135067495744,-73.4859280327531 55.24680027961811,-73.93508567481285 55.098701058943526)))"
855317,"0","0","MULTIPOLYGON(((-73.93508567481285 55.9790722914612,-74.38424331687263 56.123889478634865,-74.38424331687263 56.41189550781593,-73.93508567481285 56.55508661092018,-73.4859280327531 56.41189550781593,-73.4859280327531 56.123889478634865,-73.93508567481285 55.9790722914612)))"
855318,"0","0","MULTIPOLYGON(((-73.93508567481285 56.839850716659654,-74.38424331687263 56.98142603547739,-74.38424331687263 57.26296906137591,-73.93508567481285 57.40293913666191,-73.4859280327531 57.26296906137591,-73.4859280327531 56.98142603547739,-73.93508567481285 56.839850716659654)))"
855319,"0","0","MULTIPOLYGON(((-73.93508567481285 57.681282394574936,-74.38424331687263 57.81965799444261,-74.38424331687263 58.09482323759508,-73.93508567481285 58.23161534424471,-73.4859280327531 58.09482323759508,-73.4859280327531 57.81965799444261,-73.93508567481285 57.681282394574936)))"
855320,"0","0","MULTIPOLYGON(((-73.93508567481285 58.503624741029995,-74.38424331687263 58.63884453781967,-74.38424331687263 58.90772064628476,-73.93508567481285 59.04137950514466,-73.4859280327531 58.90772064628476,-73.4859280327531 58.63884453781967,-73.93508567481285 58.503624741029995)))"
855321,"0","0","MULTIPOLYGON(((-73.93508567481285 59.307145248161845,-74.38424331687263 59.43925471735169,-74.38424331687263 59.70193335847631,-73.93508567481285 59.83250515068524,-73.4859280327531 59.70193335847631,-73.4859280327531 59.43925471735169,-73.93508567481285 59.307145248161845)))"
855322,"0","0","MULTIPOLYGON(((-73.93508567481285 60.09212027069717,-74.38424331687263 60.22116625148502,-74.38424331687263 60.47774172561073,-73.93508567481285 60.605273902188486,-73.4859280327531 60.47774172561073,-73.4859280327531 60.22116625148502,-73.93508567481285 60.09212027069717)))"
855323,"0","0","MULTIPOLYGON(((-73.93508567481285 60.85883387799965,-74.38424331687263 60.98486438834694,-74.38424331687263 61.23543326433037,-73.93508567481285 61.359974366647215,-73.4859280327531 61.23543326433037,-73.4859280327531 60.98486438834694,-73.93508567481285 60.85883387799965)))"
855324,"0","0","MULTIPOLYGON(((-73.93508567481285 61.607576771439966,-74.38424331687263 61.73064083392938,-74.38424331687263 61.97530160621213,-73.93508567481285 62.096901097190106,-73.4859280327531 61.97530160621213,-73.4859280327531 61.73064083392938,-73.93508567481285 61.607576771439966)))"
855325,"0","0","MULTIPOLYGON(((-73.93508567481285 62.33864526623141,-74.38424331687263 62.458792744560206,-74.38424331687263 62.69764551140301,-73.93508567481285 62.816353617243394,-73.4859280327531 62.69764551140301,-73.4859280327531 62.458792744560206,-73.93508567481285 62.33864526623141)))"
855326,"6","6","MULTIPOLYGON(((-73.4859280327531 44.62317712958087,-73.93508567481285 44.80745356368022,-73.93508567481285 45.17424592827279,-73.4859280327531 45.35676185632765,-73.03677039069333 45.17424592827279,-73.03677039069333 44.80745356368022,-73.4859280327531 44.62317712958087)))"
855327,"0","0","MULTIPOLYGON(((-73.4859280327531 45.72003337687708,-73.93508567481285 45.90078910917727,-73.93508567481285 46.2605410411582,-73.4859280327531 46.43953751872483,-73.03677039069333 46.2605410411582,-73.03677039069333 45.90078910917727,-73.4859280327531 45.72003337687708)))"
855328,"0","0","MULTIPOLYGON(((-73.4859280327531 46.795772360332826,-73.93508567481285 46.97301113617428,-73.93508567481285 47.32573259083572,-73.4859280327531 47.50121581120846,-73.03677039069333 47.32573259083572,-73.03677039069333 46.97301113617428,-73.4859280327531 46.795772360332826)))"
855329,"0","0","MULTIPOLYGON(((-73.4859280327531 47.850428750131066,-73.93508567481285 48.024159135835944,-73.93508567481285 48.3698695606592,-73.4859280327531 48.54185038840175,-73.03677039069333 48.3698695606592,-73.03677039069333 48.024159135835944,-73.4859280327531 47.850428750131066)))"
855330,"1","1","MULTIPOLYGON(((-73.4859280327531 48.884065394003045,-73.93508567481285 49.0543004778452,-73.93508567481285 49.3930282153543,-73.4859280327531 49.56152188828269,-73.03677039069333 49.3930282153543,-73.03677039069333 49.0543004778452,-73.4859280327531 48.884065394003045)))"
855331,"0","0","MULTIPOLYGON(((-73.4859280327531 49.89677152835408,-73.93508567481285 50.06352862398913,-73.93508567481285 50.39531032037834,-73.4859280327531 50.56033615484632,-73.03677039069333 50.39531032037834,-73.03677039069333 50.06352862398913,-73.4859280327531 49.89677152835408)))"
855332,"2","1","MULTIPOLYGON(((-73.4859280327531 50.88866100833348,-73.93508567481285 51.05196136232246,-73.93508567481285 51.37684138502317,-73.4859280327531 51.538422486042094,-73.03677039069333 51.37684138502317,-73.03677039069333 51.05196136232246,-73.4859280327531 50.88866100833348)))"
855333,"0","0","MULTIPOLYGON(((-73.4859280327531 51.85987056614272,-73.93508567481285 52.01973907100145,-73.93508567481285 52.33776893795314,-73.4859280327531 52.49593191547987,-73.03677039069333 52.33776893795314,-73.03677039069333 52.01973907100145,-73.4859280327531 51.85987056614272)))"
855334,"0","0","MULTIPOLYGON(((-73.4859280327531 52.81055810568268,-73.93508567481285 52.96702301969378,-73.93508567481285 53.27826084269948,-73.4859280327531 53.43303553523545,-73.03677039069333 53.27826084269948,-73.03677039069333 52.96702301969378,-73.4859280327531 52.81055810568268)))"
855335,"0","0","MULTIPOLYGON(((-73.4859280327531 53.74090104049521,-73.93508567481285 53.89399371533502,-73.93508567481285 54.19850365951542,-73.4859280327531 54.34992286598044,-73.03677039069333 54.19850365951542,-73.03677039069333 53.89399371533502,-73.4859280327531 53.74090104049521)))"
855336,"0","0","MULTIPOLYGON(((-73.4859280327531 54.65109468086872,-73.93508567481285 54.80084929792614,-73.93508567481285 55.098701058943526,-73.4859280327531 55.24680027961811,-73.03677039069333 55.098701058943526,-73.03677039069333 54.80084929792614,-73.4859280327531 54.65109468086872)))"
855337,"0","0","MULTIPOLYGON(((-73.4859280327531 55.54135067495744,-73.93508567481285 55.68780399105903,-73.93508567481285 55.9790722914612,-73.4859280327531 56.123889478634865,-73.03677039069333 55.9790722914612,-73.03677039069333 55.68780399105903,-73.4859280327531 55.54135067495744)))"
855338,"0","0","MULTIPOLYGON(((-73.4859280327531 56.41189550781593,-73.93508567481285 56.55508661092018,-73.93508567481285 56.839850716659654,-73.4859280327531 56.98142603547739,-73.03677039069333 56.839850716659654,-73.03677039069333 56.55508661092018,-73.4859280327531 56.41189550781593)))"
855339,"0","0","MULTIPOLYGON(((-73.4859280327531 57.26296906137591,-73.93508567481285 57.40293913666191,-73.93508567481285 57.681282394574936,-73.4859280327531 57.81965799444261,-73.03677039069333 57.681282394574936,-73.03677039069333 57.40293913666191,-73.4859280327531 57.26296906137591)))"
855340,"0","0","MULTIPOLYGON(((-73.4859280327531 58.09482323759508,-73.93508567481285 58.23161534424471,-73.93508567481285 58.503624741029995,-73.4859280327531 58.63884453781967,-73.03677039069333 58.503624741029995,-73.03677039069333 58.23161534424471,-73.4859280327531 58.09482323759508)))"
855341,"0","0","MULTIPOLYGON(((-73.4859280327531 58.90772064628476,-73.93508567481285 59.04137950514466,-73.93508567481285 59.307145248161845,-73.4859280327531 59.43925471735169,-73.03677039069333 59.307145248161845,-73.03677039069333 59.04137950514466,-73.4859280327531 58.90772064628476)))"
855342,"0","0","MULTIPOLYGON(((-73.4859280327531 59.70193335847631,-73.93508567481285 59.83250515068524,-73.93508567481285 60.09212027069717,-73.4859280327531 60.22116625148502,-73.03677039069333 60.09212027069717,-73.03677039069333 59.83250515068524,-73.4859280327531 59.70193335847631)))"
855343,"0","0","MULTIPOLYGON(((-73.4859280327531 60.47774172561073,-73.93508567481285 60.605273902188486,-73.93508567481285 60.85883387799965,-73.4859280327531 60.98486438834694,-73.03677039069333 60.85883387799965,-73.03677039069333 60.605273902188486,-73.4859280327531 60.47774172561073)))"
855344,"0","0","MULTIPOLYGON(((-73.4859280327531 61.23543326433037,-73.93508567481285 61.359974366647215,-73.93508567481285 61.607576771439966,-73.4859280327531 61.73064083392938,-73.03677039069333 61.607576771439966,-73.03677039069333 61.359974366647215,-73.4859280327531 61.23543326433037)))"
855345,"0","0","MULTIPOLYGON(((-73.4859280327531 61.97530160621213,-73.93508567481285 62.096901097190106,-73.93508567481285 62.33864526623141,-73.4859280327531 62.458792744560206,-73.03677039069333 62.33864526623141,-73.03677039069333 62.096901097190106,-73.4859280327531 61.97530160621213)))"
855346,"4","4","MULTIPOLYGON(((-73.03677039069333 45.17424592827279,-73.4859280327531 45.35676185632765,-73.4859280327531 45.72003337687708,-73.03677039069333 45.90078910917727,-72.58761274863357 45.72003337687708,-72.58761274863357 45.35676185632765,-73.03677039069333 45.17424592827279)))"
855347,"90","89","MULTIPOLYGON(((-73.03677039069333 46.2605410411582,-73.4859280327531 46.43953751872483,-73.4859280327531 46.795772360332826,-73.03677039069333 46.97301113617428,-72.58761274863357 46.795772360332826,-72.58761274863357 46.43953751872483,-73.03677039069333 46.2605410411582)))"
855348,"2","1","MULTIPOLYGON(((-73.03677039069333 47.32573259083572,-73.4859280327531 47.50121581120846,-73.4859280327531 47.850428750131066,-73.03677039069333 48.024159135835944,-72.58761274863357 47.850428750131066,-72.58761274863357 47.50121581120846,-73.03677039069333 47.32573259083572)))"
855349,"0","0","MULTIPOLYGON(((-73.03677039069333 48.3698695606592,-73.4859280327531 48.54185038840175,-73.4859280327531 48.884065394003045,-73.03677039069333 49.0543004778452,-72.58761274863357 48.884065394003045,-72.58761274863357 48.54185038840175,-73.03677039069333 48.3698695606592)))"
855350,"0","0","MULTIPOLYGON(((-73.03677039069333 49.3930282153543,-73.4859280327531 49.56152188828269,-73.4859280327531 49.89677152835408,-73.03677039069333 50.06352862398913,-72.58761274863357 49.89677152835408,-72.58761274863357 49.56152188828269,-73.03677039069333 49.3930282153543)))"
855351,"0","0","MULTIPOLYGON(((-73.03677039069333 50.39531032037834,-73.4859280327531 50.56033615484632,-73.4859280327531 50.88866100833348,-73.03677039069333 51.05196136232246,-72.58761274863357 50.88866100833348,-72.58761274863357 50.56033615484632,-73.03677039069333 50.39531032037834)))"
855352,"0","0","MULTIPOLYGON(((-73.03677039069333 51.37684138502317,-73.4859280327531 51.538422486042094,-73.4859280327531 51.85987056614272,-73.03677039069333 52.01973907100145,-72.58761274863357 51.85987056614272,-72.58761274863357 51.538422486042094,-73.03677039069333 51.37684138502317)))"
855353,"30","10","MULTIPOLYGON(((-73.03677039069333 52.33776893795314,-73.4859280327531 52.49593191547987,-73.4859280327531 52.81055810568268,-73.03677039069333 52.96702301969378,-72.58761274863357 52.81055810568268,-72.58761274863357 52.49593191547987,-73.03677039069333 52.33776893795314)))"
